language_name,file_name,mac_address,city,language_code,country,latitude,longitude,time,timezone,date,iso8601,hostname,date_time,random_number,pricetag,company
Maltese,wie.ppt,37:16:ff:a7:6e:3a,Berchtesgaden,lt,Kanada,51.949436,7.452816,13:15:40,Asia/Phnom_Penh,2004-05-01,1994-07-02T20:25:36,db-65.waehner.de,2023-04-13 16:14:40,6296,"196,38 €",Bender GmbH
Bislama,Flasche.docx,78:e1:dd:ef:3e:fe,Schwäbisch Gmünd,ks,Seychellen,36.728269,-122.209683,08:28:08,America/Port_of_Spain,1996-03-19,2008-02-18T10:34:34,laptop-66.ruppersberger.de,1993-04-08 04:24:26,49720,"29,26 €",Peukert Seifert AG
Sichuan Yi,halbe.wav,39:31:2b:0a:4d:6e,Leipziger Land,lv,Türkei,-31.4748005,-140.768954,10:15:11,America/Havana,1984-11-07,2012-05-09T19:06:31,laptop-86.hettner.org,2012-11-23 16:29:32,437,"59,30 €",Beier Gude KG
Cornish,kann.tiff,30:62:86:cd:22:b3,Meppen,lzh,Heard- und McDonald-Inseln,28.995007,-100.734440,05:47:55,Asia/Kashgar,1986-08-16,1996-08-16T19:49:29,srv-36.tschentscher.de,1982-03-04 19:02:27,88,"62,37 €",Henschel
Bihari languages,Musik.csv,24:7f:9a:3c:95:26,Wurzen,gv,Spanien,-15.878970,74.576330,23:28:15,Europe/Monaco,1995-11-30,1978-04-17T23:35:33,db-82.nette.de,1974-10-25 03:17:50,6,"806,42 €",Paffrath
Igbo,sein.html,dc:f0:e7:91:c1:41,Rochlitz,ru,Libanon,24.5640245,-29.084005,07:34:16,Africa/Abidjan,2008-12-03,1972-07-05T14:51:30,lt-88.beckmann.de,1975-08-03 08:35:18,98319942,"57,04 €",Hornich Plath e.G.
Tswana,sechs.wav,df:d3:51:92:ee:1f,Angermünde,tg,Guatemala,-31.280759,-44.958970,02:58:21,Africa/Porto-Novo,2018-12-29,1996-04-14T20:53:51,srv-32.sorgatz.de,2002-11-16 21:46:16,1,"898,11 €",Jacob GmbH & Co. KG
Italian,steigen.webm,b7:5e:d0:70:12:d1,Gräfenhainichen,ru,Ägypten,-37.292233,-57.727073,22:14:03,Asia/Bishkek,2017-01-16,1991-01-27T00:38:31,srv-02.carsten.org,2008-02-19 12:39:18,1228804,"7.518,98 €",Binner
Xhosa,jetzt.mp4,7b:0e:c7:b5:f2:d3,Augsburg,nhn,Nordmazedonien,16.795867,-66.148549,13:12:56,Asia/Bahrain,1972-02-17,1978-07-03T10:08:59,laptop-69.stroh.org,2009-06-02 01:16:42,9954016,"13,05 €",Kaul AG
Navajo,Straße.mp3,69:f0:e0:3a:49:bc,Iserlohn,kn,Tunesien,-84.081946,51.599733,22:16:15,Africa/Kampala,2002-09-20,1985-08-24T05:09:50,email-60.bender.de,2003-08-21 18:25:36,189403,"26.047,35 €",Hering GmbH
Mongolian,Finger.txt,02:02:42:71:9e:7f,Pirmasens,rw,Algerien,89.6680045,140.325919,04:16:49,America/Managua,1986-07-21,1970-11-04T06:58:20,email-72.heuser.com,1991-05-08 03:25:19,6847,"74,01 €",Löwer Kobelt KG
Kirghiz,Apfel.ppt,dc:f1:3a:4c:bb:88,Güstrow,cmn,Trinidad und Tobago,-24.381602,81.827432,11:06:34,America/St_Kitts,1970-08-05,2002-07-07T17:03:25,lt-15.buchholz.de,2021-02-02 22:55:10,61577885,"37,30 €",Harloff Oestrovsky GmbH
Inupiaq,Spaß.mov,04:08:fd:26:30:b6,Riesa,st,Ruanda,-4.620974,-83.682127,04:49:08,Asia/Tehran,1973-04-10,2011-05-06T01:36:51,email-13.heydrich.de,1981-05-30 15:21:04,46468371,"98,01 €",Scheuermann
Oriya,verstehen.png,bf:d4:b5:1c:d0:51,Garmisch-Partenkirchen,ko,Sambia,-6.0279995,-102.306255,10:29:06,America/Santiago,1999-07-13,2010-05-26T07:56:56,desktop-02.eberth.net,2020-08-08 22:49:08,11870,"5,18 €",Kade Neuschäfer AG
Gaelic,schön.bmp,c3:f1:a7:20:69:43,Calw,ne,Luxemburg,24.8361985,176.040865,14:06:40,Europe/Brussels,1983-10-28,1991-02-26T22:19:35,db-80.linke.net,2012-05-22 03:15:52,235,"4,87 €",Bohlander
Turkmen,immer.js,67:b1:8a:97:b3:c4,Emmendingen,gd,Färöer,81.413111,-159.452256,05:06:17,Europe/Bratislava,2009-10-26,2020-01-19T05:07:27,db-05.salz.net,1988-06-04 06:30:09,5,"54.670,64 €",Wieloch AG & Co. KG
Marathi,gab.bmp,77:6b:d2:89:02:55,Mallersdorf,is,Vereinigte Staaten,-24.822664,-155.826104,17:49:25,Africa/Freetown,1978-06-16,1979-10-22T18:55:45,srv-03.ditschlerin.net,1988-12-09 06:03:35,378,"5,33 €",Mude
Kirghiz,Maus.wav,82:77:13:02:2f:e9,Witzenhausen,tcy,Senegal,23.230488,-37.362334,05:20:46,Europe/Vaduz,1991-03-31,1992-01-02T18:16:14,email-47.paertzelt.com,2015-11-17 01:17:10,423364,"3,79 €",Otto
South Ndebele,drei.jpg,32:32:57:17:29:36,Parsberg,hsb,St. Lucia,55.107906,-68.435670,17:18:49,Asia/Bangkok,2015-12-16,2005-05-03T09:57:12,db-48.beier.com,1989-08-19 02:03:41,553,"94.629,08 €",Mende
Pushto,Tag.gif,e0:b9:50:06:d9:97,Hohenmölsen,lij,Mosambik,-88.8694325,-140.932134,23:02:19,Africa/Mogadishu,2019-01-07,1990-12-13T01:42:28,laptop-08.eberhardt.org,1980-01-18 15:11:32,52184868,"7.468,77 €",Ebert AG & Co. KGaA
Tonga,holen.js,e9:3e:60:83:59:09,Forst,gl,Türkei,-38.7885625,124.064735,16:49:59,Asia/Jerusalem,2000-10-21,1985-11-09T21:24:49,desktop-46.van.net,1977-01-23 03:33:31,417646086,"12,02 €",Scheel
Maori,Maus.gif,0e:66:fa:81:c8:22,Bergzabern,bg,Monaco,-33.348424,-163.392025,03:33:39,America/Eirunepe,2001-06-24,1985-03-09T12:21:34,lt-52.gerlach.de,1988-05-17 23:02:39,1584,"7,84 €",Schleich Koch AG
Amharic,Teller.pptx,a7:f6:ee:0f:f6:a8,Paderborn,dz,Niue,80.706494,128.418258,19:38:52,America/Costa_Rica,2006-10-09,2002-06-05T14:32:52,email-07.ziegert.de,2012-03-24 20:58:07,8952,"1.423,06 €",Ziegert
Yiddish,gerade.webm,c6:45:61:3c:25:58,Ebermannstadt,mai,Bangladesch,38.021087,158.210463,20:23:05,Africa/Monrovia,2000-07-10,1982-09-08T09:18:05,lt-53.mohaupt.com,2014-03-22 03:56:07,8943968,"61,44 €",Zänker Bachmann AG & Co. KGaA
Gujarati,schwarz.mp3,fe:11:28:50:db:a3,Meiningen,yo,Bahrain,51.841121,-170.568142,00:08:50,Atlantic/Reykjavik,2023-07-20,2016-09-26T17:56:27,desktop-16.benthin.de,1996-03-06 18:47:10,8445898,"3,51 €",Täsche Salz KG
Pushto,Flasche.mp3,c5:d0:80:68:f4:4e,Saarlouis,ve,Tadschikistan,-40.568586,60.617009,10:58:46,America/Managua,2008-09-02,1976-10-02T03:03:15,lt-11.steckel.com,2004-05-27 12:19:42,1586,"3.594,82 €",Dietz
Esperanto,gar.mp3,1d:70:81:f5:3d:0f,Siegen,an,Britisches Territorium im Indischen Ozean,-67.6440165,134.363658,07:10:49,Europe/Luxembourg,2017-08-08,2002-02-26T23:45:21,db-21.heidrich.com,1987-01-31 06:10:10,65243,"8.234,10 €",Loos Stahr GmbH
Tonga,schlagen.css,c5:1e:17:18:5b:c4,Wernigerode,bhb,Slowakei,8.140470,119.920312,07:20:05,Indian/Mahe,1987-02-27,1999-11-30T07:10:09,laptop-36.zaenker.org,2000-12-08 10:38:40,324740,"3.849,37 €",Haering e.G.
Armenian,gleich.jpeg,af:71:cb:e7:91:dd,Hainichen,apn,Usbekistan,-73.8694285,72.851455,06:58:05,Indian/Comoro,2004-06-12,1995-04-11T08:08:14,srv-50.lorch.org,1970-12-29 23:44:56,0,"4.107,48 €",Scholl Klingelhöfer AG
Norwegian Nynorsk,voll.mp4,bc:64:d2:2c:2d:77,Füssen,ve,Mayotte,-74.5326585,-177.077908,08:16:51,America/El_Salvador,1977-04-23,2015-03-23T03:19:52,db-48.riehl.org,1988-09-15 09:14:48,6,"243,73 €",Beier AG & Co. KG
Pali,beißen.tiff,ac:a1:08:37:e3:70,Eisenberg,sr,Äthiopien,49.1353455,164.553327,20:54:32,Pacific/Chatham,2021-02-17,1974-11-08T16:26:22,db-17.mielcarek.de,2013-12-29 07:10:59,729094235,"2.184,84 €",Kramer Plath GmbH & Co. OHG
Icelandic,Oma.mov,a9:eb:7d:8a:f9:f4,Hansestadttralsund,ia,Kenia,56.717126,88.693686,01:32:20,Pacific/Palau,1971-06-22,2022-03-22T22:10:33,web-69.suessebier.org,1988-02-14 06:20:40,43353051,"9,09 €",Etzold e.V.
Tswana,ihm.key,b1:88:dc:5e:b6:61,Füssen,id,Komoren,-40.6521295,167.964662,07:28:37,Asia/Rangoon,1983-04-18,1993-04-21T06:37:50,web-61.rust.com,1993-04-24 06:35:00,21448,"361,71 €",Fröhlich e.G.
Afar,finden.json,a5:1a:29:32:b4:6a,Fallingbostel,kk,Palästinensische Gebiete,88.573429,48.332455,07:13:53,Europe/Tirane,1970-04-01,2004-03-24T02:17:03,srv-84.stey.de,2017-10-15 16:04:24,59685073,"68.702,49 €",Hermann
Welsh,weit.mp3,db:bf:de:b3:d9:b0,Calau,az,Burundi,-5.634042,-152.929448,21:41:49,America/Winnipeg,2015-09-08,1995-11-27T03:42:47,lt-35.bohnbach.com,1994-10-30 09:32:13,470110510,"4.115,91 €",Ortmann AG
Thai,einmal.mov,35:e1:7d:9c:63:a3,Germersheim,ur,Aruba,32.579455,170.590984,00:04:04,Atlantic/Reykjavik,1979-10-10,2010-05-25T09:45:14,desktop-06.reinhardt.de,2011-05-05 07:01:27,773837253,"9.540,29 €",Gotthard Noack KG
Kazakh,andere.bmp,c1:60:5a:a3:c2:9a,Viechtach,nb,Swasiland,37.4380195,-131.313134,03:32:31,Europe/Dublin,2009-05-25,1982-04-23T10:46:35,lt-98.junk.de,2003-11-30 14:37:59,24070899,"823,48 €",Heß OHG mbH
Romanian,Vater.pdf,01:0d:2b:83:87:f7,Hannoversch Münden,tr,Kap Verde,-52.2341325,68.803447,02:37:37,America/Belize,2020-09-24,1982-01-08T05:47:13,laptop-03.pergande.de,2009-05-09 06:28:44,96277202,"28.116,29 €",Zorbach AG
Corsican,lesen.mp4,d5:bc:00:c2:b9:f8,Sankt Goar,csb,Suriname,61.1558235,71.836339,04:21:46,Europe/Andorra,1986-02-05,2003-06-12T04:38:22,laptop-03.cichorius.net,2015-08-08 05:28:35,892,"5.729,80 €",Reuter Hande GbR
Thai,müssen.jpg,0d:44:50:0e:00:1b,Nabburg,yue,Benin,29.9717105,32.184614,13:04:43,Africa/Blantyre,1974-07-13,1997-05-15T01:12:35,laptop-91.beyer.de,1999-08-07 09:46:48,4581,"3.602,45 €",Christoph AG & Co. KG
Afar,gewinnen.js,ae:d2:ee:b5:31:b0,Helmstedt,et,Italien,-61.169046,-110.143439,22:22:03,Asia/Jerusalem,1998-02-20,1999-08-23T02:41:43,db-34.mosemann.de,1975-07-28 21:29:50,3,"794,75 €",Scheibe Schmiedt KG
Lingala,und.pdf,e6:4d:96:2a:7c:d3,Koblenz,xh,Mali,8.432168,106.685765,01:48:46,Asia/Saigon,2022-05-15,1976-03-04T09:58:05,lt-05.becker.com,1990-01-18 04:16:19,35732388,"79.122,51 €",Scholtz GmbH
Panjabi,scheinen.webm,ee:cf:14:59:bf:85,Oranienburg,tl,Vereinigtes Königreich,11.794319,145.002084,00:08:04,America/Santo_Domingo,1993-07-31,1991-12-18T02:53:38,laptop-69.speer.de,2023-09-01 08:54:42,29502436,"508,08 €",Schleich Geisler GmbH
Tigrinya,gehen.xlsx,9f:9b:de:0d:db:c3,Bayreuth,ru,Guam,77.583763,176.747395,06:42:33,Asia/Bahrain,2019-07-19,1979-06-07T17:02:05,lt-72.bonbach.org,2000-10-17 13:55:23,924246026,"5.730,26 €",Bolnbach AG
Quechua,wünschen.odt,63:54:41:cd:9f:a4,Heiligenstadt,el,Litauen,-37.420646,109.160620,01:42:01,Asia/Vientiane,1976-08-22,1991-01-07T07:47:34,srv-81.stiebitz.org,2003-05-25 05:26:10,318751,"7.420,38 €",Stoll
Welsh,her.avi,4e:bc:64:0e:23:98,Havelberg,ca,Äthiopien,51.8339545,-31.131473,13:01:41,Asia/Jerusalem,1986-07-25,2009-12-23T01:02:56,web-16.klemt.com,2012-07-25 09:20:48,76,"9.231,75 €",Trommler
Divehi,Oma.odp,24:2a:2b:7e:63:6c,Illertissen,kw,Ungarn,-5.661405,-125.285526,10:31:01,Pacific/Galapagos,1986-12-23,2006-01-08T01:26:14,lt-18.lindner.net,2022-09-19 05:31:59,3,"1,65 €",Lange Barkholz GmbH
Yoruba,Frau.ppt,49:8b:20:29:38:60,Eggenfelden,xh,Mali,-83.821297,-157.961670,21:15:17,Africa/Monrovia,2007-08-19,2008-12-14T08:19:48,srv-14.seip.de,1994-07-31 16:14:49,41676455,"31,78 €",Kühnert
Kashmiri,dumm.mp4,ff:c5:00:61:1a:7e,Günzburg,ha,Wallis und Futuna,-60.697526,129.047263,15:04:00,America/Grenada,2018-02-22,2003-12-09T14:47:52,db-04.klapp.com,1986-10-03 08:16:35,954642,"9.765,04 €",Köhler Klingelhöfer KG
Sindhi,fressen.mp3,d7:41:f0:59:69:5c,Altentreptow,af,Komoren,-50.6194445,94.741727,18:14:38,Asia/Hovd,1972-11-21,1991-09-13T03:56:34,web-14.hornig.de,2011-01-25 22:32:15,60,"6,83 €",Zimmer
Pushto,Spaß.avi,6e:06:a6:18:56:3b,Mittweida,yi,Vereinigte Staaten,-77.630586,15.607127,04:38:12,Africa/Malabo,2020-09-14,2019-12-28T21:11:28,web-68.gumprich.de,2011-02-07 04:19:18,97035,"705,85 €",Hering
Kannada,reich.pages,20:68:21:4c:71:30,Schwerin,ti,Gibraltar,44.6260435,61.772105,06:36:41,Europe/Paris,1986-07-30,1971-01-10T14:04:47,desktop-42.troest.de,1982-01-04 20:09:36,3817,"2.434,45 €",Lindau GmbH
Hungarian,Hilfe.mp4,2d:e7:20:a4:9e:f3,Neuruppin,mhr,Vatikanstadt,-86.571229,-24.414651,15:47:53,Indian/Mauritius,2003-06-08,2007-07-08T12:43:23,laptop-66.stoll.org,1998-11-22 07:35:06,662685,"8,32 €",Drewes e.G.
Turkish,klettern.csv,ea:6b:cb:48:7d:0d,Deggendorf,om,Russische Föderation,-78.8568745,174.952059,15:03:48,Asia/Qatar,1982-02-08,2021-09-18T05:05:22,email-27.franke.org,1987-04-19 01:46:19,2,"3.117,15 €",Hermann Stiftung & Co. KG
Serbian,sie.bmp,4c:3c:da:b5:e9:a2,Demmin,be,Venezuela,76.635762,99.683565,17:47:59,America/Nassau,1974-07-29,1983-01-02T13:19:33,email-44.schmiedecke.com,1992-08-15 07:08:27,590042,"33.263,15 €",Hermighausen
Afar,nichts.xlsx,f4:48:38:f2:fd:e8,Düren,li,Antigua und Barbuda,-30.7229095,87.778641,18:01:28,Africa/Harare,1975-07-04,1993-05-05T07:44:00,lt-98.schleich.com,1974-03-04 12:48:31,6928,"719,11 €",Döhn KG
Faroese,letzte.flac,8d:31:b6:da:68:25,Kitzingen,ku,Heard- und McDonald-Inseln,60.189240,-76.653982,18:24:25,Europe/Podgorica,2013-05-26,1994-07-18T16:26:19,web-46.doehn.de,2022-01-19 16:41:47,56394,"793,75 €",Gehringer GbR
Basque,fest.avi,ac:63:1b:74:8c:4b,Aurich,ta,Syrien,67.0424495,-166.878892,23:52:23,Europe/Riga,1983-06-15,2012-02-21T17:49:07,desktop-91.heinz.de,2009-08-20 19:00:02,181790,"96,61 €",Haering Stahr GmbH & Co. KG
Nauru,ließ.txt,2c:a6:51:64:b1:17,Herford,nb,St. Kitts und Nevis,47.048540,-26.110920,19:10:24,Europe/Brussels,1991-02-19,2007-01-29T00:48:31,desktop-23.wirth.de,2004-04-16 09:42:19,1,"3.525,35 €",Lachmann Röhrdanz GmbH
Hebrew,damit.mp4,76:5d:83:d0:af:e0,Oranienburg,hsb,Österreich,-13.761837,-164.476423,12:56:30,America/El_Salvador,2001-05-30,1994-10-05T17:39:46,web-90.holzapfel.de,1977-01-22 21:07:36,43628,"90,35 €",Metz
Bulgarian,erschrecken.webm,b5:65:38:58:78:f6,Sonneberg,quz,Demokratische Republik Kongo,57.813237,-69.050133,19:09:05,Asia/Manila,1982-10-21,2002-11-04T14:08:39,laptop-11.renner.de,2013-04-25 09:29:03,48291,"2.380,48 €",Hornig
Chamorro,holen.txt,7b:f3:13:93:10:97,Aschaffenburg,az,Guatemala,17.2553675,-170.053169,15:58:22,Africa/Lome,1991-07-10,2003-07-31T15:13:38,desktop-39.rohleder.org,2009-04-17 08:50:36,3,"2,03 €",Jessel
Avaric,in.avi,0c:4f:f6:47:3e:40,Sebnitz,az,Marshallinseln,22.192145,-113.866259,19:52:07,Europe/Athens,1982-09-19,1972-01-06T05:34:50,email-53.hentschel.de,2019-02-12 11:00:18,4619375,"1,25 €",Kramer Rosemann GmbH & Co. OHG
Ojibwa,andere.mov,04:6b:6f:41:cb:82,Bamberg,my,Albanien,-40.8127585,74.150574,04:14:02,Asia/Bangkok,1999-12-31,2016-07-07T20:51:56,desktop-19.gumprich.com,2021-04-07 10:59:40,867,"9.113,36 €",Becker Fischer AG
Turkmen,antworten.jpeg,86:cd:5e:a3:1e:57,Osterburg,mag,Ghana,-43.9822255,37.368821,00:07:05,Pacific/Funafuti,1991-07-29,1990-10-26T06:34:58,lt-44.saeuberlich.de,1992-11-04 08:53:05,79667,"95,60 €",Schönland
Thai,suchen.key,00:eb:39:f0:c2:8c,Dessau,gv,Georgien,58.6084085,-168.090057,21:19:56,Africa/Mbabane,2002-10-04,1970-12-13T08:58:07,email-89.klapp.de,2000-08-27 12:26:38,692524,"66,66 €",Höfig
Danish,doch.mov,d4:ec:28:8d:ea:47,Roding,sv,Lesotho,28.9314495,-118.445157,19:41:25,Asia/Samarkand,2003-06-16,2018-03-04T23:49:44,web-93.mentzel.de,1998-03-22 03:17:07,682,"6,41 €",Bachmann
Hebrew,Seite.flac,ca:77:91:9f:b5:42,Osterode am Harz,ce,Nördliche Marianen,-55.186310,-57.254346,22:23:26,America/Juneau,1995-10-10,2018-08-11T05:05:58,db-13.mueller.de,1984-05-26 20:39:46,55,"87.158,63 €",Sorgatz
Central Khmer,einigen.doc,44:c0:e2:03:54:4a,Angermünde,hne,Usbekistan,86.618909,-138.422411,12:03:14,America/Jamaica,1998-09-06,1973-12-14T00:56:54,web-68.fritsch.org,1977-06-18 00:15:09,2989408,"2,87 €",Mielcarek Paffrath GmbH
Akan,blau.png,d0:e2:a1:ab:c6:22,Königs Wusterhausen,hsb,Burundi,32.5230255,-113.048971,09:43:05,Asia/Tbilisi,2016-06-12,1996-05-22T05:55:48,web-70.riehl.de,1992-11-02 06:48:55,3344040,"1,88 €",Etzold
Manx,weiß.flac,e8:4a:ed:1d:08:c2,Torgau,si,El Salvador,-44.297299,128.201503,07:22:45,America/Tegucigalpa,1980-01-28,2013-04-17T18:31:47,laptop-47.waehner.de,1982-09-25 04:45:01,397133,"8.573,90 €",Hettner
Interlingue,gefährlich.mov,9a:5e:90:4c:09:60,Gräfenhainichen,uk,St. Lucia,30.599257,154.618056,10:02:53,Europe/Budapest,1981-09-09,1991-04-07T23:50:05,db-20.pechel.de,2014-08-16 20:44:54,6,"4,11 €",Stiffel
Hungarian,drehen.mp4,35:45:8e:47:0a:c2,Kötzting,lzh,Britisches Territorium im Indischen Ozean,20.7569385,162.073049,15:02:58,Africa/Douala,1996-05-03,2001-01-10T18:08:59,web-38.schomber.net,1995-04-15 08:11:52,3902,"68.384,38 €",Misicher Beer Stiftung & Co. KGaA
Nauru,Opa.ods,16:2f:a0:82:0f:0a,Altentreptow,unm,Kongo,-1.9391145,170.346809,08:44:50,Indian/Maldives,1970-04-09,2008-09-12T20:56:22,db-81.trubin.de,1996-10-13 11:15:24,7216,"38.701,57 €",Stiebitz
Dutch,führen.flac,03:32:5e:d6:40:73,Belzig,gu,Tansania,-42.437592,-44.963338,01:42:42,Asia/Ashgabat,2006-01-29,1986-12-01T00:19:45,web-99.hentschel.de,2003-07-27 03:22:59,56,"4.532,67 €",Schaaf
Javanese,mehr.webm,87:82:08:33:e3:70,Querfurt,uk,Tschechische Republik,-17.1708365,-13.315786,00:54:45,Atlantic/Cape_Verde,1992-07-30,1970-05-05T05:11:15,srv-65.heuser.org,1999-09-08 10:10:57,7973,"121,15 €",Losekann
Thai,schenken.png,6a:ff:a7:e9:75:61,Pegnitz,szl,St. Vincent und die Grenadinen,65.8416805,-18.613351,09:51:09,Asia/Baku,1981-04-14,1991-06-11T18:17:06,db-52.kruschwitz.de,1997-09-28 12:52:51,468682,"54.033,03 €",Mans Gierschner GmbH
Gujarati,mein.xls,e7:ef:97:73:d8:d6,Bad Kissingen,hak,Dominikanische Republik,-83.383657,52.704511,21:59:10,Asia/Aden,1985-04-03,1986-09-28T07:32:51,desktop-91.jockel.com,2002-09-22 00:53:39,507,"5,62 €",Röhricht
Galician,leben.mp4,a7:7a:64:43:9a:b8,Passau,bho,Andorra,-81.0601075,104.796969,11:09:14,Africa/Nouakchott,1986-06-02,1982-04-08T13:19:57,web-27.eberhardt.com,2017-07-24 19:30:19,24026468,"1.080,28 €",Holsten Salz AG & Co. KGaA
Pali,Eltern.csv,a6:75:22:d4:2c:85,Karlsruhe,gl,Osttimor,73.902822,-114.816061,01:34:28,Asia/Pyongyang,2016-06-17,2023-02-02T16:58:29,desktop-49.bolnbach.com,1990-06-27 21:40:39,8461048,"396,59 €",Schottin Kusch GmbH & Co. KG
Romanian,davon.bmp,f4:34:7a:d1:36:e7,Diepholz,pap,Suriname,-38.894325,167.537505,00:03:55,Pacific/Nauru,2009-05-14,2020-09-25T14:16:46,lt-90.stiebitz.net,2006-03-21 09:08:05,2760,"6.494,29 €",Wagner Ortmann GmbH & Co. KG
North Ndebele,einigen.png,3f:8c:5b:9d:94:ae,Quedlinburg,mk,Irland,-6.809615,-107.548407,20:07:57,Europe/Prague,1977-12-02,1980-01-20T10:02:20,desktop-54.matthaei.de,2002-02-22 07:31:15,237007947,"39,56 €",Heinz
Irish,weil.avi,16:9a:60:cb:e9:32,Bergzabern,yi,Antigua und Barbuda,-40.818773,-65.842114,09:17:34,Asia/Kabul,1988-12-26,1970-09-17T07:27:03,db-89.scheel.de,1995-08-24 10:00:49,121,"5.741,89 €",Aumann e.G.
North Ndebele,Papa.tiff,34:f0:e1:e4:05:2d,Augsburg,ce,St. Vincent und die Grenadinen,-7.0969395,6.900436,19:42:31,Indian/Maldives,1972-11-19,1979-04-21T00:18:36,lt-18.gunpf.com,1982-08-25 11:01:29,68937,"901,52 €",Kabus GbR
"Sotho, Southern",böse.gif,bc:55:95:7c:cc:2f,Gelnhausen,hu,Bosnien und Herzegowina,-46.7235305,-154.017075,05:10:15,Africa/Niamey,1993-03-07,2005-07-18T05:11:51,db-36.kreusel.de,1974-03-07 12:28:45,18200716,"99,81 €",Stumpf Werner e.G.
Avaric,Sache.flac,34:07:81:21:e7:43,Mainburg,mhr,Dschibuti,-30.866834,-55.710826,12:42:30,Africa/Lome,1993-05-10,2022-12-16T11:05:50,lt-38.zobel.org,2004-10-08 00:22:05,116,"3,41 €",Steckel Mentzel KGaA
Telugu,Familie.wav,5a:74:dc:20:2f:8d,Wolmirstedt,sk,Osttimor,-4.5974175,20.420854,02:38:41,America/La_Paz,2009-03-14,1982-06-07T06:05:56,db-63.ladeck.com,1970-11-11 22:34:16,3600676,"76.747,29 €",Killer AG
Bihari languages,richtig.avi,4d:5f:12:fb:8a:3e,Artern,pt,Gambia,-80.233537,142.479551,05:38:34,Pacific/Chatham,2018-01-15,2019-01-18T03:17:22,web-69.trapp.com,1976-04-02 15:49:49,9040,"14.566,14 €",Wohlgemut Jähn KGaA
Western Frisian,brauchen.jpeg,5f:4a:05:19:96:e8,Günzburg,da,St. Martin,20.2278805,4.843508,11:26:47,Europe/Sofia,2004-05-06,2001-11-07T09:56:07,email-02.riehl.com,2013-04-09 19:01:45,40274213,"946,91 €",Graf Meyer AG
Maltese,Geschenk.png,8a:96:1e:4c:7e:f0,Pasewalk,fy,Nördliche Marianen,15.076015,11.840255,15:41:40,Africa/Gaborone,1999-01-31,2016-03-13T06:44:47,email-26.radisch.de,1995-03-10 09:01:48,52,"52,87 €",Otto GmbH
Nepali,neben.webm,38:00:1d:db:3b:35,Euskirchen,szl,Andorra,-49.2975265,-27.742380,08:56:02,Africa/Ndjamena,2018-06-26,2012-05-14T22:32:21,web-77.geisel.de,1977-07-03 18:02:39,0,"5,46 €",Fechner
Malay,nach.html,93:64:84:01:a6:c0,Luckau,ln,Serbien,45.9262355,39.207593,08:13:21,Europe/Bratislava,2020-07-14,2005-07-30T19:25:31,srv-89.jockel.com,1978-02-13 05:24:43,8268386,"877,22 €",Dowerg Lindau GmbH & Co. KGaA
Yoruba,sieht.mov,cd:be:46:22:d7:72,Wittstock,iw,Liechtenstein,61.723239,55.855277,20:56:19,Europe/Amsterdam,1976-12-01,2015-02-22T00:30:49,srv-43.briemer.com,2002-10-04 01:08:50,99,"94,42 €",Herrmann Zimmer AG & Co. OHG
Japanese,Tier.bmp,8a:5d:58:06:ad:e0,Kötzting,nso,Nauru,3.5639465,-49.849882,02:06:55,Europe/Podgorica,1984-07-09,1988-10-16T09:23:16,web-68.hethur.com,1980-11-11 19:25:29,406624,"27,69 €",Radisch
Breton,Bein.xls,0c:e2:15:29:15:22,Luckenwalde,gd,Myanmar,-48.870386,-95.926491,14:12:12,Asia/Saigon,1991-03-12,1988-09-29T15:30:25,web-66.bonbach.org,1984-11-14 11:55:35,57,"368,85 €",Kuhl
English,Seite.json,df:76:71:ce:ff:c9,Niesky,ro,Senegal,-87.5152975,-96.909288,17:01:30,Africa/Lagos,1984-10-06,1984-02-04T11:37:12,srv-00.bachmann.de,2014-09-16 17:49:12,446082732,"7.978,94 €",Dobes Kambs GmbH & Co. OHG
Yiddish,dauern.odt,47:3c:e2:b3:1b:04,Apolda,vi,St. Vincent und die Grenadinen,37.2436315,25.073508,15:06:39,Africa/Porto-Novo,1985-03-20,1993-02-02T11:46:50,desktop-78.etzler.net,1985-04-29 16:33:03,363738190,"22,14 €",Schuchhardt Löchel AG
Guarani,klettern.bmp,56:22:13:65:04:52,Niesky,hi,Myanmar,16.9179215,175.762174,12:22:58,Africa/Tripoli,1994-08-05,2003-05-06T13:58:49,laptop-22.schmidtke.de,1984-08-13 21:49:02,568,"4,87 €",Nohlmans Hövel AG
Zhuang,fünf.key,08:bd:0d:0d:91:06,Querfurt,nn,Salomonen,-69.331017,-64.178273,21:18:05,Europe/Vienna,2007-02-06,2015-12-21T01:50:49,laptop-01.wulff.de,1988-09-21 22:02:21,17358,"33,33 €",Koch
Somali,neu.doc,19:34:9b:94:16:f6,Lobenstein,se,Wallis und Futuna,-13.8335365,149.122445,19:12:27,Europe/Luxembourg,1976-06-18,2019-08-20T12:44:20,db-18.eberhardt.de,2009-06-08 09:53:34,3120,"91.560,79 €",Rosenow Krause GmbH
Oromo,heiß.ods,ff:7b:27:8e:a6:8f,Passau,kw,Sonderverwaltungszone Macao,-82.1737425,127.719132,15:52:38,Africa/Maputo,2003-01-22,2002-08-17T12:46:28,desktop-12.gnatz.de,1990-04-20 12:02:24,44213,"35,82 €",Hertrampf GbR
