pricetag,date_time,file_name,city,bank_country,mac_address,hostname,time,language_code,timezone,date,language_name,company,country
$8.50,2019-05-19 16:14:58,accusantium.mp3,Wilsonfort,GB,74:4f:0c:29:d0:dd,desktop-17.adams.net,15:30:22,ml,Asia/Bishkek,2000-08-17,Limburgan,Jordan Inc,Saint Pierre and Miquelon
$16.42,2007-12-21 18:44:51,magni.flac,South Thomas,GB,03:62:35:37:f8:3f,db-74.craig.org,04:49:49,yue,Asia/Karachi,1982-07-30,Chinese,Harvey PLC,Estonia
$819.40,1987-02-24 22:55:03,dolorum.txt,Bowenport,GB,8c:60:d9:44:7c:cf,db-73.oconnor-thomas.co.uk,01:52:46,ak,America/Guatemala,1971-06-11,Russian,"Sheppard, Watkins and Reynolds",Canada
$0.56,1981-05-21 00:24:05,id.wav,Benton,GB,34:4f:07:4c:7b:78,srv-20.jones.info,10:14:49,nan,Indian/Maldives,2012-07-18,Herero,Middleton Group,Venezuela
$92.86,1973-11-25 21:47:31,pariatur.xlsx,West Carole,GB,ea:89:a3:c1:32:dd,db-21.gardiner.biz,20:07:56,yue,Europe/Budapest,1982-04-19,Swahili,"Leonard, Holland and Mason",Botswana
$78.27,1987-11-11 04:24:21,porro.jpeg,West Rhys,GB,72:17:81:55:f5:80,desktop-50.smith.biz,01:35:15,tig,Asia/Baghdad,2003-05-25,Akan,"Wilson, Tucker and Pearson",San Marino
$604.55,1998-07-20 16:09:02,aut.txt,North Franceschester,GB,30:1e:ac:95:99:76,laptop-08.atkinson.com,21:36:39,sat,Asia/Jayapura,1999-08-17,Latin,Harris PLC,Cambodia
$839.60,1981-07-07 08:57:27,error.numbers,Allenbury,GB,4f:c4:29:a2:79:21,srv-32.wright.com,13:23:04,pl,Europe/Copenhagen,1976-05-30,Luba-Katanga,Hughes-Jones,Pakistan
"$50,382.89",1991-10-25 22:47:26,quibusdam.jpeg,Murphyport,GB,0a:e9:35:ec:72:79,db-95.white.com,10:49:40,it,America/Nome,1984-09-28,Gaelic,Robinson LLC,Paraguay
"$94,856.40",2018-10-23 08:09:03,quisquam.mp4,Port Lewis,GB,bd:cb:bb:a7:ad:09,lt-96.fletcher-jones.com,00:27:08,nds,America/Havana,1979-07-04,Herero,Barrett-Bird,Seychelles
"$9,771.99",2010-12-29 00:04:28,accusantium.avi,Karenberg,GB,f9:26:f7:a8:c0:9c,lt-22.coleman-hilton.biz,07:55:49,ff,Africa/Tunis,1975-01-05,English,"Brown, Bell and Hodgson",Saint Vincent and the Grenadines
$440.25,1982-07-09 03:50:24,minus.jpg,East Emmafurt,GB,66:94:9c:db:80:4e,srv-75.green.com,03:43:22,mt,Africa/Asmera,2023-03-14,Latvian,"Bates, Mahmood and Roberts",Malta
$0.82,1995-10-09 12:19:43,laborum.png,East Sambury,GB,6c:44:e8:7d:9b:95,lt-93.obrien.com,18:04:33,lo,Africa/Libreville,2000-11-18,Tigrinya,Williams PLC,Pakistan
"$4,977.05",1984-04-29 01:15:48,enim.mov,Christinechester,GB,4d:18:7c:52:db:a3,desktop-09.hilton.net,11:48:57,lo,Africa/Kinshasa,2019-06-03,Fijian,Taylor-Carpenter,Luxembourg
$51.12,1994-09-11 22:33:01,impedit.json,New Liam,GB,f0:6e:1e:30:0e:68,lt-52.williams.com,06:55:47,wae,Asia/Muscat,2008-01-28,Igbo,Brown-Hill,Cape Verde
$98.82,2011-03-12 20:38:34,illum.jpeg,Beverleyland,GB,2e:9b:ec:97:ee:f7,web-96.elliott.org,04:51:37,sv,Asia/Yerevan,2015-12-06,Croatian,Brown-Palmer,Tanzania
$5.09,2012-01-11 05:59:02,repudiandae.txt,Fieldside,GB,08:9b:9c:f2:fa:14,desktop-32.martin.com,19:07:45,ak,Asia/Vientiane,1978-12-09,Ewe,Mills Group,Austria
"$2,864.58",2007-05-09 16:59:00,reiciendis.css,South Brandon,GB,24:bd:11:5e:62:c1,desktop-10.smith.net,11:52:49,cs,America/Phoenix,2009-10-11,Haitian,"Wilson, Smith and Dixon",British Virgin Islands
"$4,465.96",1977-07-01 05:12:39,minima.mp3,Lake Katie,GB,3f:b6:e3:36:1f:eb,email-95.bailey.net,03:27:18,lv,Asia/Tbilisi,2020-11-23,Macedonian,Webster-Webb,French Southern Territories
"$49,109.31",2016-12-05 12:21:39,reprehenderit.mov,Baldwinview,GB,3f:48:a1:dd:58:2a,lt-78.brown-lee.org,07:08:20,si,Asia/Bahrain,2011-07-23,Xhosa,"Warner, Phillips and Roberts",Malta
"$15,475.67",1982-01-02 00:48:25,modi.odt,North Roy,GB,04:2b:0f:cd:76:f8,db-25.obrien.co.uk,18:11:42,gv,Europe/Madrid,1996-05-14,German,Simpson and Sons,Chad
"$6,558.23",2014-04-20 11:38:07,similique.jpg,East Iainborough,GB,79:13:fc:6d:82:df,email-88.roberts-lord.com,14:09:35,uk,Africa/Douala,1989-10-08,Haitian,"Davies, Fletcher and Patel",Eritrea
"$13,257.44",1970-12-31 04:05:23,amet.avi,Curtisberg,GB,c4:b4:4f:95:f3:a0,laptop-37.jones-graham.biz,04:06:12,ug,Asia/Damascus,1982-08-31,Kanuri,"Smith, Birch and Coles",Iceland
"$7,605.97",2008-11-07 20:06:03,voluptas.key,New Vanessa,GB,80:56:1e:e1:44:c5,srv-05.clark.com,00:22:42,tg,Asia/Tashkent,2010-03-14,Interlingua,"Williams, Johnson and Lucas",Costa Rica
"$3,206.08",1977-09-24 02:57:19,nostrum.json,East Richardmouth,GB,f4:de:31:12:d4:50,email-26.booth-hutchinson.com,22:36:49,kw,America/Antigua,2019-10-04,Maltese,"Jones, West and Macdonald",Denmark
"$9,986.01",1992-10-16 17:33:44,facere.json,Lewisside,GB,77:be:82:75:ed:54,db-27.jenkins.info,17:49:11,kl,Africa/Gaborone,2018-02-09,Sardinian,"Curtis, Alexander and Whittaker",Lesotho
"$67,601.00",1973-10-22 04:36:41,sunt.flac,Skinnerville,GB,e1:d7:86:d8:90:24,web-91.murray.info,07:01:58,gd,Asia/Phnom_Penh,1986-03-07,Finnish,Buckley PLC,Swaziland
$834.10,1999-01-02 02:03:42,optio.flac,New Antony,GB,cd:30:1a:ae:f1:f3,email-05.parker.org,06:37:52,vi,America/Belize,1989-04-04,Oromo,Lyons-Carr,Slovakia (Slovak Republic)
"$57,009.01",1983-10-21 23:15:47,a.mov,North Lewiston,GB,08:d2:ab:25:14:ea,email-50.smith.com,03:18:51,nr,Europe/Stockholm,2007-06-30,Uzbek,Sharpe-Thompson,Hungary
"$15,156.72",2008-10-29 01:53:11,magni.bmp,North Dennis,GB,46:bd:7b:54:a8:5d,laptop-87.lewis-wilson.info,11:36:51,ur,Europe/Malta,1988-03-25,Ewe,Ward-Hardy,Isle of Man
"$8,599.49",1986-10-31 08:37:56,consectetur.flac,North Dawn,GB,ea:10:56:76:95:a4,email-38.taylor.biz,00:44:04,az,Africa/Bissau,2009-05-17,Walloon,Hyde Ltd,Kazakhstan
$690.70,1977-04-07 11:48:03,maiores.flac,Lake Garethberg,GB,86:54:36:ef:90:68,desktop-10.tomlinson-howe.org,01:58:21,sq,Europe/Stockholm,2000-03-13,Telugu,Bradley-Williams,Pakistan
"$95,772.19",2021-04-27 21:44:34,laborum.json,Holdenburgh,GB,64:e5:8c:6d:ac:19,email-19.blake-thomas.com,12:24:52,mhr,America/Costa_Rica,1984-01-11,Chamorro,Brown Inc,Korea
"$8,946.23",1993-01-11 03:21:48,nemo.flac,Leeland,GB,65:0c:9d:dc:65:29,srv-47.clark.com,23:47:32,et,Asia/Tbilisi,1973-07-29,Tajik,Brookes PLC,Pakistan
"$3,264.01",2019-04-08 17:52:15,quae.json,Anthonystad,GB,c1:74:a6:bb:16:0b,db-84.kaur.org,19:49:02,kk,Africa/Tunis,2015-03-08,Kurdish,Freeman Ltd,Denmark
"$2,640.06",2003-01-08 15:37:51,explicabo.tiff,Wardbury,GB,6f:af:b8:ff:45:56,srv-55.powell.com,01:54:15,st,Europe/London,1975-03-02,Malagasy,Lee-Nicholls,Aruba
$10.54,1983-05-30 05:25:15,rerum.webm,Pamelaview,GB,f8:39:f2:d5:61:fb,db-57.williams-tyler.biz,12:40:02,cv,Europe/Riga,2022-01-03,Manx,"Sutton, Wade and Burrows",Bulgaria
$5.87,2002-12-08 17:38:08,aperiam.doc,Lake Ritamouth,GB,80:08:74:3d:ea:47,laptop-94.robinson-adams.info,21:37:21,ka,Africa/Lusaka,1999-12-13,Kinyarwanda,Richardson-Quinn,Sierra Leone
$714.94,2021-12-25 17:45:31,ea.jpeg,Kieranview,GB,5d:98:95:4c:a7:8f,desktop-46.hill-price.com,07:48:18,tn,Asia/Seoul,1979-07-17,Panjabi,"Walton, Martin and Haynes",Belarus
"$4,683.55",2018-12-31 20:52:40,excepturi.wav,North Nigel,GB,6a:9d:08:11:a8:6e,lt-87.harding-grant.com,23:20:25,dz,Asia/Tbilisi,1999-02-15,Yiddish,"Walker, Davies and Mills",Lebanon
$394.85,1988-10-27 09:51:15,sequi.wav,South Billy,GB,57:50:bc:9a:b3:6d,email-09.curtis.com,01:26:29,ur,Indian/Comoro,1983-05-08,Zhuang,"Brown, Saunders and Griffin",Zambia
$5.66,2001-09-03 17:25:20,praesentium.avi,Johnstonfort,GB,97:86:e4:22:93:91,laptop-09.garner.com,20:22:25,bn,Asia/Brunei,2001-03-10,Kannada,"Hill, Dyer and Hyde",Lithuania
"$92,946.70",1993-04-05 10:57:09,vel.mov,West Tobyport,GB,cb:24:73:9d:50:31,srv-19.jones.org,05:29:56,nds,Asia/Kuwait,2004-12-28,Dutch,"Parkinson, Little and Adams",Norway
$62.60,2005-12-26 02:21:51,illo.txt,Lake Amychester,GB,12:f2:a7:8f:04:6c,email-11.knight-allen.com,07:27:15,sc,America/Havana,1971-08-06,Ganda,Godfrey Group,Belgium
"$73,200.79",2020-10-20 08:07:22,laudantium.xlsx,Port Robert,GB,b6:f6:92:eb:dc:e9,db-66.khan.net,15:17:41,hi,Europe/Monaco,1987-06-23,Burmese,"White, Morley and Noble",Nauru
"$1,112.84",1986-12-17 16:21:14,voluptates.webm,Hannahmouth,GB,aa:78:5d:da:4d:1d,laptop-16.shaw-henderson.co.uk,15:18:23,dz,Africa/Mbabane,2016-09-04,Sichuan Yi,Fraser Inc,Bahrain
"$4,551.51",1985-02-18 13:56:41,dolore.mp3,Parkerbury,GB,68:ab:ab:24:d3:16,db-48.sanders.com,05:48:10,hu,Pacific/Auckland,1981-02-21,Turkish,Jones-Thomas,Afghanistan
"$19,157.58",1995-02-01 12:39:23,laborum.mp4,Mitchellberg,GB,b3:51:fe:0a:d4:fb,desktop-93.jackson.com,19:15:42,mr,Indian/Comoro,1973-06-10,Kongo,"Brown, Bowen and Hall",Panama
"$7,551.01",2016-03-29 11:46:16,voluptas.js,Kellymouth,GB,ea:f9:66:05:9c:9f,email-42.patel-hodgson.net,18:20:24,ln,Asia/Calcutta,2007-03-01,Western Frisian,Baker LLC,Poland
"$6,212.68",2018-10-19 06:02:49,quas.mov,East Brett,GB,8b:67:3a:3b:1e:c5,laptop-12.evans-gibbons.org,05:05:06,ak,Africa/Conakry,1985-02-02,Sardinian,Grant-Thomas,Anguilla
"$24,408.79",1984-07-18 15:49:50,quia.tiff,South Mohamedport,GB,5e:8b:fa:fa:34:fc,web-76.bradley-field.biz,06:27:30,ja,Africa/Asmera,2021-05-28,Sindhi,"Andrews, Harding and Moore",Iran
$6.24,1987-03-07 16:10:17,iure.flac,New Marian,GB,5f:80:ea:bc:97:ae,lt-15.webster.biz,14:15:53,cy,America/Nassau,2010-04-29,Abkhazian,Gregory-Walton,France
$1.67,2008-09-06 00:34:51,autem.flac,West Georgiastad,GB,5b:69:ce:bb:d2:38,db-72.stewart-curtis.com,15:57:56,tg,Europe/Zagreb,2004-04-04,Azerbaijani,Jones-Haynes,Sierra Leone
$949.96,1993-07-06 08:19:30,eum.xls,North Emmaton,GB,54:d8:ec:0e:ca:d8,srv-94.hughes.co.uk,06:41:22,crh,Africa/Niamey,1982-08-02,Afar,Griffin and Sons,Guam
$10.72,2006-08-12 22:36:39,totam.gif,Morganside,GB,d6:c7:13:3b:da:44,db-22.williams.com,12:11:48,sd,America/Santo_Domingo,2009-11-01,Zulu,Ahmed-Green,Bahamas
$864.16,1984-07-05 09:19:07,voluptatem.json,Port Douglas,GB,bd:f8:6f:a3:c0:0e,laptop-79.wall.co.uk,21:53:59,ml,Asia/Katmandu,1980-04-26,Cree,Cooper-Cross,Christmas Island
"$20,925.47",1984-03-26 23:24:41,atque.mov,Hillchester,GB,bb:85:d5:c8:9f:d9,email-29.foster-green.org,12:38:56,ss,Asia/Tbilisi,1998-01-02,Ukrainian,Bradshaw-Hill,Svalbard & Jan Mayen Islands
"$50,427.11",2008-12-16 14:26:08,sequi.css,New Henrystad,GB,12:45:0b:d7:9c:7c,srv-04.holland.net,18:01:03,oc,Pacific/Tongatapu,2018-12-04,Gaelic,"Power, Lambert and Hardy",Russian Federation
$959.26,2001-06-25 05:31:09,ipsam.mov,Careyberg,GB,de:47:4b:5c:8d:d6,email-12.phillips-baker.net,21:12:32,gu,Asia/Qatar,1976-05-31,Luba-Katanga,"Sullivan, Little and Sanders",Saint Martin
$2.74,1996-10-06 23:07:56,minus.flac,Alexandrashire,GB,6b:3a:44:59:17:1b,srv-74.anderson.info,14:42:13,gv,Asia/Bishkek,1989-10-30,Ganda,Jones Ltd,Guernsey
"$82,091.57",1977-09-20 12:59:30,voluptas.tiff,Smithfurt,GB,bf:f3:11:4f:f4:f9,laptop-15.brown.com,14:04:33,st,Asia/Samarkand,1982-08-05,Chichewa,Walker Ltd,Tonga
"$54,917.84",1972-09-14 02:47:01,repellat.avi,Robertsmouth,GB,92:4f:f4:35:ab:ab,desktop-40.hall.co.uk,14:54:24,eo,Asia/Calcutta,1983-04-24,Tahitian,Chapman Ltd,Moldova
$5.06,2002-02-14 05:50:16,vel.webm,Dianeport,GB,17:4a:dd:76:9b:64,web-65.murphy.co.uk,09:59:02,tcy,Asia/Kuala_Lumpur,2019-08-10,Marathi,"Holloway, Brown and Williamson",Montenegro
$3.39,1990-05-16 10:10:59,aut.avi,Joanville,GB,b0:b6:92:6b:9c:c7,email-92.smith-burton.org,01:00:59,he,Asia/Singapore,1983-02-09,North Ndebele,Stokes PLC,Montenegro
"$34,002.87",1984-12-25 10:52:39,laborum.flac,Walshbury,GB,34:7e:28:b0:9c:a9,db-17.begum-ellis.info,20:04:39,pt,Asia/Riyadh,2002-06-28,Navajo,"Carroll, Woodward and Roberts",Antigua and Barbuda
$5.36,2017-10-26 14:13:13,incidunt.html,South Leannemouth,GB,ae:cc:7c:60:78:1c,lt-61.wilson.com,20:48:59,ku,Asia/Karachi,1986-03-21,Hebrew,"Green, Carr and Thorpe",Mayotte
$37.03,1976-04-16 12:47:24,maxime.html,North Samanthaburgh,GB,8f:c4:c4:6c:c2:51,email-14.farrell.com,04:38:20,ar,Australia/Adelaide,1986-01-23,Avestan,"Adams, Clayton and Johnson",Netherlands Antilles
$105.65,1972-08-21 05:56:57,alias.mov,Wayneport,GB,3c:f4:bc:86:68:4a,email-04.allen.com,22:01:29,so,America/Grenada,1979-10-26,Bengali,Baker LLC,Myanmar
"$64,479.00",1997-12-16 19:09:01,ut.css,Whiteton,GB,91:15:ef:62:92:f8,email-01.burgess-watts.com,02:07:20,tk,Asia/Phnom_Penh,1978-03-16,Uighur,Saunders Inc,Croatia
"$9,263.15",1972-12-07 04:45:28,ex.jpg,Tomlinsonland,GB,70:60:ee:0f:aa:cf,email-25.mccarthy.com,20:45:11,sat,Pacific/Tongatapu,2007-04-09,Twi,"Stewart, Savage and Miller",Sri Lanka
$5.60,2016-11-10 18:27:25,temporibus.bmp,Lake Samantha,GB,e3:99:b2:77:85:01,srv-24.fuller.net,22:49:48,hu,Europe/Paris,2019-12-08,Tahitian,Middleton Inc,Oman
$10.49,2010-02-09 17:27:27,atque.avi,Fostertown,GB,74:3a:cb:db:23:b4,lt-36.morgan-lloyd.com,15:27:19,ko,Africa/Libreville,1974-03-27,Kanuri,"Ward, O'Sullivan and Barnes",Jamaica
