pricetag,language_code,hostname,date,date_time,city,bank_country,iso8601,mac_address,latitude,timezone,random_number,longitude,language_name,country,company,file_name
"$52,423.48",bs,laptop-96.clayton.org,1984-02-16,2009-09-01 16:04:03,North Danny,GB,1975-12-15T03:57:12,72:c5:7d:2a:62:ec,-75.272798,Africa/Luanda,3,-136.438489,Malay,Kenya,King Ltd,magni.bmp
$1.94,gv,desktop-75.shaw.biz,1988-12-18,2007-06-03 19:36:23,East Garryton,GB,1994-02-21T15:53:52,f1:6b:a2:d1:71:68,46.4570295,Pacific/Tongatapu,97,-173.353902,Hungarian,Palau,Watkins Inc,nobis.mov
"$60,967.10",is,lt-21.wright-robinson.com,1991-08-04,2002-08-27 15:33:47,Mohammedborough,GB,1998-01-04T15:22:31,20:da:38:48:2c:b5,-39.5631795,Pacific/Majuro,621704999,-9.390240,Kashmiri,Kazakhstan,Nash Inc,harum.avi
$310.74,ga,laptop-34.reynolds.biz,1986-10-05,1984-05-31 16:19:57,West Marion,GB,2011-10-04T22:07:56,bf:c9:b9:9a:a0:56,32.941091,Europe/Minsk,932797,135.931142,Turkmen,Guinea,"Patel, Thorpe and Foster",adipisci.jpeg
$534.29,tn,db-45.wong.com,2019-08-13,2015-07-14 17:48:53,Port Samanthaport,GB,2019-02-09T19:56:57,b7:db:af:99:42:4f,-5.071357,America/Barbados,22492163,-137.212454,Ukrainian,Montserrat,Greenwood-Moran,earum.jpeg
$68.93,rw,srv-93.wells.co.uk,1979-06-20,2011-12-06 16:30:44,South Anneland,GB,1991-06-21T00:27:56,2a:04:bd:49:aa:28,18.9125935,Indian/Maldives,2131,-36.989998,Belarusian,Romania,Chadwick-Dean,similique.docx
"$3,341.13",ber,lt-55.james-campbell.org,1984-07-09,1986-08-25 23:12:13,Leonborough,GB,1971-04-03T12:19:54,51:9f:fa:88:99:e8,66.291197,Asia/Kabul,67979823,-144.647666,Arabic,Taiwan,Potter PLC,non.gif
$57.42,ln,web-38.shah.info,1983-12-11,1980-06-09 19:01:21,New Hollyport,GB,1997-02-04T14:09:38,d4:90:64:7d:01:52,-51.8835555,Asia/Riyadh,7971435,-176.299910,Serbian,French Polynesia,Dobson-Parker,sit.jpeg
"$7,534.56",ms,srv-59.burns.com,1986-04-19,1975-06-10 05:20:35,Trevortown,GB,2011-09-08T01:55:29,ea:db:03:e4:28:4f,24.806610,America/La_Paz,9,122.451389,Lithuanian,Guyana,Smith Group,ducimus.html
"$2,658.29",wa,desktop-13.mann.biz,2022-12-09,1989-07-31 11:49:35,East Mariahaven,GB,2009-10-23T12:41:32,7f:cc:04:f7:90:51,31.0696815,Europe/Bucharest,8262,62.839946,Hebrew,Gabon,Walters-Goddard,accusamus.jpg
$8.14,bhb,web-13.hammond.com,2001-03-09,1994-12-18 00:59:51,West Charlene,GB,2016-06-17T01:18:33,a7:92:47:bf:e6:68,57.0698185,Africa/Lusaka,746200,-21.388304,Samoan,British Indian Ocean Territory (Chagos Archipelago),Parkes-King,nisi.webm
$81.89,sat,email-72.mcdonald.com,2000-02-09,1972-04-08 21:59:37,East Kate,GB,1978-06-20T17:40:47,a8:00:bb:d1:0d:69,-58.3745815,America/Argentina/Rio_Gallegos,656,163.350374,Tamil,Belarus,"Barnett, Jones and Davis",deleniti.css
"$84,674.36",da,desktop-39.khan.biz,2023-07-09,2021-09-03 05:45:45,Jemmafort,GB,1978-05-25T23:52:33,b5:42:c7:3f:46:99,60.722487,Africa/Lagos,7,-28.469080,Chichewa,Austria,Power Ltd,consequatur.mp3
$189.34,tg,db-69.banks-hill.com,1985-04-04,1980-01-05 06:21:12,Port Scottstad,GB,1980-03-09T18:50:57,6f:d7:b9:73:90:de,-25.564606,Pacific/Guadalcanal,7,166.694958,Romansh,Reunion,Clarke-Collins,libero.webm
$4.31,yue,db-97.grant.biz,1981-04-09,1997-06-23 19:16:52,Jessicabury,GB,1984-07-05T16:06:03,9c:0e:d9:17:aa:ba,-24.1905515,Africa/Kampala,50797,-110.808496,Burmese,Iceland,Chan and Sons,praesentium.mp3
$12.22,ss,db-30.warren-webb.com,1992-06-02,1976-06-25 14:53:51,East Leighview,GB,1970-12-20T03:12:21,22:19:40:6f:98:2d,-71.0682775,America/Hermosillo,63251,169.762477,Maltese,Papua New Guinea,Cox-Webb,totam.csv
"$5,156.34",eu,laptop-49.kennedy-north.co.uk,1990-12-25,1997-02-24 03:25:35,East Naomi,GB,2023-01-20T02:13:08,68:86:1f:9e:2c:ef,76.9904685,Africa/Ndjamena,2,-156.230833,Russian,Denmark,"Shepherd, Green and Hughes",perspiciatis.flac
"$83,949.58",hak,srv-29.jones.com,2002-05-10,2022-02-04 23:52:37,Griffithsmouth,GB,1983-09-03T06:45:47,8d:3d:ec:a3:62:15,12.7541755,America/Dominica,2254538,60.792112,Twi,Singapore,Richardson-Taylor,sapiente.docx
$18.17,ro,db-60.smith-yates.com,1986-03-03,2011-08-19 01:28:57,Port Kateburgh,GB,2000-02-14T04:33:34,16:9e:c9:c2:ba:b4,-65.485824,Europe/Berlin,46375,-179.984381,Estonian,Guinea-Bissau,Kaur-Gibson,asperiores.mp3
$3.77,oc,lt-82.phillips.com,2003-09-09,1981-06-01 22:47:41,Rosiefurt,GB,2015-02-24T09:02:57,10:ad:46:9e:c2:fe,-76.1570625,Asia/Beirut,89655,122.420625,Finnish,Pakistan,Patel Ltd,corporis.flac
$77.65,shs,laptop-59.jordan-whitehead.com,2010-09-19,1995-08-24 16:33:23,East Valerieview,GB,1991-03-04T13:07:11,a5:a2:db:cd:83:d6,27.1163905,Pacific/Port_Moresby,352785,-62.779961,Tsonga,Saint Vincent and the Grenadines,"Gregory, Schofield and Powell",magnam.mp4
"$39,740.90",shs,lt-45.smith.com,1992-02-10,1999-12-08 20:16:45,Port Deanmouth,GB,2004-10-07T23:37:58,74:2c:22:50:e3:28,-30.546186,Africa/Djibouti,550429,85.464065,Chamorro,Honduras,Page LLC,unde.bmp
$957.64,gl,email-88.bartlett-graham.com,1985-07-23,1985-04-10 10:16:56,Chamberlainside,GB,1976-04-19T21:21:03,5f:7e:ab:5f:29:e4,-20.981085,Europe/Tallinn,409,-156.261055,Northern Sami,Sweden,Cross LLC,dicta.wav
$0.67,iw,db-97.reid.com,2002-09-12,2006-09-27 09:06:30,East Joanne,GB,1985-06-16T21:49:07,18:c5:bd:81:8c:c1,-66.106203,Asia/Dhaka,618,69.694308,Gaelic,Papua New Guinea,Watson-Hill,vero.jpg
$8.86,pt,lt-43.smith.com,1971-08-25,1973-12-20 09:11:50,New Benjaminchester,GB,1985-10-17T17:15:10,3f:ba:a6:25:64:d0,-78.635448,America/St_Vincent,6280625,6.779122,Ojibwa,Palestinian Territory,"Gray, Kaur and Wilson",magnam.png
"$53,251.54",bn,web-13.barton.com,1990-05-16,1994-12-29 21:38:06,Jonesmouth,GB,1992-01-24T19:44:28,ee:eb:a3:df:e2:a3,-36.6525355,Asia/Baku,7978,-87.140065,Finnish,French Guiana,Dennis Group,vero.css
$637.98,ti,lt-06.williams.com,1978-04-15,2005-08-27 03:13:08,Port Dylanville,GB,1995-01-27T07:18:13,8e:39:ac:a0:42:1a,-25.7861505,Pacific/Galapagos,380,-42.482839,Tagalog,Azerbaijan,Wyatt and Sons,inventore.jpeg
"$29,191.41",gv,web-49.stevens.biz,2022-06-12,1980-09-29 15:44:11,Garethbury,GB,1998-12-01T16:51:59,96:e6:62:ff:81:2e,86.780922,Asia/Amman,821951742,-159.329789,Haitian,Honduras,White-Storey,nihil.xlsx
"$6,434.13",bo,lt-12.joyce.com,1999-01-26,1990-03-25 09:46:13,Faulknerfurt,GB,1979-11-09T16:15:53,72:95:24:91:e4:38,-74.647756,Africa/Banjul,874457719,125.882745,Norwegian,Bermuda,Mahmood-Scott,porro.xlsx
"$8,210.07",gd,db-92.black.com,2004-08-16,2006-07-21 19:34:52,South Lynda,GB,1982-02-15T23:41:33,32:6a:7a:52:02:69,88.0388385,Europe/Budapest,7,-7.296090,Tigrinya,Dominican Republic,"Wells, Brown and Morris",voluptates.webm
"$13,976.61",se,lt-30.johnson.com,2018-02-20,1988-06-26 02:14:54,Lake Tina,GB,1973-05-24T10:11:01,cb:d0:49:a9:f8:c1,78.004563,Asia/Novosibirsk,1,-168.332711,Malay,Sweden,Hanson LLC,facilis.css
"$4,761.22",sr,web-40.pollard.biz,2007-11-22,1985-11-14 01:28:34,Leahbury,GB,1999-11-11T12:39:06,b9:df:9d:97:0b:13,-12.190167,Africa/Cairo,9,157.633308,Bulgarian,Latvia,Hughes Group,beatae.numbers
"$10,928.66",rw,laptop-51.kennedy-spencer.co.uk,1972-08-17,2004-07-06 12:11:00,Johnland,GB,2019-06-28T15:17:31,d6:ea:2c:6d:db:18,-66.376179,Indian/Maldives,14664,-65.604041,Bosnian,New Caledonia,"Lowe, Haynes and Armstrong",quod.js
$5.12,cy,laptop-89.peacock-williamson.com,2000-09-28,1989-10-19 17:08:53,Lake Chloe,GB,1998-05-11T02:01:07,2c:55:eb:86:69:9d,55.884168,Asia/Yerevan,154654,23.299890,Mongolian,Pitcairn Islands,Campbell-Jones,delectus.mp3
"$13,001.72",se,lt-84.thomas.biz,1972-02-23,2002-03-27 08:45:33,Poolebury,GB,1990-04-07T01:26:57,b9:28:ff:fb:84:b5,-20.185941,Asia/Ulaanbaatar,331790717,-34.240141,Chichewa,Liberia,"Reed, Wells and Mason",ratione.odp
$596.69,bg,lt-38.hamilton.net,2017-05-05,2001-10-28 17:29:23,Simonbury,GB,2011-05-27T04:09:13,42:54:58:d1:e5:d9,-19.668025,Pacific/Apia,2774,-101.498837,Tigrinya,Korea,"Wood, Newman and White",perspiciatis.jpg
"$5,741.17",sa,desktop-28.hughes.com,1984-12-14,1997-02-27 00:46:37,West Tonyburgh,GB,2003-09-09T20:02:54,87:c9:2c:d9:d7:33,55.6526795,Asia/Tokyo,78784350,71.340095,Esperanto,American Samoa,"Morgan, Lee and Wright",odit.doc
"$9,626.06",lb,laptop-30.hughes.net,2019-05-23,2019-10-02 22:39:19,Georgeland,GB,1995-03-03T05:45:05,04:0e:46:79:ef:2b,23.876025,Indian/Maldives,35896,-168.690877,Czech,Brunei Darussalam,Hussain Ltd,velit.mp3
"$6,083.69",sv,desktop-01.moore.co.uk,1971-06-20,2008-05-01 20:23:58,Turnerville,GB,2002-08-22T09:31:44,00:2c:94:4c:31:c7,-1.7409325,Europe/Istanbul,58,-25.440606,South Ndebele,Dominica,Metcalfe Inc,animi.jpeg
"$5,046.18",nso,laptop-14.miller-shah.com,2003-07-10,1993-02-11 23:15:11,Meganfurt,GB,1983-02-01T18:01:00,7c:85:25:54:2d:df,-37.499831,Africa/Libreville,408115237,-163.454222,Tibetan,Samoa,"Harrison, Knight and Graham",quas.mp3
$75.01,byn,email-82.perry.info,1985-10-02,1980-10-14 13:06:12,Jackbury,GB,1978-05-28T23:39:04,50:55:7a:92:d2:15,-78.147565,America/Sao_Paulo,1191,-91.799461,Kashmiri,Guatemala,Tomlinson PLC,quis.bmp
$347.36,hr,db-62.gould-ellis.com,2022-09-26,1994-10-28 13:32:36,Andersonhaven,GB,2014-06-14T14:13:40,a5:e8:7d:ff:d1:64,0.641721,Asia/Amman,2397,177.236053,Manx,Trinidad and Tobago,Evans-Carter,natus.css
$53.25,cmn,web-00.bishop.com,1991-05-02,2004-08-11 10:53:34,Georgiashire,GB,1979-12-21T22:40:20,ec:d0:77:b0:10:73,-0.5588235,Asia/Kuching,189807601,-131.176620,"Sotho, Southern",Poland,"Anderson, Harris and Robson",provident.mp3
$490.58,ht,email-73.baker.org,1985-06-02,2017-06-19 03:56:47,Greenfurt,GB,1978-08-30T13:00:54,52:35:0e:90:bb:66,-41.516924,Africa/Dar_es_Salaam,362297,-173.832282,Amharic,Monaco,Bull-Howe,amet.jpg
"$25,458.28",ber,desktop-00.mills.com,2019-07-16,1993-02-16 13:01:17,South Nicole,GB,1985-11-05T18:19:04,cd:b8:50:9c:44:84,49.163818,Pacific/Tongatapu,6374,-38.686947,Belarusian,Mongolia,Young Group,sit.ods
$84.34,sv,web-33.howe.org,1991-03-08,2012-02-16 19:49:12,East Annmouth,GB,2001-03-07T03:22:39,61:17:28:7f:c2:c6,3.426679,Asia/Kuwait,30431,-150.258139,Sanskrit,Portugal,Phillips Inc,sequi.css
$663.82,mi,web-77.harris.net,2018-12-23,2013-04-06 21:35:35,West Tony,GB,1998-10-11T19:38:00,42:81:9e:64:1e:79,-31.027471,Africa/Mbabane,71022,104.677965,Occitan,Cayman Islands,Shepherd PLC,doloribus.webm
$0.02,mk,email-25.wilson.com,1972-04-07,1987-03-30 00:05:08,Lake Darren,GB,2015-08-13T03:21:04,1f:5e:0e:02:aa:64,-81.8607915,Asia/Yerevan,811982,-99.360225,Norwegian Nynorsk,Liberia,Mills Group,harum.doc
$379.33,ckb,email-19.hunt-collins.com,2012-06-09,2003-07-30 10:55:12,North Ritastad,GB,1999-10-01T05:47:45,ce:40:58:91:c6:7b,-14.357146,America/Argentina/Ushuaia,38591,37.279790,Haitian,Cyprus,"Dixon, Singh and James",expedita.mov
$76.84,hu,desktop-75.duffy-moore.com,1973-08-16,2021-05-15 18:52:58,Port Daniel,GB,2018-07-11T16:00:18,ec:d3:83:9c:67:26,48.2164005,Africa/Maputo,121,8.707296,Chechen,Argentina,Short Ltd,quidem.jpg
"$38,419.34",ml,srv-24.butler.com,1993-06-28,2016-01-20 06:16:01,Lake Benjamin,GB,1976-09-14T00:56:47,c1:8c:06:72:d5:45,-82.6266715,Asia/Kuwait,3308,-35.370807,Aragonese,French Southern Territories,Hutchinson-Daniels,alias.css
$341.14,bo,email-31.sutton.org,1998-06-10,2014-11-02 08:01:08,Reynoldsberg,GB,2001-08-19T16:29:02,2f:40:09:89:0a:51,-28.013749,Indian/Mahe,8576870,-31.258256,Aymara,Canada,"Chadwick, Fuller and Noble",sequi.tiff
"$6,550.86",he,web-59.matthews.com,1992-11-27,1985-01-11 12:59:00,Georginabury,GB,2005-08-31T12:44:35,d4:d1:7a:fa:29:4b,5.846488,Africa/Luanda,4793947,-59.042393,Venda,Faroe Islands,Brown PLC,molestias.html
"$87,540.12",sk,lt-72.jones-blake.com,2000-07-13,1979-09-28 01:10:26,Beverleyberg,GB,1978-02-01T15:14:13,49:cf:b8:0b:73:95,60.785291,Asia/Dubai,631067,81.109683,Haitian,Bangladesh,"Humphries, Fuller and Wood",reiciendis.flac
$73.24,bho,desktop-75.hall.com,2012-07-26,2021-02-14 12:42:22,Lake Mark,GB,1992-06-21T00:38:33,19:57:fe:a9:d7:01,-9.098028,Asia/Dhaka,792,179.580966,Bengali,Western Sahara,"Moore, Berry and Hughes",sit.csv
"$80,707.34",hak,srv-98.barker.info,2023-03-29,2021-01-22 17:30:04,South Laura,GB,1986-02-27T13:42:26,b4:39:c1:42:4f:9c,-34.216632,Europe/Uzhgorod,335,-103.354329,Slovak,Mozambique,"Law, Rogers and Henderson",consectetur.wav
"$45,380.81",lo,web-54.morgan.com,1972-02-23,1997-08-02 08:26:51,South Antony,GB,2007-12-09T16:27:03,1f:81:71:ef:90:b1,19.686590,Asia/Tbilisi,148715253,-177.319178,Czech,Nicaragua,Robson-Hall,iure.odp
$38.46,fa,db-61.turner.info,2019-01-07,2020-03-19 00:57:53,Taylorbury,GB,2005-01-29T16:57:54,72:76:41:5a:2e:a1,-47.4436425,Asia/Nicosia,969,60.194243,Haitian,Paraguay,Davies-Thomson,expedita.xlsx
$912.17,tn,db-78.watts.info,1987-03-03,1972-09-16 09:25:59,North Pamelaberg,GB,2013-04-28T22:41:14,f2:65:7d:f7:bf:47,-16.1830675,Pacific/Funafuti,3,-39.592805,Chamorro,Oman,"Davies, Lewis and Berry",autem.bmp
"$17,026.54",uk,srv-54.hawkins.com,2021-11-17,2013-10-23 12:25:45,Toddland,GB,1989-12-09T19:06:50,8a:88:a4:08:f2:6b,82.9072055,Europe/Copenhagen,1191,-52.504288,Malagasy,Nicaragua,Hobbs Group,commodi.mov
$6.14,ve,desktop-51.reynolds-ahmed.co.uk,1994-07-17,2005-09-02 23:12:21,South Linda,GB,1976-09-06T05:40:32,c9:4a:5b:54:6b:fc,-85.4475415,Europe/Amsterdam,50,-36.900415,Bulgarian,Guinea-Bissau,Powell-Baker,quam.html
$37.46,ayc,email-16.willis.com,2015-09-07,1998-02-22 01:05:46,New Tracey,GB,2003-02-18T10:29:10,67:94:dc:55:8b:52,41.6796345,America/Antigua,45927908,34.465053,Tajik,Singapore,"Johnson, Jones and Holden",voluptas.jpeg
$5.60,en,srv-98.connolly.com,2011-10-18,1976-11-22 20:51:57,North Nigelhaven,GB,2000-09-27T15:08:45,f7:1a:93:4e:26:d7,-42.9147155,Europe/Istanbul,856715039,-50.692235,Turkmen,Wallis and Futuna,"Stewart, Fraser and Edwards",esse.webm
$71.79,ha,web-74.perkins-bell.net,2011-07-12,2004-04-19 23:41:05,West Cherylburgh,GB,2003-02-07T16:36:27,c7:a5:de:43:68:13,-80.9609155,Africa/Gaborone,6914,-74.731268,Cornish,Eritrea,"Vaughan, Houghton and Carter",voluptas.pptx
$133.47,ur,laptop-21.richards.com,1995-07-01,1979-12-27 08:07:31,Williamsview,GB,1979-04-29T15:31:38,25:a7:e2:1c:d8:5e,-40.643108,Asia/Dili,582,133.532390,Azerbaijani,Western Sahara,Gregory Ltd,laborum.webm
"$95,678.66",ky,web-75.briggs.biz,1991-05-05,2012-07-03 18:14:21,Port Elaine,GB,1989-08-15T06:37:14,b7:e5:e9:59:97:3c,14.4742825,Europe/Vienna,4,163.644475,Corsican,Andorra,Blake-Wright,porro.ods
"$40,456.98",ru,laptop-28.harris-thomas.info,2007-06-20,2014-05-12 16:30:29,Woodshaven,GB,1993-02-15T22:54:45,72:bd:15:cb:88:d0,33.6969155,Europe/Monaco,11,15.888683,Nepali,Faroe Islands,Harding-Wood,culpa.wav
"$7,345.24",kok,srv-31.walters.com,1978-06-03,1974-06-19 14:14:56,New Cheryl,GB,1997-01-11T20:08:45,d9:62:1a:6d:9e:12,-62.7079035,Africa/Ceuta,132217,-6.233152,"Sotho, Southern",United States Minor Outlying Islands,Newton-Briggs,maxime.docx
$3.78,es,lt-12.read.info,1987-06-10,1989-10-09 08:39:35,West Aimee,GB,2006-04-21T11:35:11,b0:f5:9a:12:af:54,22.8880105,America/El_Salvador,271,-156.696977,Urdu,Chile,"Edwards, Jones and Young",perferendis.xls
$902.25,sid,srv-92.mason.net,2010-05-14,1999-07-01 06:38:04,East Charlottehaven,GB,1981-05-21T23:06:08,ee:08:87:e5:25:cf,63.9565365,Europe/Vienna,5455,121.075752,Haitian,Dominican Republic,White-Phillips,assumenda.pdf
$0.58,et,email-24.rowe.org,2015-07-14,1983-10-02 12:39:39,North Gemma,GB,1999-11-16T14:17:18,79:9b:25:8b:77:c3,-80.704627,Europe/Amsterdam,2,1.582037,Tatar,Poland,Cooper-Young,ipsum.png
$874.30,sl,lt-04.morris-richards.com,2007-06-08,2008-08-07 15:07:52,East Catherine,GB,2006-06-11T03:22:40,39:92:5c:2c:8f:3c,-45.6534965,America/Santo_Domingo,2107611,-137.092818,Slovenian,Gabon,Perkins-Wright,cum.webm
"$6,921.73",sr,db-49.hill.com,2016-03-02,2019-04-21 11:37:57,Craigland,GB,1986-11-18T17:39:09,52:9d:e3:e3:b7:0f,7.4320325,Pacific/Easter,411478056,-171.056273,Somali,Armenia,Armstrong PLC,in.gif
$38.86,ik,lt-82.smith.com,1976-11-29,2015-11-01 02:29:42,Bradshawside,GB,2019-06-01T16:07:00,64:da:d1:28:a9:40,-46.030556,Africa/Lagos,3606361,-13.435950,Avestan,Sudan,"Ashton, Harvey and Jenkins",fuga.wav
$4.94,ayc,laptop-57.griffiths.info,1979-06-25,2012-10-31 03:52:48,Burnsport,GB,2009-08-21T14:40:15,11:f1:69:24:b7:8c,-42.079018,Pacific/Kosrae,606874481,-174.809194,Chuvash,Australia,Brooks-Lawrence,corrupti.json
"$48,207.05",cmn,web-88.humphreys.biz,1992-06-02,1985-03-05 22:40:55,Justinville,GB,2005-02-12T07:34:13,cb:97:93:8a:e6:7c,85.106316,Africa/Windhoek,20931840,174.641887,Fulah,Christmas Island,Hutchinson-Stephens,repellat.avi
$49.64,lt,desktop-86.knight.info,1992-01-20,1980-06-23 22:27:04,North Declanborough,GB,2000-03-13T14:31:37,01:fb:0e:da:4d:78,66.6040625,Europe/Copenhagen,59785,-166.795283,Ido,Hong Kong,"Brennan, Lambert and Smith",ipsam.mp3
$40.74,el,laptop-27.hobbs.com,1977-01-26,1988-11-10 20:51:54,South Joel,GB,2003-08-24T21:26:00,90:7b:f9:bd:c2:5b,-78.832957,Africa/Johannesburg,13641,175.785091,Arabic,Tonga,"Powell, Fowler and Brady",quas.webm
$16.12,fo,email-83.hart.com,2022-08-18,1998-05-03 14:29:43,Stuartmouth,GB,1979-10-25T14:54:36,1f:27:70:fc:ab:0a,81.620516,Africa/Windhoek,678742,-168.982898,Bashkir,French Polynesia,Shaw-Berry,quam.png
$63.20,dz,lt-23.dixon-wright.info,1994-08-07,1978-07-29 03:38:25,East Jodiechester,GB,1993-12-19T18:19:02,15:d4:49:c0:ba:6d,-88.329110,Asia/Yerevan,620799,56.537207,Hindi,Qatar,Greenwood-Smith,magnam.gif
$80.04,sl,email-07.kay-davey.info,1979-02-13,1979-01-03 17:49:57,Tonyshire,GB,1990-09-01T01:05:26,ad:86:cc:8b:45:55,71.180611,Asia/Kabul,268007861,179.443010,Chechen,American Samoa,Duncan PLC,eveniet.mp3
$6.96,hy,email-47.simpson.net,1999-08-11,2001-05-29 18:14:39,Thomsonburgh,GB,1992-03-12T07:05:32,8a:73:81:97:58:cc,48.276794,Europe/Andorra,6,-87.295430,Japanese,Guernsey,Smith PLC,repellat.avi
"$1,785.66",ht,web-32.kent.co.uk,1982-04-11,1991-08-23 20:10:02,Richardsonfurt,GB,2005-05-23T16:15:21,b8:06:74:03:d4:21,-47.158361,Asia/Taipei,293219,7.601557,Urdu,Angola,"Joyce, Moss and Morris",voluptatem.js
$7.09,be,laptop-28.brennan-wright.co.uk,1981-09-11,1978-05-11 15:47:16,Lesleyview,GB,2014-02-08T20:36:10,4a:3b:3f:0c:7f:8b,7.545051,Europe/Zurich,1156725,-23.723581,Avestan,Luxembourg,Kelly PLC,at.jpeg
$474.49,mag,web-88.patel.co.uk,1986-12-19,2019-09-06 02:08:43,Lyndaberg,GB,2016-02-09T16:34:05,e3:8b:75:1e:90:bd,56.5360275,Africa/Freetown,78457186,-68.215557,North Ndebele,Central African Republic,"Warner, Schofield and Graham",ullam.txt
$72.98,os,laptop-54.williams.com,1991-05-14,1983-07-31 02:54:18,Samanthaville,GB,2022-02-01T05:32:51,c0:42:de:de:cf:bc,-56.3147815,Africa/Lagos,58,145.413639,Georgian,Guinea-Bissau,Frost-Owen,ut.doc
$5.09,lt,db-21.pope.com,1972-12-22,2019-05-26 02:46:54,North Mohammadfurt,GB,2012-11-26T21:15:33,6b:8f:4d:04:ec:3b,76.5520825,Europe/Minsk,509749001,62.945067,Manx,Jamaica,"Smith, Hope and Knight",accusantium.jpeg
$8.94,bn,lt-41.wood.org,1976-05-11,2001-08-30 13:22:32,Francescaton,GB,1994-06-20T11:50:02,cf:e5:b8:f4:4c:08,-1.844709,Asia/Kabul,352062941,19.534501,Somali,Iraq,"Dodd, Jackson and Walton",recusandae.bmp
$8.78,bho,desktop-76.harris.com,1986-10-28,2009-05-22 23:25:15,Jasonbury,GB,1983-09-08T20:57:06,53:34:42:bf:b0:ce,7.7916905,America/Tijuana,124388140,171.566463,Twi,Cameroon,"Kaur, Bird and Nolan",est.jpg
"$15,152.24",oc,db-62.smith.com,2000-12-16,2007-10-27 03:03:03,Melissafort,GB,2020-06-25T12:56:15,0a:e0:a4:ea:7e:d1,-72.4333235,Asia/Damascus,937068,68.710098,Uighur,Bangladesh,"Elliott, Barrett and Wilson",ut.flac
$3.44,iw,web-51.bradley.org,2017-03-28,1984-11-06 22:37:32,East Tobyview,GB,2018-06-21T11:18:27,1b:cf:da:d4:69:4c,-16.6844135,Pacific/Efate,614,25.976856,Welsh,Mexico,"Thomas, Cunningham and Cox",architecto.jpeg
$89.32,nl,desktop-75.hamilton-spencer.com,2022-09-02,1993-10-04 04:39:01,New Sophiemouth,GB,1977-09-29T11:31:35,2d:99:64:e7:eb:29,60.2817475,Europe/Zagreb,34458,139.064059,Yiddish,Singapore,Baker-Burrows,ea.gif
"$7,508.67",he,email-55.holloway-moore.info,1994-08-12,2004-02-10 19:04:00,West Adrianville,GB,2015-01-11T07:29:52,93:73:3b:52:0b:ea,62.4515995,Africa/Luanda,3029,37.796170,Aragonese,Malawi,Hall and Sons,exercitationem.numbers
$0.64,an,lt-59.gray-barnett.biz,1983-02-15,2019-05-11 23:22:39,Sianstad,GB,2005-12-03T13:07:46,a1:02:ed:c3:7d:ef,21.292303,Asia/Damascus,476050756,20.862559,Yoruba,Netherlands,Lawson-Dixon,quod.flac
"$86,775.27",th,lt-18.tomlinson.org,2014-09-10,1976-02-05 01:38:50,Jacquelinefort,GB,1995-07-18T11:03:00,2d:75:e1:fc:a7:eb,71.5921895,Pacific/Funafuti,14928248,75.794869,Chichewa,Azerbaijan,"Lewis, Lee and Welch",eveniet.mp3
"$5,909.80",mg,srv-00.hart.com,2017-02-20,1985-01-02 18:22:59,New Victoria,GB,2022-02-26T20:32:41,38:ff:f5:bd:c3:2e,28.3936755,Asia/Dili,892,24.716588,Javanese,Palestinian Territory,Begum Inc,reprehenderit.mov
$9.31,nhn,desktop-20.chapman.com,1970-07-06,1992-06-16 23:59:29,Victorborough,GB,2022-08-26T15:50:59,3f:2e:1d:b2:74:56,-45.7522265,Europe/Vilnius,17,143.793047,Akan,Uruguay,"Davidson, Bryant and West",molestiae.flac
"$1,390.40",kn,lt-64.webb.org,2004-02-07,2020-01-28 21:15:01,Chelseaburgh,GB,1974-04-16T04:46:21,51:b2:06:85:98:02,-24.951319,Africa/Niamey,670,-34.407032,Interlingue,Finland,"Chambers, Hutchinson and Chambers",id.bmp
$68.17,is,web-75.hunt.biz,1977-01-10,2023-05-01 01:31:48,Mandyville,GB,1998-09-19T17:42:44,98:d4:1e:dd:f3:4a,-45.9199595,Africa/Bujumbura,2,116.898262,Kongo,Nepal,"Morgan, Higgins and Jones",veniam.xlsx
$0.76,sid,lt-42.patel.net,1979-05-05,2006-07-13 12:45:34,North Christopher,GB,2001-01-08T21:09:43,92:81:37:31:52:21,18.196967,Africa/Lome,606315751,-1.537483,Sinhala,Botswana,Burton Group,unde.html
"$7,740.93",vi,web-02.smith-taylor.com,1974-02-14,2018-08-02 19:53:41,Jeremyhaven,GB,2011-12-07T13:46:25,90:be:08:6d:5a:78,57.839899,Asia/Kuching,58857089,41.231644,Polish,Thailand,Russell-Marsh,voluptatem.png
"$8,038.14",iw,email-27.goddard.com,1990-08-19,2023-01-24 11:46:58,Brownhaven,GB,1977-12-20T23:05:20,60:6e:cb:36:e3:0c,39.803294,Africa/Bamako,7255261,-55.165017,Rundi,Serbia,Harris PLC,sint.gif
"$7,770.60",eo,db-39.brown.biz,1999-04-16,2009-08-05 03:26:49,East Leslie,GB,2022-10-05T22:53:56,2e:b1:1e:8d:ea:6e,-0.1264165,America/Barbados,7,98.753393,Afrikaans,Bolivia,O'Brien-Lamb,reiciendis.txt
"$17,890.32",bhb,lt-30.curtis.net,1995-02-26,2003-11-06 08:35:39,Katyview,GB,2023-04-27T04:23:35,1e:f0:81:1d:12:6c,33.067535,Africa/Lagos,8461645,91.585799,Marshallese,Uganda,Cooper Group,dolorum.bmp
