timezone,latitude,pricetag,company,date_time,language_code,date,longitude,iso8601,file_name,mac_address,random_number,hostname,country,bank_country,time,language_name
America/Tegucigalpa,56.1589405,"966,96 €",Reuter,2003-12-11 10:18:31,lo,2018-05-03,-162.964187,2014-01-04T22:18:47,warum.mov,c9:d8:71:4e:17:d4,58,db-98.bonbach.com,Australien,DE,21:44:37,Hiri Motu
Asia/Hebron,80.241844,"63.276,48 €",Pölitz,1989-08-21 23:35:00,ik,1991-01-27,-128.821017,2008-12-07T23:55:41,hat.csv,f2:db:a4:69:e0:ba,67540,web-75.albers.com,Nordmazedonien,DE,09:22:11,Nauru
Africa/Lusaka,-19.1483425,"7.297,23 €",Jacob,1988-08-11 18:30:55,sq,1977-02-21,-53.319677,1991-01-24T04:29:22,hart.xls,ec:b3:eb:33:44:6f,5473712,email-53.gnatz.net,Sierra Leone,DE,17:31:34,Serbian
Asia/Ashgabat,-66.4366135,"590,70 €",Schuster Barkholz KG,1976-10-24 03:39:00,he,2018-09-28,42.331892,2005-02-06T10:20:58,hängen.mp4,4d:08:48:ba:70:5e,518337,web-91.fechner.de,Falklandinseln,DE,03:55:03,Guarani
Asia/Nicosia,86.349783,"405,87 €",Warmer Martin AG & Co. KG,1979-06-07 16:10:24,bhb,2013-07-20,75.979946,2005-07-13T07:39:28,rufen.tiff,93:25:43:41:4c:cb,66642712,email-28.caspar.com,Ecuador,DE,11:19:18,Norwegian
Africa/Bissau,-64.233443,"8.259,51 €",Niemeier,2012-12-29 17:17:44,ht,2003-01-17,60.120787,2007-01-09T10:11:18,ich.avi,25:48:71:71:66:f5,7498300,srv-58.kraushaar.de,Guadeloupe,DE,02:25:05,Romanian
Africa/Ndjamena,-41.366473,"90,53 €",Schulz Ring GmbH,1982-11-29 07:11:23,quz,1984-10-03,-20.064438,2018-06-05T23:12:40,Fahrrad.mp3,fb:74:e4:ca:6b:7a,3727,srv-42.mueller.de,Vanuatu,DE,18:04:31,Ido
Asia/Calcutta,-37.6783005,"25.758,53 €",Oestrovsky Wulf GmbH,2017-03-15 03:31:03,sid,2007-02-25,124.560621,2006-10-11T16:05:05,los.ods,c1:e9:45:0b:a1:b8,70,lt-91.stumpf.net,Fidschi,DE,23:54:08,Kikuyu
Africa/Monrovia,19.268657,"77,45 €",Salz Drubin AG,1987-06-11 19:11:40,sid,1982-05-24,148.228937,1980-07-28T15:31:44,lustig.flac,d3:f1:4f:ad:33:3c,40,laptop-82.wernecke.net,Kirgisistan,DE,16:39:59,Fulah
Pacific/Apia,78.161915,"129,27 €",Budig Reichmann KG,1970-11-03 02:19:26,ur,1999-08-30,55.111579,2017-05-08T04:07:16,weg.gif,2e:7a:3f:70:5f:14,135,lt-41.schenk.de,Marshallinseln,DE,03:53:13,Chuvash
Asia/Karachi,89.4357305,"268,64 €",Preiß AG & Co. KGaA,2007-03-01 05:34:24,gu,2019-06-23,-60.407896,1986-03-29T01:40:41,mit.csv,d9:30:3f:e7:bf:0b,331447,laptop-78.karz.de,Polen,DE,11:00:01,Fulah
Asia/Pontianak,-66.4411875,"6,75 €",Mohaupt Mende e.G.,1990-01-12 04:56:15,ga,1970-12-29,137.192641,2014-06-14T11:58:18,brauchen.xls,f6:a8:52:5a:b8:cf,786,desktop-76.hande.de,Indien,DE,13:00:50,Bashkir
Europe/London,-63.994226,"2.760,28 €",Wende,2010-01-24 06:11:22,bs,1973-03-04,-66.074555,2020-07-01T02:22:47,müssen.jpeg,85:ae:db:5c:51:6a,475533,laptop-61.schleich.net,St. Kitts und Nevis,DE,10:41:03,Chamorro
Asia/Dili,21.5228865,"9,01 €",Karge,1973-01-04 18:11:35,yo,1984-08-06,14.851284,1991-06-03T20:06:01,Ende.avi,56:a7:ed:9e:c7:26,9,laptop-77.doerschner.de,Guinea,DE,09:01:13,Vietnamese
Africa/Asmera,-25.090710,"4.836,83 €",Binner,1973-08-12 06:36:47,bo,2009-11-20,28.302562,1993-05-14T08:29:29,Fuß.png,23:4c:95:78:ec:07,7749996,lt-52.tintzmann.de,Gambia,DE,21:57:24,Avaric
Asia/Nicosia,-0.5625715,"20,67 €",Schuster GmbH & Co. KG,1984-04-21 15:41:42,shs,2006-01-10,-78.999263,2019-01-11T18:16:33,ja.flac,e3:90:4f:64:83:d3,528860321,lt-89.ullrich.de,Norfolkinsel,DE,15:31:55,Limburgan
Pacific/Kiritimati,8.7327655,"0,22 €",Hänel KG,2016-04-09 14:47:47,crh,2008-09-03,-108.808103,1981-08-19T19:06:56,gibt.tiff,21:4d:39:6b:5e:87,4,srv-46.bohlander.org,Svalbard und Jan Mayen,DE,02:46:31,Corsican
Pacific/Palau,-14.549242,"7.448,07 €",Hesse,1984-12-27 18:52:53,fr,1978-06-29,-160.132075,2002-12-06T17:29:20,Apfel.avi,e7:dd:1b:4e:35:e1,60606,laptop-62.tschentscher.de,Westsahara,DE,05:05:27,Welsh
America/Grenada,-54.873279,"1,83 €",Langern,2000-06-02 21:32:33,brx,1976-01-07,-15.448242,1972-08-12T07:56:17,laut.js,d8:65:5c:9e:f2:54,620,desktop-71.schuster.org,Iran,DE,13:48:34,Telugu
Asia/Pyongyang,32.389917,"92,36 €",Roskoth Stiftung & Co. KGaA,1985-05-20 02:29:02,it,1993-02-11,-160.993771,2003-03-24T04:21:58,hat.mp4,da:25:57:cc:b9:54,158179,srv-49.scheel.com,Sonderverwaltungszone Hongkong,DE,14:10:39,Gaelic
Asia/Baghdad,88.060321,"80,73 €",Karge Butte AG & Co. OHG,1998-04-07 03:41:37,yue,1984-10-07,98.081546,1971-10-16T22:01:33,dürfen.jpeg,8a:a4:e2:ff:93:5c,1,laptop-17.kranz.de,Malawi,DE,06:54:28,Sinhala
America/Barbados,-59.6383405,"9.090,98 €",Bähr OHG mbH,1991-03-16 11:02:32,de,2003-09-27,-56.658221,1995-10-22T11:03:20,ihn.webm,3b:36:fb:6e:86:97,45424,laptop-37.hein.com,St. Helena,DE,18:37:14,Luba-Katanga
Asia/Kuwait,-3.6260835,"32.255,00 €",Säuberlich Bähr Stiftung & Co. KG,2004-11-30 15:54:32,bs,2014-07-01,-7.563721,2009-04-23T15:35:30,Schiff.ods,e3:5a:8a:83:92:7b,987,desktop-89.schacht.org,Polen,DE,22:42:00,Tatar
Europe/Minsk,64.6933185,"619,57 €",Steckel GmbH,1978-06-01 00:38:33,ia,2022-09-18,-97.027184,2010-02-27T00:18:27,bringen.mp4,35:50:fd:7c:51:45,9427163,laptop-92.staude.com,Dänemark,DE,10:13:42,Sundanese
Asia/Colombo,77.5565035,"1,16 €",Heydrich Krause AG & Co. KGaA,2007-05-13 19:13:09,sat,1994-06-23,-46.631935,2008-05-29T21:31:53,aber.avi,b3:70:ba:46:4e:94,10033,srv-49.troest.de,Thailand,DE,10:50:04,Greek
America/Lima,50.5223935,"87,55 €",Gröttner Bauer AG & Co. KG,2015-04-12 23:15:36,sv,2011-06-21,-4.626355,1984-03-10T05:55:36,das.webm,5b:bc:df:db:e6:71,745,email-82.schleich.de,Pitcairn,DE,06:55:16,Breton
Pacific/Ponape,14.501144,"2.190,97 €",Losekann Gieß AG & Co. OHG,1991-03-26 18:00:41,rw,1974-05-22,-107.171606,2014-01-14T08:32:02,kennen.css,55:46:3d:75:79:ec,687725,lt-92.neuschaefer.de,St. Pierre und Miquelon,DE,11:12:50,Serbian
Africa/Bujumbura,23.6591765,"9,95 €",Hübel,1982-03-15 23:11:23,zh,2012-10-07,6.078432,1976-10-11T18:01:22,Stein.gif,58:c1:0f:0c:ae:2a,79040645,lt-92.baehr.de,Brasilien,DE,22:37:23,Ojibwa
Pacific/Easter,47.8238115,"9.052,78 €",Trub,1977-07-12 23:53:01,wo,1993-03-17,55.101403,2014-07-16T23:31:58,heute.png,33:cf:b3:37:82:14,54,web-10.freudenberger.org,Island,DE,00:40:36,Latin
Asia/Yerevan,68.9834345,"69.172,66 €",Fritsch GbR,1974-01-02 12:13:59,ga,2000-05-03,40.682908,2023-08-19T06:54:08,Lehrerin.css,95:6e:b1:7b:84:11,752,db-73.dussen.de,Zentralafrikanische Republik,DE,05:21:32,Vietnamese
Asia/Ashgabat,27.0270215,"318,51 €",Scholtz Hiller KGaA,2022-09-09 20:00:00,zh,2011-08-11,-174.914620,2023-07-01T20:01:38,las.wav,7e:0c:21:3f:a9:f2,21973255,email-83.schueler.com,Israel,DE,15:13:59,Lingala
America/Guyana,17.202166,"8.216,65 €",Lindner,2002-12-25 11:20:22,iu,1987-12-16,-7.045435,1995-07-19T00:12:47,fehlen.mov,e8:16:e1:a2:a2:f2,6755409,desktop-26.luebs.com,Vanuatu,DE,11:29:04,Chichewa
Pacific/Galapagos,52.8909305,"5,36 €",Zobel GmbH,2022-10-03 07:18:53,szl,1989-04-01,142.366117,1971-06-30T07:14:06,Pferd.mp4,c6:32:91:f0:5b:b1,38,lt-92.zimmer.com,Somalia,DE,02:23:15,Javanese
America/St_Vincent,-61.632773,"1.770,72 €",Rudolph GmbH,1979-04-09 11:31:05,gv,1983-12-31,-3.736874,1987-10-17T22:57:28,lesen.gif,2e:6e:0f:41:e4:52,59,laptop-79.muehle.com,Laos,DE,20:28:07,Occitan
Asia/Karachi,-47.201270,"8,70 €",Conradi,1977-04-19 22:40:25,lij,1996-10-06,-85.060047,1971-01-16T03:21:59,alt.wav,0f:26:1e:b6:76:02,527261740,desktop-39.austermuehle.net,Papua-Neuguinea,DE,04:36:18,Church Slavic
Asia/Brunei,-70.478103,"71,01 €",Schomber,1981-06-19 00:41:23,mr,2018-08-17,-99.132303,1976-04-02T15:37:58,ihn.json,c5:e5:e8:98:b1:a0,519759320,srv-00.froehlich.de,Deutschland,DE,00:36:15,Kalaallisut
Asia/Yerevan,38.2537305,"12,28 €",Etzler,1998-11-24 20:14:18,ik,1972-10-29,-176.815770,1992-05-22T18:31:14,Ferien.key,e5:37:33:8c:28:64,68048909,srv-57.plath.de,Deutschland,DE,19:33:37,Malay
Asia/Oral,32.192791,"7.111,71 €",Ullmann,2006-08-06 19:05:39,dv,2006-10-13,27.308792,2010-06-27T10:45:48,wird.flac,8e:df:f3:87:30:d1,3,db-09.henck.de,Mauritius,DE,09:31:43,Irish
Africa/Windhoek,-34.680489,"97,85 €",Förster Kobelt Stiftung & Co. KG,2004-03-26 10:32:10,yue,1984-10-25,151.088319,2005-09-17T20:33:26,beim.gif,53:0f:af:ef:fb:7e,45,email-13.jacob.de,Aserbaidschan,DE,17:37:54,Latin
America/Guatemala,22.3658565,"10,23 €",Heidrich Jungfer GbR,2004-10-28 16:37:37,niu,2017-12-02,35.061960,1973-09-09T15:29:04,schlagen.doc,30:3d:5a:93:ee:eb,1489255,srv-45.scholz.net,Jordanien,DE,10:36:51,Lithuanian
Europe/Dublin,54.9844365,"7.175,66 €",Zirme KG,2001-08-30 18:14:05,or,1997-12-02,-23.652392,1981-05-22T23:49:36,für.html,4e:2a:03:a0:39:4b,6,db-79.jockel.org,Osttimor,DE,23:07:15,Sinhala
Asia/Pyongyang,72.1823085,"43,20 €",Oderwald,2010-11-30 00:51:50,shs,2022-11-07,-79.604454,1972-02-05T20:40:14,offen.docx,40:b9:c8:a1:2c:00,285422501,desktop-53.hauffer.org,Mayotte,DE,09:51:27,Sindhi
Pacific/Funafuti,67.993183,"92.713,67 €",Scholtz,2022-09-30 02:44:59,or,2001-12-30,-163.250763,1999-06-03T04:44:28,gehen.webm,0d:37:a6:98:56:00,94,db-61.auch.com,Kokosinseln,DE,18:06:24,Panjabi
Pacific/Guadalcanal,-69.870017,"47.263,22 €",Kraushaar Röhricht OHG mbH,1996-02-03 12:27:35,iw,1997-12-19,159.365460,1995-09-15T13:11:31,bringen.wav,2f:0a:b1:fd:3e:6f,647,email-33.atzler.com,Sri Lanka,DE,17:54:30,Kalaallisut
America/Santo_Domingo,43.751845,"3.561,46 €",Barkholz Müller GbR,1974-06-15 02:26:23,sa,1994-12-06,-10.543434,1984-02-17T01:52:01,sonst.bmp,ea:58:da:c0:c4:95,819526205,email-68.schmidt.com,Belgien,DE,16:35:15,Kanuri
Africa/Abidjan,-84.810371,"99.132,74 €",Trommler Steckel e.V.,1993-02-14 20:51:28,uk,1995-12-24,-98.938804,2018-02-19T19:25:52,blau.numbers,05:c0:78:89:6b:31,907,laptop-12.heintze.de,Puerto Rico,DE,08:51:10,Limburgan
Asia/Gaza,-4.881839,"32,70 €",Weihmann Scheel AG & Co. KGaA,2019-10-19 17:30:12,ce,2012-01-03,132.815221,1990-08-22T17:11:13,möglich.gif,34:8e:2e:31:9c:87,46,db-49.klingelhoefer.de,Mongolei,DE,19:31:28,Norwegian Nynorsk
Asia/Taipei,-14.313340,"9,14 €",Bähr Trapp KG,1996-09-26 20:34:01,ps,1986-02-01,-59.136332,1985-05-10T11:38:50,schlafen.txt,18:23:ee:8a:2e:99,50,laptop-14.wirth.net,Heard- und McDonald-Inseln,DE,14:59:23,Fijian
America/Chihuahua,-46.206296,"220,88 €",Jäntsch,1978-01-08 04:13:58,ik,2016-11-04,101.246891,2010-10-19T20:01:45,damit.mov,e7:63:45:a8:be:aa,3517,laptop-30.taesche.de,Belize,DE,04:42:10,Greek
Africa/Nairobi,-20.9788645,"882,55 €",Eimer,1997-10-08 22:49:02,gl,1972-08-03,-142.201730,1973-05-28T06:15:26,Ferien.mp3,0c:25:7f:61:49:19,999128,db-02.kruschwitz.de,Guyana,DE,13:28:49,Malagasy
Africa/Windhoek,43.3918305,"7,93 €",Döhn,1984-08-31 09:28:24,mr,1990-07-29,-63.741214,1974-04-09T18:41:41,erklären.tiff,74:fa:dc:5a:53:15,80719,email-41.fiebig.de,Bolivien,DE,09:01:38,Bashkir
Asia/Brunei,-51.1979155,"2.464,82 €",Berger,2002-06-18 09:58:19,hi,1973-10-23,-66.492262,2015-04-02T00:15:22,und.css,4a:21:bb:bc:2e:69,16,db-95.eberhardt.de,Lettland,DE,06:07:25,Guarani
America/Jamaica,82.163703,"8,01 €",Staude GbR,2005-06-27 10:56:33,ku,1977-03-31,-121.705470,1995-09-28T06:52:22,singen.wav,64:e1:12:2a:5c:1c,485,db-71.giess.de,Ungarn,DE,13:20:32,Hiri Motu
Africa/Lusaka,-57.414057,"341,21 €",Heser KG,2017-08-18 14:09:25,pa,2013-10-06,-137.854465,2011-08-10T08:31:26,unten.mov,5d:86:1b:f1:79:9a,5599,desktop-15.hellwig.net,Amerikanisch-Ozeanien,DE,15:00:37,Sardinian
Africa/Bangui,29.878669,"766,04 €",Köster GmbH & Co. KG,1986-01-21 11:19:02,bo,1981-12-05,-110.152051,1984-06-30T11:48:25,Apfel.mov,25:65:76:bd:48:f9,33,db-95.loechel.org,Turkmenistan,DE,20:06:48,Sichuan Yi
Europe/Athens,-19.9459415,"10.783,54 €",Conradi Stahr GmbH,1987-12-28 18:01:15,ayc,2010-09-06,-120.106970,2012-12-06T07:10:19,ich.mp3,90:76:db:40:cc:fe,9508855,laptop-80.meyer.com,Bouvetinsel,DE,23:06:26,Samoan
Indian/Antananarivo,78.592603,"82,78 €",Holt KG,2014-11-20 15:24:16,da,1976-07-01,73.687072,1988-05-25T22:16:04,ob.webm,d6:8f:32:ab:63:04,36517799,desktop-62.langern.com,Australien,DE,00:52:22,Uzbek
Africa/Bamako,48.202624,"7,12 €",Karge Steckel AG,1976-10-28 13:29:41,kok,1996-11-08,-68.639668,1989-05-16T05:11:22,warm.key,fc:d5:e8:87:85:87,7998237,db-56.otto.com,Bouvetinsel,DE,07:54:41,Welsh
Africa/Gaborone,66.181890,"45,99 €",Klingelhöfer Hänel GmbH,2016-04-09 17:21:02,hsb,2010-03-19,76.697154,1973-12-22T05:06:15,weit.csv,56:1c:a8:84:96:5c,360788,lt-76.roerricht.de,Palau,DE,11:46:46,"Sotho, Southern"
Africa/Lagos,-21.400416,"439,13 €",Gehringer GmbH & Co. KG,2020-04-07 18:26:33,pap,1972-07-31,-46.258784,2008-11-25T11:53:07,verstehen.tiff,c8:5e:9b:88:34:2d,525137694,web-70.kusch.com,Belarus,DE,11:26:35,Persian
Africa/Maseru,-63.0836445,"5,88 €",Ehlert Hölzenbecher GmbH,1977-05-06 14:34:14,hne,1990-04-25,126.875889,1979-07-07T18:46:19,gerade.mp3,19:6c:d5:10:32:d1,546258128,srv-19.luebs.de,Republik Moldau,DE,11:28:03,Avaric
Africa/Khartoum,-49.1739935,"9.439,42 €",Kranz AG & Co. KG,1975-10-26 08:17:45,yo,1976-03-31,-148.424948,1999-05-24T14:07:52,machen.gif,f0:5a:bd:ac:6c:da,60,laptop-00.baehr.org,Réunion,DE,22:02:52,Italian
Pacific/Funafuti,19.0291925,"27.097,58 €",Käster Drewes GmbH & Co. OHG,2004-08-18 04:42:50,csb,1975-03-28,112.137205,1972-12-27T19:42:10,ohne.jpg,23:6f:9a:5e:24:29,9584,web-16.lorch.net,Kongo,DE,16:31:36,Sindhi
Europe/Luxembourg,39.5505585,"9,64 €",Hartung,1996-05-29 06:53:04,te,1971-08-06,-73.203333,2016-10-18T12:17:18,man.jpg,75:64:12:4f:51:e6,33896325,laptop-97.weimer.de,Uruguay,DE,12:20:03,Chichewa
Pacific/Funafuti,-11.526192,"6,69 €",Gierschner,1970-10-25 05:13:50,af,2021-03-26,-10.417796,1989-12-28T21:57:36,seit.xls,9a:14:95:e4:b1:b0,561,db-58.speer.de,Demokratische Republik Kongo,DE,16:10:34,Turkish
Africa/Kampala,-74.9423485,"61,83 €",Zänker Jopich Stiftung & Co. KGaA,1980-02-11 06:31:07,pt,1978-03-18,85.239829,2007-01-25T18:50:27,rot.mp3,bb:ef:42:9e:db:1f,2,email-45.noack.com,Gambia,DE,05:32:33,Tajik
Asia/Thimphu,-37.5892425,"59.500,10 €",Preiß Stiebitz e.G.,2006-07-18 08:59:31,ms,1988-10-09,122.562115,1998-02-19T19:12:36,anfangen.avi,15:e4:61:e3:4e:52,65,laptop-42.sontag.de,Puerto Rico,DE,15:00:26,Portuguese
Europe/Helsinki,-58.303302,"94.497,40 €",Zimmer Eberth GmbH,2022-02-17 14:53:02,cs,2004-06-04,-37.485187,2021-08-19T02:24:04,waschen.js,57:35:48:c4:14:da,3066,email-93.kuehnert.de,Chile,DE,01:10:19,Oriya
Africa/Kigali,49.9028305,"3.354,54 €",Wulf GbR,1975-04-30 07:39:45,ml,2014-08-02,158.050560,2021-11-10T08:57:56,wohnen.tiff,7d:de:f9:94:1f:60,15,lt-10.spiess.com,Syrien,DE,13:49:53,Xhosa
Pacific/Ponape,38.7851155,"78,84 €",Reuter,2016-08-05 01:26:35,hak,1989-08-19,102.763998,2010-12-02T11:59:26,Leute.mp4,12:e2:2c:78:e3:3b,667338260,email-75.eigenwillig.com,Vereinigte Arabische Emirate,DE,11:19:37,Pali
America/Bogota,-80.648277,"7,14 €",Roskoth Birnbaum GmbH & Co. KGaA,1976-06-16 14:41:02,sat,1975-07-22,-115.337592,1995-10-24T16:17:06,führen.mp3,4d:df:46:d1:86:2a,421,email-93.kreusel.com,Schweden,DE,06:40:52,Vietnamese
Europe/London,-50.6742645,"79,16 €",Noack,2013-11-10 00:47:58,fur,1981-01-15,128.360548,2019-03-17T23:58:31,kalt.png,5d:82:9c:76:cb:57,7636991,email-07.schaefer.com,Barbados,DE,16:01:32,Avestan
America/Antigua,62.156939,"908,91 €",Zobel AG & Co. KG,2003-04-18 11:53:07,tcy,1979-06-07,147.318708,1987-09-21T04:44:48,gehören.png,cf:83:14:85:ea:3c,36102158,srv-84.bloch.net,Luxemburg,DE,17:45:04,Dutch
America/Dominica,-30.1362915,"1.546,74 €",Ortmann,1991-03-14 09:13:34,uk,2008-10-21,81.590134,1985-07-15T13:02:46,sind.mp3,47:4f:bb:1a:88:e2,707,db-05.wulf.com,Paraguay,DE,17:16:05,Oromo
Africa/Bujumbura,-42.261151,"11,39 €",Henk,2005-12-01 17:02:10,ig,1996-10-09,-126.816346,2000-05-28T06:24:10,sagen.mp4,09:12:3d:f5:f1:c7,290977275,db-56.kroker.de,Isle of Man,DE,00:07:35,Malagasy
Europe/Lisbon,-78.103902,"14,50 €",Junck GmbH & Co. OHG,2009-01-30 00:41:31,zu,2017-01-30,1.586502,1979-07-24T17:43:20,Gott.png,6e:24:ad:f1:d6:e2,43,lt-66.heintze.de,Simbabwe,DE,17:39:19,Twi
America/Lima,-70.2097775,"634,90 €",Salz Hein Stiftung & Co. KG,1984-09-10 03:24:33,ckb,1982-08-10,179.016308,2013-06-22T02:01:51,überall.ppt,53:3e:1d:9f:eb:b2,70277,web-92.haering.de,Gabun,DE,01:24:08,Thai
Africa/Lubumbashi,-31.928711,"6,63 €",Geißler KG,2010-04-20 23:16:00,ia,2006-06-24,159.180513,1990-10-25T22:15:05,und.webm,d5:0e:37:c8:d0:7f,1,laptop-37.stoll.de,Philippinen,DE,16:33:20,Avestan
Asia/Aden,18.4968125,"43,31 €",Hiller,2012-02-26 19:39:27,nr,1979-06-24,79.822242,1985-05-28T03:20:17,als.png,d3:72:53:8f:65:60,5,db-44.kaester.com,Dominica,DE,04:25:23,Icelandic
Africa/Ndjamena,84.589832,"2,86 €",Biggen,2005-05-19 02:01:28,fa,1981-01-11,60.185188,1999-07-01T23:48:29,verlieren.mp4,0e:57:0f:57:6e:1d,28,laptop-20.hahn.com,Belarus,DE,22:49:37,Inupiaq
Africa/Malabo,-21.891225,"72,67 €",Haase Losekann KG,1996-11-21 06:18:01,rw,2013-12-18,76.973318,1978-07-21T18:18:07,Wohnung.avi,ac:08:92:c4:93:9b,35,laptop-23.dowerg.de,Madagaskar,DE,00:45:53,Polish
Asia/Baku,-11.105843,"99,05 €",Rust AG,1986-06-28 21:05:29,zh,1984-07-11,87.229838,2006-07-21T21:01:48,machen.pdf,c5:63:16:27:b2:ab,81432,lt-83.martin.de,Jersey,DE,02:15:53,Cree
Africa/Lagos,-71.6964675,"220,03 €",Kroker Stiftung & Co. KG,2017-09-11 07:41:44,csb,1976-07-04,9.455276,1985-03-09T01:39:36,schwimmen.bmp,a5:3f:9d:14:de:63,322566562,desktop-90.eberhardt.com,Türkei,DE,10:38:41,Sundanese
Europe/Minsk,1.1260295,"1,87 €",Klemt,1981-10-04 23:54:33,nr,2003-04-02,119.241764,2008-08-18T06:28:34,Blume.tiff,c7:aa:2e:51:95:74,5,web-98.hermann.de,Dominica,DE,20:01:52,Latvian
America/El_Salvador,12.8749575,"774,18 €",Gorlitz,2006-12-22 21:20:12,ht,1976-03-07,-84.413130,2011-05-10T10:52:43,sicher.flac,b0:c9:83:5d:08:1f,62798938,email-44.wirth.net,Mauretanien,DE,10:36:06,English
Africa/Djibouti,-6.8492225,"25.107,55 €",Huhn Adler AG & Co. OHG,2008-12-02 08:24:06,hsb,1997-10-26,103.147686,2004-01-07T18:38:38,Zeit.gif,61:1a:83:a6:08:30,53766,email-67.holt.com,Belarus,DE,05:33:19,Maori
Asia/Riyadh,-49.708277,"612,97 €",Pechel,1990-03-09 21:44:58,lv,2014-01-21,-162.074290,2018-03-13T15:22:12,fangen.ods,ba:18:cc:05:c7:73,19365,web-13.flantz.com,Tschechische Republik,DE,23:43:45,Telugu
America/Montevideo,-57.517040,"3,44 €",Graf Scheuermann AG,1974-06-06 12:09:19,ast,2022-06-19,-159.103997,2017-03-28T22:03:53,zwei.tiff,a3:5a:31:1f:d1:6d,170613,laptop-35.plath.net,Papua-Neuguinea,DE,07:16:24,Tahitian
Europe/Vienna,66.2192605,"78,85 €",Stroh,2012-05-06 16:01:21,sat,2007-01-04,27.391576,2013-09-16T17:33:17,kommen.pages,63:25:54:57:c5:ba,9409369,laptop-64.herrmann.de,Zypern,DE,20:39:12,Dutch
Pacific/Fiji,-35.616812,"68.861,22 €",Lange AG & Co. KG,1976-03-11 08:17:25,ar,1978-10-23,-156.770790,1993-05-21T11:36:18,später.gif,c7:66:6a:ca:d6:02,7803,web-61.kabus.com,Bahamas,DE,13:43:22,Oromo
America/Lima,-53.090663,"1.089,06 €",Mangold Stiftung & Co. KGaA,1977-06-24 22:34:39,mhr,2022-05-25,83.207041,1998-04-08T01:40:02,weiter.css,48:e9:35:0f:da:81,469063,desktop-55.muelichen.de,St. Helena,DE,20:01:31,Uighur
Africa/Bissau,49.145470,"4,80 €",Reinhardt AG,2009-03-27 07:45:14,zh,2006-07-07,-69.896171,1998-07-12T10:31:09,Familie.webm,8d:2c:52:4b:2f:76,57916,email-73.beyer.de,Tokelau,DE,13:22:10,English
Pacific/Kwajalein,-73.7264555,"6.118,20 €",Riehl Beckmann KG,2011-07-21 08:03:05,tr,1978-09-09,-95.175397,2014-11-16T16:55:45,auch.txt,79:69:eb:ed:26:87,2,srv-89.bauer.org,Äquatorialguinea,DE,23:55:12,Luba-Katanga
Europe/Zagreb,19.1848055,"5.403,42 €",Kade Schmiedecke e.V.,2012-07-13 10:46:58,an,2018-01-27,-2.879384,2009-11-18T20:22:36,sehr.mp3,97:0b:8f:31:37:65,58306,web-97.schmidtke.com,St. Kitts und Nevis,DE,04:50:07,Maltese
Europe/Amsterdam,56.318478,"0,08 €",Hande,2000-06-29 20:49:43,ti,1992-02-01,59.098282,2021-12-20T01:17:57,Garten.doc,17:93:f5:b2:ac:b7,356,srv-33.eimer.de,Tunesien,DE,00:10:34,Aymara
Europe/Malta,-74.2501285,"67,43 €",Möchlichen,1990-07-12 13:34:09,ak,2000-09-04,10.233209,2022-01-07T21:46:05,viel.png,01:e1:30:81:93:fc,4995767,srv-71.cichorius.de,Vietnam,DE,00:12:34,Japanese
Europe/Brussels,-6.4211755,"949,57 €",Rudolph GmbH & Co. OHG,2011-05-07 21:07:55,fy,2016-10-29,-84.987612,1983-10-22T20:29:09,Jahr.mp4,af:9c:77:bb:27:9a,397,db-05.raedel.org,Tokelau,DE,16:56:52,Indonesian
Pacific/Palau,-32.2903315,"57.303,38 €",Möchlichen Rust AG,1976-07-22 16:48:11,ayc,2016-12-16,85.579814,1983-03-14T00:33:21,Spaß.css,c5:50:c2:a4:1e:ad,767061802,email-11.hess.de,Kambodscha,DE,16:22:02,Kongo
Asia/Bishkek,76.9720505,"3.692,32 €",Schleich GmbH & Co. OHG,2011-02-01 09:58:56,nb,1996-03-08,-87.202104,2007-09-11T02:05:47,Minutenmir.jpg,87:4a:93:d2:2c:50,128948,lt-33.krein.net,Laos,DE,23:26:53,Azerbaijani
Africa/Lusaka,41.2561895,"31.607,13 €",Köster,1973-12-05 17:04:10,sq,1982-12-29,-163.539731,2021-11-21T07:16:21,sonst.doc,b2:5f:eb:6c:64:31,5,lt-26.loewer.de,Georgien,DE,10:42:21,Xhosa
Africa/Nairobi,-62.923881,"197,78 €",Reuter KG,2019-05-17 21:16:38,gez,2001-08-19,35.373546,1972-12-09T09:37:48,Frau.wav,45:89:6b:98:91:ee,51,srv-81.winkler.com,Zentralafrikanische Republik,DE,06:17:27,Nepali
Europe/Prague,-71.7337315,"2.928,98 €",Hoffmann Berger GmbH & Co. KGaA,2017-01-14 08:21:41,nso,1973-03-31,69.358229,2008-04-04T10:23:05,fünf.js,7c:21:7f:6f:0f:34,89669092,web-14.stadelmann.de,Namibia,DE,03:36:46,Inupiaq
Europe/Stockholm,-89.7492305,"596,22 €",Römer,1984-06-25 14:42:45,lo,2003-10-18,77.042723,2016-06-24T03:41:55,rund.js,0b:d7:a8:cf:cb:26,40020,web-69.binner.com,Afghanistan,DE,16:04:54,Ukrainian
Europe/Paris,59.0988565,"2,08 €",Beer,1971-02-25 19:04:04,pt,2002-07-08,-138.402293,1999-10-23T22:41:08,fest.mp3,94:64:57:93:d6:50,86800107,db-90.schinke.de,Aserbaidschan,DE,19:42:05,Catalan
