America/Managua,2020-09-21 07:21:13,10:2d:3b:34:ba:42,Friedli Ltd,ml,"$8,531.98",2014-03-22T17:51:33,Freiburg,8.693281,-22.5379635,Belize,1981-02-05
Asia/Dili,1975-09-25 07:53:12,19:71:1c:d9:b9:4a,Schäfer-Sigrist,li,$51.34,2004-09-17T13:54:16,Suhr,15.123214,81.122930,Moldova,2017-06-07
Pacific/Apia,1999-05-04 07:11:44,f3:0b:c2:e8:fe:95,Hartmann Group,ga,$8.22,1993-01-06T21:41:36,Lutry,-56.002183,30.293037,Cuba,1998-07-21
Europe/Tirane,1992-09-11 07:58:51,ad:94:16:71:7b:67,Graf PLC,bem,"$4,723.15",2006-10-19T13:18:39,Thônex,-76.459909,85.5667345,Bolivia,1993-10-22
Asia/Irkutsk,1998-03-06 20:04:30,7a:40:d0:59:b2:ae,Stettler LLC,pl,$29.54,1990-01-03T00:32:47,Bern,-55.728012,-51.756358,Iran,1992-12-10
Pacific/Kwajalein,2020-02-20 03:37:33,90:77:67:2c:ce:42,"Kägi, Keller and Bieri",cmn,$409.35,2008-05-21T09:55:18,Veyrier,-131.386784,-43.147935,Lesotho,1982-04-08
Asia/Jerusalem,1979-06-16 00:17:03,45:b6:89:f4:2f:c4,Ziegler and Sons,uz,$16.32,2005-01-21T04:37:40,Uster,144.792595,18.113501,Palau,1975-07-01
Africa/Banjul,1986-02-15 23:48:37,46:91:31:c1:f6:1a,"Hofer, Hodel and Brunner",cs,"$5,433.41",2006-10-09T14:20:19,Dietikon,95.550791,-67.9745425,India,1981-02-06
Africa/Conakry,1980-06-30 00:24:42,52:b7:ae:aa:8b:cc,"Hug, Kern and Mayer",wa,"$14,554.90",1973-07-16T21:25:09,Aigle,-81.959982,84.5335285,Syria,2008-07-01
Asia/Amman,1995-08-15 03:32:11,85:13:28:c2:69:24,Lustenberger-Studer,aa,"$2,636.39",1991-01-16T03:03:27,Thalwil,-75.261266,12.646167,Saint Kitts and Nevis,2020-10-13
Pacific/Kwajalein,1972-07-19 18:43:07,99:85:28:21:af:e9,Hauser-Weber,ru,"$46,319.91",2014-02-21T07:33:08,Ostermundigen,91.797600,62.655738,Switzerland,1993-05-28
Asia/Seoul,1981-02-18 16:17:17,2d:cf:0b:9a:30:62,Lustenberger-Berger,nan,$3.46,2000-07-23T02:30:09,Basel,106.032825,6.342893,Sierra Leone,1994-09-30
Asia/Riyadh,2012-12-22 21:44:50,af:26:ed:ac:58:86,Hotz-Frick,is,$7.40,2016-11-14T00:12:50,Sursee,-82.501547,21.041417,Oman,1984-01-31
America/Argentina/Tucuman,2016-10-12 22:56:32,0e:a1:50:fe:00:cb,Iten-Schumacher,bs,$77.32,1992-11-21T11:41:32,Langenthal,129.102899,76.1788735,Iran,2002-08-19
Africa/Bamako,1980-09-02 19:43:31,83:93:fd:3c:bd:45,Stocker-Schumacher,iw,"$65,085.31",1971-10-06T02:47:42,Weinfelden,155.491460,-81.4371655,Haiti,1994-05-08
America/Argentina/Buenos_Aires,1996-06-14 20:50:48,81:cf:de:ad:4c:d1,Aebi-Marti,an,$426.45,1973-02-02T15:54:21,Baden,-148.352305,47.4598125,Moldova,1975-12-06
Pacific/Efate,1972-11-05 13:21:11,6b:70:fa:24:39:9d,"Stettler, Mettler and Suter",sl,"$88,657.72",2001-04-21T21:04:34,Meilen,13.392194,-49.429833,Suriname,1980-04-08
Europe/Amsterdam,1973-10-11 03:03:40,0d:c9:8c:06:84:60,Hoffmann Inc,ayc,$886.53,1996-06-03T19:59:37,Spreitenbach,-83.295371,14.4942475,South Africa,1973-06-20
Europe/Riga,1993-08-19 10:13:16,cf:2b:a4:a5:30:7b,Käser and Sons,bho,"$93,065.94",1973-01-10T10:49:23,Thun,-98.027763,23.0724945,Vatican City,1978-06-06
Africa/Nairobi,2002-07-19 05:49:50,dd:06:5b:85:a0:a0,Thommen Ltd,sid,$79.82,1989-10-22T15:22:58,Oftringen,-45.990344,-46.5828335,Tajikistan,1994-11-22
Europe/Helsinki,2014-06-30 11:01:58,36:1d:7c:e6:08:3e,Hürlimann and Sons,ku,"$21,113.22",1994-05-07T14:14:48,Schaffhausen,-131.099379,-32.784472,Antigua and Barbuda,2002-09-06
Asia/Pyongyang,2012-02-25 06:55:32,23:fc:3b:fc:8d:ab,Küng LLC,tg,$465.28,1974-09-30T19:36:28,Winterthur,-74.475886,-8.2311405,Mexico,1981-10-22
Asia/Amman,1990-02-09 16:29:52,1e:9a:1f:63:84:a7,"Brunner, Martin and Ackermann",is,$883.72,1986-05-11T16:52:30,Amriswil,83.934402,-89.958276,Algeria,2012-07-17
America/Barbados,1975-08-25 14:21:45,ed:aa:cf:56:1b:88,Roth Ltd,bs,"$7,553.87",2004-06-28T08:03:30,Adliswil,98.611929,55.9555535,Kuwait,1985-01-30
America/Bogota,1988-02-07 01:30:45,da:14:34:13:f6:36,"Favre, Egger and Schäfer",raj,$3.37,1997-04-27T18:34:42,Liestal,-55.727696,5.3624305,Angola,2019-02-27
Africa/Lagos,1991-01-27 07:34:13,d6:53:5b:5d:e9:b9,"Müller, Felber and Rey",ts,$4.84,1986-12-05T14:10:24,Davos,70.640849,-28.182030,East Timor,1997-05-26
Indian/Mahe,2020-11-06 06:07:14,81:96:80:09:43:fc,Steiner-Hofstetter,tg,"$27,877.30",1979-06-28T23:52:47,Aigle,-25.038170,-16.496370,Peru,2005-05-25
Africa/Dakar,1975-05-21 22:59:22,72:fb:f7:e1:59:69,"Meister, Lustenberger and Bucher",gv,$3.05,2000-12-20T03:39:15,Kloten,-140.968978,22.6697805,North Macedonia,2011-06-12
Africa/Nairobi,2020-11-25 10:24:51,95:0d:31:f9:d9:b5,Jost-Steffen,cs,"$1,183.75",1998-11-15T11:22:20,Meyrin,-10.431010,31.511877,Guinea-Bissau,1977-07-19
Asia/Kuwait,1977-09-17 09:18:56,8e:08:72:11:cc:22,Schuler-Bättig,sv,$4.81,1972-03-02T11:42:52,Altstätten,155.483201,-33.598395,Mauritius,1983-07-24
Asia/Nicosia,1992-04-16 17:17:43,49:42:b2:e4:94:79,Bianchi Inc,os,"$30,478.67",1971-03-15T02:36:39,Brig-Glis,107.585943,51.316023,Georgia,2021-01-22
Europe/Monaco,2005-09-03 20:18:07,f6:32:85:6f:44:1c,"Ott, Blum and Schweizer",wa,"$3,738.58",2008-05-04T20:31:39,Dübendorf,-67.744284,29.963972,Suriname,2010-07-27
Africa/Algiers,1992-07-10 14:09:45,b7:ad:ff:65:07:10,Rey-Schneider,hy,"$9,274.42",2006-01-25T05:56:48,La Chaux-de-Fonds,-53.081583,26.9487225,Switzerland,1982-02-18
Europe/Warsaw,2019-12-13 03:23:02,3e:91:39:0a:25:c2,Furrer-Winkler,gd,"$8,492.31",1979-12-14T19:36:28,Baden,-142.043796,-19.905881,Kazakhstan,1978-06-26
