hostname,time,country,company,date,bank_country,longitude,language_name,latitude,pricetag,mac_address,language_code,city,random_number,file_name
desktop-93.saeuberlich.de,18:59:49,Guatemala,Käster Beckmann e.V.,1971-03-14,DE,40.951566,Western Frisian,26.2506765,"0,16 €",85:1e:ae:4e:e9:39,lb,Wetzlar,30290116,alt.gif
email-63.benthin.de,02:26:23,Polen,Söding GmbH,1993-04-08,DE,173.129674,Albanian,15.6407665,"9,12 €",44:5f:6e:8b:ee:05,km,Monschau,96,Mann.png
db-80.roemer.de,03:06:04,Sierra Leone,Schäfer KG,2014-10-11,DE,125.502751,Dutch,17.9761355,"1,90 €",03:f6:08:b9:14:7f,bs,Hersbruck,344120,unten.mp4
web-08.speer.de,11:40:12,Cookinseln,Bruder,2007-03-16,DE,-139.404967,Breton,-84.005569,"9.017,35 €",8c:75:00:55:28:de,ks,Tirschenreuth,7194,Schwester.js
email-02.fechner.net,21:05:41,Irland,Buchholz KG,2013-07-29,DE,156.144566,Kurdish,-26.177922,"73.902,99 €",19:84:5f:58:9b:05,pt,Magdeburg,41301,Bild.js
desktop-89.heintze.com,12:11:17,Färöer,Schottin,2018-09-26,DE,38.597168,Chechen,-61.392030,"70.409,64 €",e2:e6:66:5f:b7:37,sd,Niesky,414501154,schreien.txt
web-17.liebelt.org,13:18:53,Slowenien,Dörr,2001-01-01,DE,-80.854570,Hiri Motu,3.289542,"739,06 €",1a:df:a2:ac:9c:61,nb,Neustrelitz,378298,wichtig.flac
email-60.beer.com,16:20:22,Amerikanisch-Samoa,Kabus,2008-05-04,DE,5.528498,Nepali,66.5817715,"60,48 €",b4:30:46:6c:fc:28,my,Pegnitz,63497,Mensch.mp4
srv-10.ring.de,09:58:55,Kamerun,Säuberlich,1980-02-19,DE,-148.863000,Ewe,61.5527995,"4,86 €",1c:99:0e:3f:cf:26,ln,Erbisdorf,5,eigentlich.pdf
db-76.graf.de,02:21:20,El Salvador,Gunpf,1998-02-18,DE,-87.423526,Tahitian,-30.150584,"2,10 €",e5:96:0c:03:0f:22,fr,Passau,2,Junge.xls
web-93.spiess.com,20:06:01,Armenien,Löwer AG,2001-07-25,DE,-170.693652,Norwegian,-60.203519,"47.007,66 €",5a:58:72:d9:57:e0,ti,Rastatt,731471,gesund.flac
db-48.becker.com,02:20:03,Sierra Leone,Steckel,1972-07-25,DE,-63.327148,Kuanyama,84.930973,"13.704,48 €",09:68:e4:83:fe:d0,ber,Riesa,6934797,Dorf.jpeg
laptop-03.mies.de,09:52:25,Serbien und Montenegro,Beer Junken AG,1995-04-29,DE,-113.062683,Xhosa,17.627309,"91.620,10 €",22:cd:6a:29:2f:0b,en,Sangerhausen,173465808,Jahr.mp4
desktop-64.hoffmann.com,06:31:05,Sierra Leone,Budig,1976-08-02,DE,50.882645,Telugu,-54.131762,"2.709,62 €",3e:d6:cf:62:84:96,se,Weißwasser,3928336,sagen.numbers
desktop-99.tintzmann.com,14:44:41,Republik Moldau,Lachmann Fiebig e.G.,1990-06-01,DE,-146.384858,Pali,19.8398095,"5,52 €",d7:4a:bb:e0:20:d3,st,Eichstätt,7,dir.png
web-63.karge.com,13:02:46,Monaco,Freudenberger GmbH,1997-08-30,DE,-75.221194,Walloon,28.678336,"938,89 €",c3:ea:4c:0f:40:38,ru,Wismar,71,darin.xls
desktop-09.neureuther.com,08:00:51,Côte d’Ivoire,Radisch,2012-10-15,DE,10.015702,French,-34.1931105,"1,43 €",fa:1a:a3:cc:00:42,kn,Wittstock,2914,nennen.js
srv-05.weitzel.com,17:55:01,Neuseeland,Gnatz AG,1985-07-27,DE,129.390877,Pali,11.4035305,"78.438,00 €",48:c9:86:7b:5d:24,nr,Jessen,6042395,davon.flac
web-04.meyer.net,17:03:22,Kasachstan,Schenk AG & Co. KG,1992-06-24,DE,-138.680391,Tonga,-42.182650,"51.774,75 €",01:fd:5b:ed:e3:a7,sd,Eutin,5415629,Sonne.css
desktop-51.seidel.de,07:54:07,St. Helena,Oderwald GmbH,2021-07-13,DE,58.620299,Slovenian,77.1332965,"287,51 €",a1:dc:71:e2:1b:10,tl,Schrobenhausen,66699,warum.docx
srv-02.adler.de,19:12:51,Israel,Seifert Barth AG,2021-01-31,DE,93.756684,Estonian,20.4330195,"8.362,12 €",a7:c9:d7:11:dc:16,sa,Pfaffenhofen an der Ilm,80854,gelb.pages
desktop-26.noack.com,18:41:56,Dänemark,Hentschel Scheibe Stiftung & Co. KGaA,1971-09-21,DE,75.650740,Lithuanian,47.463148,"47.034,58 €",61:52:f3:b8:ed:5b,fi,Soest,9856905,es.js
lt-50.stiebitz.org,15:07:22,St. Lucia,Caspar,2003-04-19,DE,-118.549403,Marshallese,-62.585287,"61,40 €",f2:b8:94:1a:01:16,gv,Ludwigsburg,48,Essen.numbers
email-21.baum.net,11:15:57,Heard- und McDonald-Inseln,Butte,2015-02-14,DE,-51.966972,Samoan,-10.7043545,"593,18 €",dc:10:73:ca:cf:d7,bn,Karlsruhe,9005598,ganz.mp4
laptop-15.ullrich.de,20:47:12,Katar,Jacob,1977-06-21,DE,130.840418,Church Slavic,-45.705473,"938,63 €",1f:a6:d8:be:35:ec,mn,Strausberg,79,nächste.mp4
desktop-93.wulf.com,01:01:57,Bosnien und Herzegowina,Wernecke,1996-03-05,DE,109.741240,Gujarati,-21.0331625,"807,73 €",ea:90:e3:09:de:16,hy,Sankt Goarshausen,678298966,gestern.flac
desktop-90.hornich.de,05:30:51,Madagaskar,Fliegner OHG mbH,1971-10-12,DE,-108.351760,Maltese,16.640515,"0,16 €",ca:3a:e2:b6:1a:99,si,Mettmann,1,rufen.pages
desktop-79.herrmann.com,14:31:29,Osttimor,Klotz,1998-11-03,DE,-15.685366,Slovak,-79.0822175,"95.684,38 €",ff:84:55:c8:b1:1e,nb,Staßfurt,224260177,fangen.ods
lt-78.baerer.org,06:56:14,Vereinigte Arabische Emirate,Scheuermann AG,2010-10-09,DE,159.088878,Akan,-64.4527935,"8,68 €",21:ec:00:8b:18:7b,bn,Feuchtwangen,6,über.wav
email-71.hartung.net,14:40:11,Suriname,Plath,1977-02-24,DE,70.153937,Ukrainian,26.8317315,"495,68 €",5e:34:1e:49:17:85,sid,Mettmann,8950,drehen.odp
desktop-11.rohleder.com,03:17:59,Kiribati,Mangold,1973-08-05,DE,-112.978991,Gaelic,-69.709051,"94,52 €",37:97:69:35:c7:92,hsb,Burglengenfeld,94,Küche.gif
email-05.stiebitz.de,21:38:29,Turks- und Caicosinseln,Kruschwitz,2021-01-12,DE,-10.577446,Slovak,85.7274125,"45.745,42 €",1e:5d:25:75:39:c3,hak,Ebern,6,mehr.mp3
lt-67.junken.com,12:17:52,Puerto Rico,Roskoth Budig AG & Co. KG,2006-07-16,DE,-76.664295,Assamese,-9.8696305,"64.839,28 €",a5:55:82:b4:52:ec,ne,Rottweil,1815395,davon.html
email-95.weimer.de,16:24:51,Estland,Sauer GmbH,1988-07-31,DE,-154.793641,Corsican,-84.346586,"12.357,79 €",e3:67:42:ba:e1:16,gl,Greifswald,4444834,schwimmen.flac
lt-26.doerschner.de,06:56:51,Kongo,Zorbach,1995-04-29,DE,37.707854,Greek,62.272906,"2,38 €",00:26:72:62:1e:32,fur,Herzberg,1684739,lustig.flac
laptop-83.speer.com,04:08:57,Dominica,Preiß,1971-06-04,DE,37.025026,Polish,69.610544,"3,22 €",77:e2:61:9e:01:82,sa,Neustadtner Waldnaab,7220602,Stunde.avi
db-26.baehr.net,19:03:36,Kirgisistan,Heinz Patberg GmbH,2003-01-26,DE,29.390396,Latin,71.8081595,"8,43 €",69:ed:f0:9f:b5:3d,raj,Eisenberg,5,schnell.gif
web-95.naser.de,14:31:01,Liberia,Hellwig GmbH & Co. OHG,1998-06-15,DE,-28.199063,Kurdish,64.0919825,"71,62 €",ff:12:76:28:ad:ef,yi,Badalzungen,4,her.wav
web-67.dehmel.org,13:49:40,Albanien,Siering e.V.,2010-02-25,DE,-142.711427,Spanish,-20.601536,"8.838,37 €",14:b7:5b:09:16:66,he,Neustadt am Rübenberge,62879514,schwarz.mov
lt-05.buchholz.net,04:59:24,Osttimor,Junitz Wesack e.G.,2010-03-14,DE,-123.349019,Icelandic,-68.823769,"8.381,43 €",3b:23:1b:f5:10:71,bn,Neustrelitz,98105110,kam.mp4
desktop-01.krause.de,20:11:56,Niederländische Antillen,Beer,2010-04-04,DE,174.624082,Macedonian,39.305647,"4.373,39 €",54:93:09:47:0e:91,unm,Hofgeismar,1,krank.mov
db-38.holzapfel.org,14:29:28,Südafrika,Klemt Salz GbR,1983-10-17,DE,62.981494,Herero,-51.203614,"508,69 €",b3:fc:d6:5c:16:49,shs,Borna,6,sieben.odp
email-64.kitzmann.org,00:57:35,Guinea,Sontag GbR,1979-04-30,DE,-7.943941,Icelandic,42.9965355,"0,75 €",e6:1b:d7:9d:23:2e,bem,Sebnitz,482,gelb.html
db-39.neuschaefer.de,00:21:00,Britisches Territorium im Indischen Ozean,Kambs AG & Co. KG,2000-09-13,DE,119.441449,Panjabi,-67.6950005,"598,35 €",0d:44:9d:35:f5:f0,sq,Erfurt,98439570,fünf.mp3
desktop-95.scheel.com,11:27:54,Thailand,Mangold Dietz Stiftung & Co. KGaA,1981-09-29,DE,80.195781,Javanese,69.8590485,"22,68 €",da:18:9a:37:b3:45,el,Artern,93172157,Hand.ppt
db-68.wulff.org,16:30:14,Mauretanien,Textor GmbH & Co. KGaA,2002-01-21,DE,79.931294,Marathi,-38.172352,"9,37 €",ea:c4:c9:9c:17:f8,ayc,Prenzlau,73439765,beide.doc
email-96.mende.de,10:49:53,Nördliche Marianen,Striebitz,2010-05-31,DE,106.411428,Central Khmer,63.3794005,"77.468,75 €",25:2c:52:94:f7:a3,lij,Hoyerswerda,59,selbst.mov
lt-97.beckmann.com,12:16:11,Libyen,Jessel GmbH & Co. KGaA,1982-06-10,DE,-172.520579,Latvian,68.828433,"6,07 €",98:2b:25:d7:79:bb,ur,Gransee,233332675,lange.json
email-80.linke.com,17:13:44,Aserbaidschan,Kensy Kühnert AG,1991-08-01,DE,161.552932,English,86.444810,"75,23 €",75:d3:54:cb:3c:8a,tig,Pfaffenhofen an der Ilm,9240107,Essen.docx
db-65.gumprich.com,00:04:12,Algerien,Metz,1981-03-11,DE,-31.321505,Abkhazian,80.3071375,"7.940,45 €",b1:67:bc:46:a9:6b,quz,Kemnath,0,nie.mp4
desktop-52.hethur.de,19:58:10,Kanada,Caspar Gute e.G.,1986-05-12,DE,79.336962,Norwegian Nynorsk,53.3191845,"0,15 €",1f:21:bd:db:2a:5f,os,Zerbst,345,Wort.pages
laptop-27.schacht.de,01:49:20,Iran,Fechner,1996-02-11,DE,76.566046,Limburgan,86.6025955,"10,11 €",2d:87:79:87:15:ef,tk,Günzburg,897064971,Monat.wav
desktop-38.lehmann.de,04:37:48,Bahrain,Häring e.G.,1976-10-28,DE,-153.796137,Abkhazian,-73.245913,"5.456,38 €",05:89:7e:68:8e:de,et,Aurich,83,Wiese.jpeg
email-74.bluemel.de,01:36:27,Seychellen,Baum Scheel GmbH & Co. KG,1991-03-14,DE,-49.426338,Ukrainian,-7.1741575,"4.538,36 €",92:7e:e4:48:ec:62,byn,Dachau,390934726,Flasche.jpg
srv-49.trommler.net,09:39:29,Indien,Weimer,2008-12-06,DE,-153.850437,Kurdish,43.1129155,"23.669,66 €",d0:d1:34:bc:a2:49,am,Teterow,30,Stein.png
desktop-33.stey.de,00:34:26,Bermuda,Plath,2018-08-15,DE,129.353949,Bulgarian,60.6193255,"19.140,29 €",b6:18:b9:a4:99:19,ne,Groß-Gerau,2,am.doc
db-65.metz.de,05:25:42,Kongo,Bolzmann,1994-11-25,DE,115.475777,Tagalog,2.154773,"234,79 €",23:98:c2:0e:ca:9c,mt,Ochsenfurt,66690499,Frau.wav
laptop-10.hornich.com,01:34:16,Guadeloupe,Pruschke,1981-04-23,DE,-46.883489,Panjabi,-4.872890,"2,99 €",28:2f:72:6f:48:f1,nso,Staffelstein,80275,trinken.mp3
lt-65.jessel.de,14:00:08,Haiti,Zänker GmbH,2005-12-07,DE,140.897968,Shona,-32.472489,"35,46 €",37:65:cc:5a:a6:2a,ast,Herford,5976,Teller.json
srv-00.salz.de,20:17:52,Britische Jungferninseln,Henck GmbH,1974-02-16,DE,23.736572,Uighur,22.433449,"148,53 €",e3:03:4e:29:02:51,az,Pegnitz,898524410,einfach.mov
lt-58.boucsein.de,23:28:23,Sonderverwaltungszone Macao,Schulz,2002-11-26,DE,-66.934575,Turkmen,-54.674446,"48,32 €",65:0f:b7:14:a3:e2,ln,Ansbach,82290,gab.numbers
lt-68.sontag.com,22:57:56,Falklandinseln,Mälzer,1988-04-27,DE,44.656532,Georgian,-79.8085575,"425,35 €",a7:24:07:08:63:36,ta,Starnberg,83751495,für.gif
desktop-39.mies.net,18:53:33,Norwegen,Radisch Käster GbR,1986-01-08,DE,-127.822491,Slovenian,-89.7293135,"9,13 €",64:b2:46:89:fb:09,nhn,Gütersloh,230780,ins.ppt
email-11.binner.net,18:12:17,Vereinigte Arabische Emirate,Baum Austermühle AG & Co. KG,2015-11-24,DE,-140.370897,Vietnamese,-89.967032,"2.432,93 €",31:63:26:7f:71:a5,id,Sigmaringen,825466181,Kind.avi
email-82.killer.de,03:23:05,Belize,Becker GmbH,1997-03-17,DE,121.859837,Lao,-78.891635,"77.540,11 €",2d:ee:98:a0:4a:e3,kok,Eisenach,97,so.flac
srv-19.etzler.de,03:31:29,Haiti,Peukert Nette GmbH & Co. KG,2003-01-25,DE,166.597505,Fulah,42.772554,"50,26 €",89:a9:bb:dc:c7:72,mg,Borna,685,lieb.ppt
lt-02.salz.de,08:15:25,Ukraine,Holt Stiftung & Co. KG,1981-08-06,DE,-21.516663,Abkhazian,61.2172405,"637,08 €",49:7d:7e:ea:88:4b,af,Dresden,82252,dort.odt
db-33.rogge.com,10:29:06,Haiti,Weitzel,2018-03-21,DE,-54.219845,Cree,50.7029795,"32.852,57 €",f9:a2:80:84:04:5a,st,Osterburg,3692773,tun.jpeg
db-80.rosenow.com,17:59:02,Argentinien,Gute AG,2012-04-08,DE,70.427541,Swedish,-69.7321385,"0,56 €",e1:15:b6:26:22:8e,gd,Nordhausen,777,eigentlich.bmp
db-89.jessel.org,03:43:28,Frankreich,Söding Huhn AG,2011-01-30,DE,84.393199,Hiri Motu,45.4211405,"91.327,70 €",4b:7e:96:2e:8a:4b,bs,Hettstedt,433,nass.json
laptop-13.wieloch.de,05:17:44,Malediven,Bonbach KGaA,1983-09-19,DE,-94.097503,Tatar,-67.950472,"431,40 €",11:fb:27:31:ba:1d,uz,Ebersberg,332,Herr.jpeg
web-18.mude.com,17:57:16,Tunesien,Kaul Hellwig e.G.,2008-08-10,DE,-30.079667,Galician,39.904958,"2,78 €",bd:7f:bc:99:91:0f,eo,Germersheim,72,Bauer.odt
srv-64.schacht.org,23:21:29,Südafrika,Bohnbach GmbH,1970-04-08,DE,-95.756575,Romansh,-28.2301565,"92.771,74 €",99:2c:1d:89:90:d5,br,Arnstadt,37,fest.js
db-62.budig.de,20:18:30,Ägypten,Klingelhöfer Sontag AG & Co. KGaA,1990-04-16,DE,2.745285,English,71.150533,"71.971,09 €",42:ab:55:43:7a:18,el,Finsterwalde,66,lustig.mp4
lt-92.stolze.org,04:39:39,Uruguay,Fritsch GbR,1994-10-12,DE,-23.775582,Polish,-32.756287,"6.769,95 €",de:b9:ab:c3:b5:14,pa,Greiz,7051,von.gif
desktop-78.kruschwitz.de,14:53:42,Ägypten,Butte,2010-09-25,DE,-166.463720,Yiddish,82.7073995,"5.383,51 €",93:05:3a:08:77:5f,nn,Sankt Goarshausen,3202,genau.wav
lt-40.budig.net,18:43:45,Haiti,Haering Jacobi Jäckel GmbH,2009-02-07,DE,118.211686,Xhosa,-2.2444945,"84.524,01 €",3b:2d:09:4d:09:d9,eu,Eckernförde,580958633,Stein.jpeg
desktop-20.holt.de,10:42:15,El Salvador,Lindner Ritter OHG mbH,1979-06-18,DE,96.242024,Fijian,-35.330491,"3.803,13 €",38:59:23:f1:5e:b4,fa,Meißen,116,finden.html
laptop-89.kramer.de,04:44:39,Litauen,Oderwald,2005-10-11,DE,-57.947963,Romanian,-71.0824355,"4.535,81 €",4e:da:00:ae:98:81,fi,Tübingen,868521,her.png
srv-01.heydrich.com,01:27:26,Ägypten,Staude,2012-11-24,DE,107.147952,Kashmiri,49.892049,"746,49 €",0c:da:6e:64:41:66,ja,Haldensleben,2,letzte.wav
lt-86.kraushaar.de,07:51:27,Heard- und McDonald-Inseln,Zänker GbR,1988-10-31,DE,129.918143,Bashkir,21.064502,"4.750,89 €",6d:7d:85:3d:f8:af,bg,Altötting,3,daran.xlsx
desktop-96.foerster.net,08:22:15,Bhutan,Nette Sölzer KGaA,1972-09-17,DE,-55.708642,Latin,11.7469005,"95,41 €",52:f8:81:c4:bf:47,hy,Delitzsch,8789,Woche.pdf
lt-84.patberg.org,05:37:22,Malediven,Möchlichen Wulf GmbH,1999-05-17,DE,-65.369344,Nauru,-54.9311875,"58,98 €",77:d7:0e:fd:be:34,si,Staffelstein,3337,zeigen.xlsx
lt-32.maelzer.de,03:18:33,Vietnam,Geisler,2022-05-03,DE,45.163277,Basque,-34.0679635,"754,82 €",a3:a1:75:3a:33:f1,gez,Meiningen,913,fahren.css
srv-23.juncken.org,06:02:19,Eritrea,Mielcarek,1972-03-23,DE,65.078451,Hindi,-62.311196,"7.623,51 €",66:b9:35:54:04:47,mk,Rochlitz,352,leise.pdf
lt-33.hethur.net,18:34:32,Guam,Hertrampf OHG mbH,2006-03-13,DE,-34.685149,Chamorro,-36.5526085,"280,85 €",79:ab:8e:ba:a6:61,or,Seelow,6,fest.pages
web-35.kaul.com,23:52:27,Salomonen,Beyer e.G.,1974-04-03,DE,109.523206,Kikuyu,45.2780245,"6,49 €",3b:36:16:1d:79:7c,my,Sigmaringen,5416851,Schüler.xlsx
email-67.dippel.de,15:27:34,Kokosinseln,Weinhage,2015-02-28,DE,145.015974,Tibetan,-79.5762845,"673,53 €",0a:85:54:49:e8:25,ru,Ebermannstadt,597196,rufen.flac
email-13.sontag.de,23:56:41,Tuvalu,Briemer GbR,2012-09-21,DE,178.802396,French,44.716781,"4,57 €",a1:43:6f:58:53:cd,wa,Dessau,682266895,jeder.mp3
desktop-61.becker.de,05:14:40,Neukaledonien,Klemt Anders OHG mbH,1976-08-01,DE,-86.759507,Azerbaijani,-13.284297,"22.965,89 €",5d:a7:0a:1d:9d:83,apn,Wetzlar,43692757,überall.key
email-29.binner.de,01:40:56,Niederlande,Mälzer GmbH & Co. KGaA,2003-08-19,DE,-29.766353,Swati,77.192905,"61.713,03 €",2d:46:c6:4b:ec:43,tl,Moers,5350448,natürlich.jpg
srv-32.christoph.de,15:59:48,Aruba,Hoffmann GmbH & Co. KGaA,1974-09-14,DE,171.188040,Kuanyama,-0.068643,"16.996,99 €",ee:bf:37:5b:af:02,yo,Staßfurt,621768,bekommen.mp4
laptop-38.graf.de,06:35:02,Philippinen,Berger,1984-06-03,DE,156.895020,Sardinian,-65.1880335,"67.519,59 €",54:5d:63:59:1f:c5,wae,Wolfratshausen,5512,schreien.js
db-50.muehle.org,06:53:59,Oman,Bruder KG,1976-06-15,DE,138.000693,Burmese,-30.156604,"9,38 €",af:d2:12:94:f2:ca,so,Miltenberg,48566773,schwarz.png
srv-54.werner.de,10:17:37,Bahamas,Benthin GmbH & Co. KG,2018-01-18,DE,179.270238,Hebrew,31.1865645,"6.085,63 €",be:65:3e:a3:24:7c,ro,Karlsruhe,467,ins.html
lt-04.hoffmann.de,02:52:36,Äquatorialguinea,Mentzel,1988-02-08,DE,-132.219606,Luba-Katanga,43.2290095,"34.349,30 €",dd:17:ff:10:57:19,ht,Berchtesgaden,32421182,langsam.pages
web-39.aumann.net,09:20:43,Nicaragua,Rohleder Sauer AG & Co. OHG,1990-08-21,DE,-166.126584,Greek,-31.1596955,"6.449,24 €",0d:7e:12:3f:91:d6,shs,Neustadt am Rübenberge,20367,dafür.wav
db-76.heuser.com,11:51:06,Irak,Wiek Segebahn GmbH,2017-04-11,DE,31.279020,Azerbaijani,-44.1859395,"583,22 €",50:97:3d:b9:0b:79,ia,Hannover,75174,kommen.flac
desktop-99.meyer.de,16:24:27,Grönland,Müller Becker AG,2006-08-03,DE,165.437177,Dutch,81.4835805,"8,78 €",a8:69:d5:7c:4b:e6,gd,Zerbst,3361971,hier.wav
srv-95.gunpf.com,17:56:04,Indonesien,Segebahn,1988-11-30,DE,101.655263,Greek,-66.243623,"164,28 €",42:78:10:6b:e4:3e,ru,Gießen,718936,Rad.odt
srv-74.reinhardt.com,21:02:31,Tuvalu,Scheel Vollbrecht KG,1997-01-07,DE,-39.816964,Yiddish,-30.758338,"9.167,57 €",a9:b4:b5:a2:07:ad,nb,Berchtesgaden,62,rot.flac
laptop-31.langern.de,16:02:57,Frankreich,Ruppert Loos GmbH & Co. KG,2021-07-01,DE,-89.282224,Norwegian,4.443786,"76,16 €",c8:5f:c2:a2:94:9a,unm,Sonneberg,9394704,wohl.odt
lt-40.riehl.org,19:21:59,Dänemark,Freudenberger,2019-08-26,DE,-127.272717,Western Frisian,71.6336245,"92,41 €",9f:ba:f0:8e:95:2a,the,Meiningen,1522820,hat.csv
db-66.mende.de,07:53:25,Laos,Lange GmbH,2014-06-01,DE,126.754676,Avestan,-14.859625,"41.575,42 €",ba:84:ee:29:ef:97,tg,Stollberg,41531266,Geschichte.odt
email-57.trupp.de,23:24:22,Luxemburg,Radisch Kade e.V.,2023-04-10,DE,-88.573577,German,-27.504663,"95.870,72 €",0b:8f:d2:3c:1e:46,niu,Böblingen,56586815,Papa.wav
lt-11.schaaf.com,18:00:12,Bhutan,Weiß Pärtzelt KG,2019-11-08,DE,-142.345656,Marathi,-47.202833,"3.301,87 €",2d:4d:92:3f:e1:3e,lb,Lüneburg,860554,Geburtstag.flac
laptop-74.juncken.de,21:10:05,Salomonen,Kaul Trupp GmbH & Co. KG,1991-02-26,DE,-7.516001,Latin,-62.285799,"3,57 €",98:3e:9a:95:18:77,ku,Grimma,1407,Rad.ppt
laptop-82.hamann.com,23:20:01,Puerto Rico,Keudel GbR,2015-01-06,DE,155.069200,Bambara,13.3714645,"84.058,95 €",ee:7a:c2:16:32:09,oc,Ahaus,1,Milch.txt
srv-50.huebel.org,08:12:24,Nigeria,Schüler Jockel GmbH & Co. KG,2021-06-08,DE,118.263172,Swedish,-85.1413425,"14,80 €",38:3f:f7:ac:55:82,fa,Jena,401028,Weihnachten.csv
desktop-73.adolph.de,03:31:23,Tunesien,Preiß,2009-07-26,DE,-18.692750,Pushto,16.159214,"457,44 €",6d:34:43:72:ef:82,hr,Sangerhausen,5,müde.doc
email-49.haering.de,23:30:45,Dominikanische Republik,Geißler GmbH & Co. KG,1989-07-26,DE,-83.228800,Welsh,-65.4002485,"16.456,90 €",8b:4b:92:f0:2a:e4,ber,Osterode am Harz,66,Weihnachten.mp3
email-39.huhn.com,23:29:58,St. Martin,Jopich,2013-03-13,DE,-63.605484,South Ndebele,49.9174295,"659,92 €",b8:d7:74:80:6a:7c,bs,Melsungen,858,los.mov
lt-24.troest.com,10:46:30,Salomonen,Birnbaum,1994-08-04,DE,88.871440,Tatar,-9.4797915,"5,45 €",cb:c0:e6:a1:e0:54,ga,Steinfurt,323002,Brief.json
laptop-65.trapp.org,13:52:46,Marokko,Riehl,1986-03-01,DE,-86.012531,Vietnamese,-62.3790235,"76,67 €",da:b9:db:4f:79:c5,ja,Aurich,6,früher.avi
lt-18.raedel.com,09:00:33,Südgeorgien und die Südlichen Sandwichinseln,Barth OHG mbH,1981-10-17,DE,45.203931,Ossetian,-0.3554925,"29,07 €",b4:66:93:a2:94:9a,am,Hohenmölsen,3898970,doch.mp3
lt-35.kusch.org,19:07:07,Neuseeland,Ditschlerin Hövel GbR,1988-01-27,DE,48.984807,Persian,85.0488635,"660,10 €",f6:e2:81:f6:08:ca,cmn,Nauen,2516083,hören.flac
srv-04.gotthard.de,07:22:29,Salomonen,Mülichen e.G.,2005-02-09,DE,7.612386,Bashkir,64.058239,"9.823,40 €",52:f2:16:71:c2:70,ml,Tecklenburg,8,ihn.csv
db-99.bluemel.org,23:23:28,Deutschland,Ebert,1988-02-01,DE,86.448663,Finnish,35.938490,"967,23 €",45:e9:5d:2b:06:51,mk,Bad Liebenwerda,6219,Geld.wav
desktop-63.nette.com,12:36:44,Slowakei,Ruppert,1976-11-19,DE,66.791636,Greek,-5.625753,"50,29 €",0a:41:5f:c0:c8:00,th,Witzenhausen,820658,Berg.avi
email-65.schmiedecke.com,13:24:20,Amerikanische Jungferninseln,Römer,2013-03-29,DE,-77.974601,Kannada,-73.329422,"33.458,40 €",5d:27:cf:e0:f9:26,ig,Miltenberg,12382426,nennen.csv
laptop-18.hartmann.de,12:01:28,Bahamas,Hänel,1972-12-30,DE,99.295805,Tswana,-71.1301135,"76,90 €",42:9b:03:67:4f:3d,sl,Artern,508,fallen.mov
email-16.doerr.com,23:31:18,Liberia,Zobel,1983-11-18,DE,91.568171,Afrikaans,-23.1035495,"473,63 €",8f:65:28:6c:39:c6,an,Brandenburg,99857,also.wav
srv-42.rohleder.de,08:59:03,Somalia,Gieß GmbH & Co. KG,1978-10-25,DE,166.320565,Irish,23.9080185,"24.093,09 €",99:77:c2:0b:83:29,ln,Eutin,23290,Fenster.wav
lt-42.ullrich.com,23:26:57,Burundi,Pruschke Klingelhöfer KG,1970-10-14,DE,-56.287506,Zhuang,-23.937947,"7.273,82 €",ff:33:8a:9b:d0:fc,nn,Wertingen,5131631,über.odp
srv-02.stoll.de,02:05:30,Sonderverwaltungszone Macao,Otto AG,2011-11-12,DE,21.156407,Telugu,21.550112,"7,88 €",b1:31:cc:aa:75:58,sa,Spremberg,300639,Bett.odp
web-40.davids.de,01:57:42,Vatikanstadt,Bonbach Kade GmbH,2007-08-11,DE,-158.151546,Welsh,64.1903705,"37.263,63 €",e6:0b:82:c8:b1:b0,tt,Osterburg,2,wünschen.webm
desktop-72.drubin.org,23:15:41,Uruguay,Dehmel,2021-12-12,DE,-107.983725,"Sotho, Southern",80.745727,"163,75 €",6d:38:ec:6b:01:5f,ak,Passau,7687846,Stein.js
srv-57.hoelzenbecher.de,08:30:59,Belgien,Hiller,1993-09-09,DE,0.810751,Finnish,23.6176625,"328,40 €",2d:69:ef:07:9c:64,ha,Wertingen,751806,dafür.wav
desktop-21.hoefig.de,15:05:09,Kolumbien,Ullmann,1981-08-25,DE,-14.844964,Arabic,9.215262,"5.161,10 €",be:2f:a9:13:7e:28,ks,Greifswald,409,Milch.ods
lt-27.mies.de,20:48:50,San Marino,Hellwig Schweitzer AG,2007-05-01,DE,130.790779,Luxembourgish,-62.416142,"9.503,78 €",96:64:49:30:d5:3e,el,Artern,8,Loch.wav
srv-04.baerer.net,02:57:53,Litauen,Thanel Zimmer e.G.,1978-07-18,DE,-72.055979,Xhosa,80.579504,"87.606,01 €",c4:0f:d8:a3:00:08,uk,Bayreuth,88886930,nein.js
db-87.bien.com,01:30:11,Serbien,Zänker KGaA,1995-09-29,DE,76.690462,Galician,-66.546230,"942,54 €",5b:e9:b0:3d:8d:07,az,Badoberan,91,klettern.mov
lt-87.dussen.de,10:20:55,Portugal,Ullrich,2001-03-02,DE,-93.750197,Aymara,51.7576995,"27.206,92 €",c3:06:d0:b6:33:4e,ht,Sömmerda,536073081,Klasse.pdf
srv-85.nette.org,22:14:17,Estland,Gotthard,2022-05-17,DE,107.840422,Czech,13.060158,"445,49 €",18:a4:ec:96:68:d8,sd,Grimmen,629012,Leute.mp4
