iso8601,pricetag,company,timezone,language_code,date,date_time,file_name,country,city,latitude,bank_country,hostname,mac_address,random_number
1994-08-11T12:47:16,"3,56 €",Hellwig,Asia/Nicosia,os,2004-05-23,1979-11-12 21:27:33,durch.webm,Seychellen,Prenzlau,-68.2868985,DE,lt-77.metz.com,5e:01:32:86:61:36,465443
1975-11-23T16:18:22,"7,05 €",Trubin Kühnert GmbH,America/Dominica,ug,1990-12-21,1991-01-07 15:46:44,Bild.xlsx,Taiwan,Gräfenhainichen,-83.606432,DE,srv-17.warmer.de,d8:54:08:44:ce:f6,7655903
1996-03-31T06:19:10,"7.796,96 €",Gierschner Stiftung & Co. KG,Asia/Vientiane,et,2004-11-19,2007-11-27 18:59:58,vielleicht.odt,Montserrat,Stade,47.6544645,DE,email-50.walter.net,18:88:6b:df:03:d5,114656
1988-06-23T06:03:57,"850,37 €",Thies,Africa/Ouagadougou,sc,2021-11-13,1978-06-20 09:48:32,drei.avi,Andorra,Leipziger Land,37.796324,DE,email-25.franke.org,39:11:ce:5a:98:3d,3
2008-11-26T06:29:02,"567,75 €",Becker Scholz KG,Europe/Paris,gv,1986-01-03,2010-04-05 12:41:16,haben.csv,Grenada,Donaueschingen,36.4375595,DE,desktop-12.finke.com,f4:aa:eb:5d:30:3c,597557
1974-08-11T11:17:13,"3,66 €",Niemeier AG,Asia/Jayapura,cy,1986-07-18,2013-06-26 20:33:58,Ende.avi,Lettland,Senftenberg,51.594601,DE,srv-92.bender.de,6c:13:b9:0f:4b:e6,16
1979-11-01T19:45:57,"77.106,34 €",Bohlander GmbH & Co. OHG,Africa/Libreville,the,2008-02-26,2011-01-28 19:11:46,hören.png,Schweden,Calw,-55.909496,DE,lt-71.steckel.de,b1:ba:2e:26:2c:d5,34
1981-07-08T04:10:21,"69.497,87 €",Hermann,Pacific/Efate,sq,1974-07-15,2008-03-02 11:03:34,spielen.webm,Indonesien,Brandenburg,-55.732840,DE,desktop-07.mude.de,70:fa:43:b3:96:5e,6526945
2021-03-26T21:51:46,"21,88 €",Gieß Scheel GmbH & Co. KGaA,Europe/Vienna,nb,2019-04-20,2001-12-23 20:52:05,merken.wav,Wallis und Futuna,Germersheim,64.3095075,DE,email-45.schmiedt.com,93:fd:4a:9e:88:55,963
1995-09-09T20:42:20,"51,44 €",Häring Wernecke Stiftung & Co. KG,Europe/Sofia,ky,1978-06-23,1978-11-29 12:45:25,voll.flac,St. Kitts und Nevis,Badoberan,-28.190945,DE,lt-40.mohaupt.de,07:41:a9:9b:55:4e,85936000
1984-11-22T22:01:11,"8,03 €",Davids Drub GmbH & Co. KGaA,Europe/Stockholm,mt,2003-01-18,2005-02-07 17:15:15,sie.bmp,Kanada,Hammelburg,34.6535705,DE,desktop-48.krause.de,62:ea:b0:25:0d:8a,8437
2019-04-26T07:56:58,"696,15 €",Möchlichen Trüb Stiftung & Co. KG,Africa/Niamey,wae,1975-12-18,1985-08-03 21:35:28,Essen.csv,Iran,Kusel,22.333966,DE,web-04.mude.net,f5:ff:28:dd:9c:ba,943944467
1987-08-03T12:11:29,"7,40 €",Lorch Scholz GmbH,Asia/Beirut,brx,2006-06-26,1997-05-24 08:58:33,Papa.mp4,Äquatorialguinea,Mallersdorf,54.8029025,DE,desktop-35.dietz.de,9c:df:86:c1:32:22,2
2005-12-23T01:20:35,"53,79 €",Jähn Ackermann GmbH & Co. KGaA,America/Paramaribo,ug,1978-10-03,1981-12-27 07:28:15,sind.mp3,Philippinen,Viersen,85.1367045,DE,desktop-07.weihmann.de,01:69:0c:59:f6:88,1
1983-04-17T07:33:39,"2.827,87 €",Schweitzer Gunpf GmbH & Co. KGaA,Asia/Nicosia,kl,1975-12-30,1985-05-14 18:45:57,Geburtstag.wav,Irak,Starnberg,50.170659,DE,desktop-87.hellwig.de,27:ca:f8:74:df:c0,7
1977-11-18T01:17:07,"86,01 €",Ullmann,America/Shiprock,ayc,1974-05-03,2016-02-08 09:49:05,heute.xlsx,Bouvetinsel,Lüneburg,1.0394475,DE,lt-88.wiek.com,5a:71:46:34:b8:f5,52283589
2011-12-21T13:08:13,"5,59 €",Karz Ruppert AG,Europe/Riga,sw,1976-05-20,1976-04-27 06:13:27,heiß.csv,Burundi,Soltau,31.0130685,DE,desktop-34.poelitz.de,2e:26:da:b9:a6:cc,37
1992-03-21T03:32:15,"166,22 €",Karge Stiftung & Co. KGaA,Pacific/Port_Moresby,rw,2008-09-11,1973-02-10 20:45:46,lustig.csv,Laos,Gera,66.253925,DE,web-53.roehricht.de,3e:bb:a0:b4:fe:be,8
2004-08-10T13:18:43,"2,19 €",Ditschlerin,Africa/Gaborone,tt,2021-07-10,2020-12-11 23:53:12,Arbeit.mov,Österreich,Säckingen,-71.859883,DE,desktop-96.hering.de,1e:ab:96:e9:4c:54,121492
2003-03-21T01:32:49,"756,06 €",Hornich Scheuermann GmbH & Co. KG,Pacific/Easter,nn,1971-11-30,1980-09-30 20:42:38,Baum.gif,Sri Lanka,Potsdam,-40.4386655,DE,web-12.klingelhoefer.de,38:48:07:1d:65:02,4574
1984-10-08T01:38:39,"1,88 €",Schleich Mangold GmbH & Co. OHG,Africa/Bissau,yi,2017-02-12,1978-03-18 07:01:30,kein.wav,Heard- und McDonald-Inseln,Brandenburg,-33.231403,DE,web-62.taesche.com,bd:86:f0:2f:2e:43,0
1995-03-06T16:01:45,"622,19 €",Thies,Europe/San_Marino,wae,2011-07-04,2002-07-22 09:47:04,Zeitung.bmp,Jordanien,Angermünde,82.294883,DE,laptop-86.kusch.com,d4:42:61:83:80:60,679509
2001-06-19T07:57:37,"4.570,94 €",Oestrovsky,Europe/Warsaw,mt,2020-03-27,2004-09-06 02:36:51,Platz.numbers,Niger,Scheinfeld,-50.1968185,DE,desktop-89.drub.de,61:a0:57:36:4b:76,3
1978-07-13T04:13:41,"901,76 €",Täsche Schmiedecke Stiftung & Co. KG,Asia/Kuwait,si,2001-06-02,2002-06-27 21:45:10,müde.html,Vanuatu,Geithain,58.1888215,DE,web-27.mohaupt.com,54:dc:c2:df:79:8b,4586517
2004-02-02T02:49:34,"78,23 €",Roskoth,America/Argentina/Buenos_Aires,am,2017-02-03,2022-08-20 23:44:11,doch.key,Marokko,Luckau,-30.4561985,DE,email-30.jacobi.net,f7:15:46:53:1b:11,1363
1988-05-09T05:06:23,"66,14 €",Jockel,Asia/Kabul,sc,2016-01-23,2009-03-20 02:18:24,Klasse.mov,Rumänien,Schrobenhausen,23.5181735,DE,web-87.soeding.com,28:f0:7f:ca:c6:f3,53482
1998-12-21T11:00:06,"6,71 €",Seifert Jüttner GbR,Africa/Nouakchott,wae,1997-02-28,1981-03-26 13:15:21,heißen.jpeg,Serbien,Roth,-54.856560,DE,db-87.sontag.de,85:44:8f:9c:52:24,4761
2009-10-27T21:55:08,"582,10 €",Dippel,Atlantic/Reykjavik,gv,1983-02-24,1982-04-20 10:16:26,fest.mp4,Nigeria,Lüneburg,9.483236,DE,laptop-22.ullmann.com,a1:9a:7d:7a:84:87,34407449
2009-02-13T13:51:18,"7,86 €",Schacht Dörr AG,Europe/Rome,sk,2013-03-27,1973-10-26 10:31:44,müde.xls,Kolumbien,Marienberg,23.894316,DE,laptop-61.sager.de,51:43:17:2b:be:f1,57902
2013-05-10T10:54:27,"495,88 €",Finke e.V.,Europe/Helsinki,wae,1977-04-03,1987-03-22 06:23:45,damit.pages,Guinea-Bissau,Marienberg,-16.071627,DE,email-37.stumpf.net,c9:2e:19:18:8c:db,8
1994-05-13T20:04:51,"2.344,27 €",Wagner Finke OHG mbH,Asia/Thimphu,sw,1990-02-27,1984-12-30 21:37:17,reiten.wav,Tansania,Saulgau,78.501731,DE,lt-32.bohnbach.net,e9:9b:99:98:53:b1,41793
2005-11-16T12:43:15,"18,99 €",Graf,America/Guyana,quz,1992-11-02,2018-06-27 19:28:56,unser.html,Neuseeland,Mellrichstadt,-27.7998005,DE,email-25.barkholz.com,0e:32:73:3c:6d:8e,2
1991-07-18T01:07:23,"52,65 €",Börner,America/Nassau,cy,2002-12-05,1983-08-29 11:34:40,zehn.wav,Puerto Rico,Vohenstrauß,67.785336,DE,desktop-64.hermighausen.de,6b:2c:0d:74:0e:0d,49058251
1988-06-13T04:30:36,"377,88 €",Klemm Beckmann KG,Europe/Riga,sq,1986-11-07,2013-05-07 22:47:41,gesund.jpg,China,Berchtesgaden,60.409350,DE,laptop-42.luebs.net,7d:7d:9a:8c:00:83,51
1992-07-06T21:56:42,"685,39 €",Jäntsch,Asia/Beirut,ayc,2005-11-10,1981-09-23 14:49:35,Blume.html,Indonesien,Eilenburg,-41.797895,DE,email-82.pohl.org,27:dc:2d:4b:e7:65,892618
1975-12-08T22:06:40,"2.862,06 €",Sauer GmbH,Europe/Amsterdam,ml,1996-12-18,2010-07-13 09:24:32,her.csv,Palästinensische Gebiete,Beilngries,-81.426707,DE,srv-12.faust.com,ed:e7:6a:f8:d7:a4,11305
1996-12-20T07:54:46,"121,89 €",Geisel,Pacific/Apia,sv,1998-11-07,1991-07-17 06:11:34,hier.pages,Äthiopien,Malchin,88.083149,DE,db-96.conradi.org,12:aa:72:ca:e8:cf,1
1990-06-12T02:50:57,"39,62 €",Rose KG,Europe/Tallinn,so,2016-12-01,2000-06-25 13:49:52,können.mp4,Turkmenistan,Dresden,3.2873035,DE,db-72.patberg.com,5f:86:20:ae:78:f8,942848
1990-12-20T19:01:50,"80,02 €",Fiebig,Asia/Choibalsan,ig,1993-04-11,1976-08-14 10:44:16,vorbei.flac,Marshallinseln,Uffenheim,36.6171635,DE,web-31.schmidtke.net,a6:98:bb:58:57:74,522016
1991-12-11T17:44:27,"16,97 €",Hendriks AG,Africa/Kampala,wo,1992-08-11,2007-03-21 05:17:39,wie.wav,Belize,Hohenstein-Ernstthal,-60.764338,DE,db-37.wiek.org,a7:48:f2:41:72:38,81071272
1991-02-14T21:09:27,"48.070,76 €",Berger Weinhold GbR,America/Nassau,shs,2001-12-31,1998-08-10 13:20:22,holen.gif,Jordanien,Günzburg,-46.143323,DE,db-32.rosenow.com,ce:9c:f7:52:cc:e8,702
1983-12-09T22:56:59,"6,99 €",Preiß,America/Santo_Domingo,ce,1970-10-10,1999-09-11 14:40:47,Stück.css,Seychellen,Gräfenhainichen,42.9215545,DE,email-21.oestrovsky.com,28:58:38:d9:28:29,2
2008-12-24T06:11:29,"8.510,51 €",Bonbach GmbH & Co. KGaA,Asia/Muscat,mhr,2006-12-22,1983-04-07 07:06:25,Schwester.flac,Libyen,Eberswalde,-63.6576435,DE,lt-01.seidel.de,fb:d6:4c:70:e7:62,9886440
1999-05-16T18:45:37,"17,18 €",Roskoth,Asia/Urumqi,km,1981-04-25,1998-07-23 19:49:05,oben.json,Swasiland,Wismar,43.0593535,DE,lt-48.kaester.com,7b:6f:c5:38:c0:76,656215
2019-08-12T00:22:58,"68,47 €",Klingelhöfer,Europe/Belgrade,om,1988-08-04,1974-06-06 03:04:01,drei.mp3,Cookinseln,Crailsheim,69.118323,DE,srv-09.schleich.com,8d:f3:ad:88:72:6e,411545
2006-09-17T15:30:23,"9.667,38 €",Pruschke Bolnbach KGaA,America/Santo_Domingo,lzh,2009-05-05,1995-05-07 04:42:15,Ferien.txt,Uruguay,Dresden,77.3102975,DE,db-07.adler.de,ed:46:af:c2:df:79,6632
1980-04-10T11:11:37,"328,59 €",Hornig,Africa/Algiers,lv,2014-11-27,1993-10-03 14:58:00,kann.json,Palau,Hansestadttralsund,-10.106319,DE,web-11.bohnbach.com,f2:9e:88:f9:a5:3f,28967
2014-09-06T13:52:27,"2,25 €",Heinrich GmbH & Co. KGaA,Europe/Istanbul,ro,1973-12-25,2021-11-26 06:52:32,hier.gif,Äquatorialguinea,Fürstenfeldbruck,37.7422565,DE,srv-14.scheibe.de,e9:fa:d2:51:46:01,12793
1990-01-13T03:47:40,"5.393,16 €",Zirme Hethur e.G.,Asia/Kuala_Lumpur,the,2014-10-23,1977-12-15 17:42:33,werden.avi,Kamerun,Strasburg,-80.2210475,DE,desktop-57.kambs.net,80:95:5f:27:bd:df,292882
2016-12-05T18:50:17,"5.214,43 €",Franke Vogt GmbH,America/Monterrey,os,1975-01-31,2015-12-29 16:07:13,nächste.flac,Mongolei,Chemnitz,-77.9745865,DE,desktop-98.schweitzer.com,bd:1c:a2:1b:dc:ef,4585890
1985-04-21T14:43:17,"470,47 €",Trommler Bolzmann KG,America/Guatemala,ne,1976-07-05,2017-12-23 19:10:29,freuen.bmp,Chile,Arnstadt,57.1114865,DE,web-59.gehringer.com,53:02:2e:6c:64:e9,29210690
1986-10-09T16:57:17,"75.262,81 €",Henck Käster GmbH & Co. KG,America/Grenada,quz,2005-07-10,1981-04-04 14:20:53,fest.mp4,Aruba,Aachen,-14.066270,DE,lt-47.luebs.net,c6:f7:ad:ec:63:35,2754135
1987-03-12T15:17:00,"1.454,35 €",Schacht,Africa/Kigali,yue,2018-06-05,2015-09-10 17:26:01,bleiben.mov,Venezuela,Erbisdorf,74.236405,DE,laptop-37.maelzer.net,f5:61:ef:9c:77:ca,420375
2004-09-13T02:02:04,"72.197,90 €",Holt,Asia/Dushanbe,hsb,2020-08-30,1973-07-14 11:17:42,Lehrer.bmp,Turks- und Caicosinseln,Garmisch-Partenkirchen,70.565467,DE,email-82.bolzmann.de,d7:6e:e3:5e:50:c3,515
1987-05-05T12:51:09,"6.419,85 €",Etzold,Europe/London,ps,2022-09-29,2017-10-06 17:24:35,immer.css,Malawi,Euskirchen,-63.4066485,DE,email-44.hartmann.com,9c:98:f6:c6:5e:dd,3650005
1978-05-21T14:43:23,"9,09 €",Hänel GmbH & Co. KGaA,Atlantic/Cape_Verde,ast,1995-06-18,2011-03-28 04:47:09,dürfen.wav,Lesotho,Bremen,-82.9867035,DE,lt-61.heinrich.com,ed:7a:33:df:f3:a3,569224289
