date,date_time,file_name,pricetag,company,random_number,longitude,mac_address,language_name,city,timezone,language_code,time
1973-03-21,1999-08-27 00:14:54,eos.html,"$18,391.13","Stadelmann, Kaiser and Meili",60519,-135.989799,be:42:3f:85:33:63,Burmese,Arbon,Asia/Calcutta,hsb,10:17:15
2011-12-30,1982-03-15 20:28:32,et.js,$207.11,Bieri LLC,25,-176.940694,9e:4a:13:f3:95:b4,Hindi,Meyrin,Europe/Ljubljana,ik,22:01:43
2001-03-03,1997-09-12 14:51:43,harum.pages,$85.25,Gross-Schneider,4502626,2.197132,58:56:9d:17:40:86,Kirghiz,Spiez,America/Bogota,unm,19:33:09
1970-12-05,2012-01-21 21:57:56,saepe.xlsx,$15.06,"Frey, Bär and Jost",46738,105.520256,bb:47:c5:39:ec:2e,Ossetian,Monthey,America/El_Salvador,zu,22:09:27
1976-12-18,1977-06-10 18:28:25,veritatis.doc,"$41,152.23",Jenni-Berger,46,13.495773,cf:4f:69:29:09:29,Bosnian,Wettingen,Africa/Gaborone,cv,23:50:43
2007-07-25,1984-03-23 23:03:31,quod.webm,$932.18,Hafner Inc,74272,175.527207,85:d9:7f:eb:35:a3,Marshallese,Gossau,Europe/Skopje,hr,13:08:44
2020-02-18,1970-11-21 05:28:20,explicabo.wav,$79.53,Hirt and Sons,973,57.198625,95:1b:36:94:aa:27,Northern Sami,Buchs,Asia/Dili,pap,17:35:19
1989-09-23,2023-08-27 18:45:46,quod.webm,$346.35,Kälin Inc,4,-111.389831,94:2d:9a:4a:92:58,Ndonga,Richterswil,Asia/Baghdad,crh,06:30:18
2021-06-11,2016-10-18 03:53:29,quibusdam.avi,$287.24,Maier Inc,18385,77.802420,fe:03:a8:35:94:e8,Central Khmer,Aigle,Asia/Manila,kl,01:26:21
2007-06-14,1989-07-25 16:50:45,deserunt.gif,"$7,447.93","Ziegler, Schwab and Jäggi",42794,-154.528013,56:5a:f3:8d:18:c5,Tibetan,Riehen,Africa/Banjul,ga,05:54:15
1991-08-20,2007-06-10 03:55:38,reiciendis.mp3,"$4,790.05","Beck, Bader and Felber",8117673,24.198554,11:c7:1b:62:a1:e2,Bambara,Chêne-Bougeries,Pacific/Guadalcanal,vi,04:19:43
1973-02-24,1970-01-08 20:22:05,minima.wav,"$9,889.47",Schäfer PLC,890023,1.173202,6e:b8:9f:ae:47:ef,Greek,Dietikon,Africa/Brazzaville,am,20:11:37
2021-11-14,2000-07-18 20:36:00,eveniet.numbers,$410.81,"Vogt, Ritter and Zbinden",51292,38.241404,6c:ab:24:5d:02:22,Western Frisian,Schlieren,Asia/Dushanbe,te,18:45:20
1978-05-22,2000-11-21 11:31:46,deleniti.webm,"$98,033.83",Schärer-Felber,159219,119.243597,85:c8:39:f1:0f:42,Yiddish,Monthey,Europe/Monaco,it,08:42:07
2017-04-01,2019-02-03 16:47:02,assumenda.js,$589.42,Meier Ltd,20609363,-40.143241,47:e4:5b:bb:50:29,Oriya,Suhr,Asia/Dili,ml,06:09:38
2020-10-04,1978-12-10 22:21:32,eveniet.mp4,"$2,807.09","Frei, Hirt and Lüscher",426099,-71.325683,a8:82:c6:84:85:a9,Amharic,Val-de-Ruz,Europe/Athens,gl,10:52:33
1981-03-21,2002-03-18 20:58:52,fugit.png,$181.41,"Widmer, Martin and Siegrist",179,54.126299,0e:12:f7:d7:b4:7e,South Ndebele,Solothurn,Europe/Tirane,szl,09:37:24
1973-01-14,1975-06-09 13:35:23,optio.json,$12.17,Bucher-Spörri,7991,-175.823384,15:db:f8:54:52:f6,Inuktitut,Locarno,Europe/Paris,byn,02:52:14
1970-04-21,2017-06-26 05:18:32,recusandae.pages,$80.36,"Hermann, Scherrer and Bader",220118132,163.149886,01:23:bc:40:e4:3e,Basque,Bellinzona,Asia/Pyongyang,bho,22:02:42
1991-03-29,2017-03-16 17:41:39,cum.mp3,$41.03,"Ritter, Schlatter and Steinmann",1225706,55.772815,2b:6b:f5:de:f5:e7,Zhuang,Lausanne,Europe/Warsaw,xh,01:34:38
1979-04-29,1979-03-24 16:48:53,possimus.gif,"$73,783.84","Meyer, Lutz and Hug",3,-11.927967,f0:0c:18:8b:75:27,Sichuan Yi,Riehen,Indian/Mauritius,bg,20:58:36
2019-11-06,1973-09-30 10:31:14,labore.flac,$188.76,Felber-Merz,67826805,-104.390695,03:f5:c5:ef:3f:9b,Korean,Sarnen,Africa/Harare,mk,02:23:20
1977-12-08,1986-03-19 19:34:46,sequi.css,"$85,695.83",Berger-Jenni,6848,126.236786,4e:bd:45:56:15:5b,Latin,Yverdon-les-Bains,Asia/Gaza,ak,19:10:48
2008-12-04,1979-01-08 01:20:31,a.jpeg,"$7,446.95",Arnold-Meili,8691,152.669257,44:1b:22:ca:27:27,Haitian,Sarnen,Africa/Freetown,ko,17:27:15
1982-11-13,1993-01-14 15:53:12,corrupti.wav,$145.12,Hodel-Meili,4534,-167.385946,f8:5c:73:fb:77:76,Chuvash,Meilen,Europe/Rome,nn,23:57:02
2000-03-12,1984-10-13 16:38:42,autem.txt,"$6,620.98",Amrein Inc,9,-14.540604,48:68:28:a8:5d:38,Sango,Romanshorn,Europe/Vaduz,rw,02:16:29
2019-06-18,1999-06-06 20:28:24,corporis.flac,$35.88,Hunziker-Lüscher,9916045,-38.722069,2b:54:54:a7:e3:78,Yiddish,Prilly,America/Barbados,ak,15:05:18
2004-02-08,2004-10-22 19:07:03,adipisci.mov,$753.69,"Mäder, Bachmann and Martin",670453,-91.786079,47:09:aa:2b:e9:d3,Dzongkha,Montreux,Pacific/Nauru,or,06:07:28
1981-03-26,1972-12-18 16:11:38,ipsum.mp3,$922.65,Bader Ltd,860921850,-9.666849,74:a9:2a:11:a3:f2,Chichewa,Küsnacht,Africa/Douala,hy,06:29:31
1988-07-30,1978-04-09 19:12:13,atque.bmp,"$90,600.99","Eugster, Giger and Kessler",7355,136.482252,17:96:40:bb:ff:12,Tajik,Siders,America/Dominica,shs,07:18:21
1995-02-07,2006-09-26 09:08:00,libero.jpg,"$86,736.08","Huber, Hodel and Kaufmann",879,75.893959,df:24:5d:e7:0c:b2,Igbo,Brugg,Asia/Calcutta,af,08:21:31
1994-03-16,1990-07-17 01:29:29,cupiditate.pages,$92.09,"Betschart, Roos and Zehnder",88289,-70.451102,88:f4:e5:ce:b0:cf,Hungarian,Locarno,America/Grenada,ss,01:54:27
1976-12-13,2004-02-18 01:16:06,dolore.flac,$84.81,Lüthi Ltd,99977046,49.015603,0a:42:83:be:35:25,Walloon,Vernier,Europe/Vilnius,cy,23:11:57
2020-10-09,1980-03-03 02:33:07,temporibus.pptx,"$9,735.86","Christen, Frick and Baur",4880410,-169.300872,3f:b9:35:a4:0c:3e,Ndonga,Winterthur,Asia/Aden,rw,19:54:41
1995-08-05,2001-10-10 23:27:43,animi.flac,"$16,375.34",Stöckli-Baumgartner,58548806,87.549975,2b:9a:9f:14:70:66,Tahitian,Zug,Europe/Vatican,vi,00:41:28
2018-07-30,1999-01-19 01:50:43,cumque.jpg,$0.95,Fehr-Geiger,68,-94.931937,e9:7e:88:4d:57:8b,Kannada,Frauenfeld,Africa/Maseru,be,17:55:50
2023-03-25,1979-09-30 03:50:53,consectetur.webm,$1.48,"Aebi, Sutter and Wyss",838,160.016450,ce:f9:6d:3e:66:0b,Hindi,Köniz,Indian/Mauritius,bhb,23:53:18
2011-10-23,2005-08-09 09:38:02,quae.tiff,"$57,399.65",Käser Ltd,961754377,57.327066,a9:87:70:f0:e7:30,Abkhazian,Emmen,America/Montevideo,unm,13:34:59
2009-04-18,2000-09-23 08:37:01,velit.mp3,"$20,314.90",Erni and Sons,406946677,-46.603876,30:ad:fd:a1:b2:39,Spanish,Sursee,Asia/Yerevan,sl,10:59:46
2015-02-21,1990-10-10 15:41:26,earum.mp3,"$76,885.65","Seiler, Hofmann and Iten",8101416,-1.485962,ea:08:36:14:10:ae,Kazakh,Rapperswil-Jona,Africa/Casablanca,yue,01:18:02
2020-12-18,2007-03-21 16:28:43,minus.mp3,$48.54,Lutz PLC,288,116.573553,31:a2:15:20:8f:b8,Corsican,Aigle,Pacific/Apia,fy,21:03:21
2001-09-21,1989-09-13 10:51:16,omnis.jpg,"$95,039.21","Scherrer, Weber and Wehrli",852545,77.065979,6e:ef:81:3b:20:8d,Dzongkha,Carouge,Europe/Budapest,lb,12:53:39
2001-06-25,1973-10-11 14:38:07,odio.pptx,$1.87,"Egli, Christen and Moser",16417,11.717725,8f:0f:e4:88:46:5d,Afar,Riehen,Asia/Muscat,dz,09:27:19
2022-05-22,1980-04-10 21:06:49,iure.xlsx,$1.57,"Kunz, Widmer and Burri",125534,77.111361,99:50:ce:07:4e:20,Ido,Opfikon,Asia/Bahrain,bg,00:52:03
2019-04-22,1997-11-15 12:45:58,asperiores.webm,$25.61,"Hirt, Stutz and Lehmann",92,-2.733956,8f:79:f5:06:5e:2d,Chinese,Küsnacht,Pacific/Galapagos,es,21:09:26
1985-08-31,1997-05-10 05:50:13,itaque.wav,$8.62,Lehmann Inc,78408,-159.407908,b0:f7:f5:df:32:02,Thai,Riehen,Pacific/Auckland,pap,03:39:58
1982-01-01,1991-10-10 01:42:14,temporibus.mp4,"$5,888.69",Herzog Ltd,948447934,-86.657379,7e:1d:08:a8:b9:5b,Maltese,Schlieren,Africa/Tripoli,am,04:50:32
1990-05-07,1991-03-24 08:32:25,tempora.pptx,$5.84,"Felber, Albrecht and Probst",352,-127.749187,c8:31:8c:7a:19:2f,Macedonian,Sursee,Asia/Samarkand,iw,01:00:04
1974-01-09,1990-02-27 16:03:28,sit.wav,"$14,802.89",Leunberger Group,7108320,174.988557,5f:2b:d4:f1:13:ce,Hindi,Thônex,Asia/Yerevan,th,02:27:17
1994-09-02,2000-02-01 09:40:41,odio.html,$63.46,"Wirth, Stauffer and Schumacher",3601488,-75.929287,e8:7c:35:4e:b9:30,Venda,Genf,Asia/Shanghai,sc,21:44:57
1999-04-16,1975-05-18 01:08:32,nemo.flac,"$16,486.20","Sidler, Zingg and Wegmann",3370210,5.919781,ce:d6:19:dc:ec:12,Akan,Stäfa,America/Santiago,kl,07:17:56
2008-06-28,1983-05-20 23:01:17,eos.html,$53.07,Schlatter PLC,545744,-58.081187,67:19:47:94:65:72,Avestan,Riehen,Africa/Maputo,de,23:38:31
1979-03-13,1994-04-19 10:28:30,exercitationem.xls,$38.66,Zehnder Inc,837927719,-166.184112,04:ab:de:28:58:19,Pali,Gossau,Asia/Bahrain,yo,23:22:36
1987-11-28,2016-06-21 08:52:47,earum.mp4,$720.27,"Zingg, Geiger and Schlatter",694813,53.936675,8c:da:1a:92:a0:55,Uzbek,Birsfelden,Asia/Baku,pl,22:42:43
1994-03-06,2021-10-08 04:32:26,eos.js,$8.73,"Schnyder, Probst and Hauser",5481,107.845864,55:9f:a0:a2:d2:a8,Fijian,Lyss,Asia/Muscat,dz,16:53:30
2006-06-07,1990-12-18 04:40:32,aspernatur.flac,"$4,649.98",Hotz Ltd,129193,-154.340022,f8:98:42:82:5e:78,English,Wädenswil,Europe/Kiev,mg,15:15:34
1980-06-13,1974-01-27 01:51:46,illum.jpeg,$54.21,"Furrer, Hunziker and Sigrist",72,-86.845327,2c:42:80:58:de:2d,Fulah,Pully,Asia/Seoul,ps,10:00:22
1971-05-30,2012-08-31 06:26:53,quasi.css,$12.93,Herzog-Hotz,98,-65.686524,c5:83:f6:0f:6a:a6,Indonesian,Langenthal,Europe/Amsterdam,cmn,06:30:16
1975-10-15,1983-12-26 16:16:03,perspiciatis.webm,$549.50,"Maurer, Schaller and Christen",2668,-79.542507,dc:ea:02:9c:3c:fa,Kanuri,Chur,Atlantic/Reykjavik,ia,21:47:37
1986-08-09,2021-05-30 18:05:52,tempore.xlsx,"$84,049.40","Benz, Friedli and Gfeller",4,102.567215,84:f5:04:8f:77:58,Church Slavic,Allschwil,Asia/Manila,lg,03:40:43
1991-11-02,1986-03-01 00:48:28,quisquam.png,"$8,104.60",Suter-Hauser,21301,-148.143542,a0:32:13:ab:84:69,Mongolian,Carouge,Africa/Brazzaville,gl,09:16:57
1978-05-21,1972-09-18 15:38:00,voluptate.pdf,"$1,341.70","Wirth, Stutz and Schnyder",720980658,121.412875,91:80:8a:93:cf:15,Sinhala,Martigny,Europe/Zagreb,lt,20:30:36
1973-05-02,1985-08-19 15:29:55,possimus.docx,"$8,936.93",Hermann-Wettstein,6723733,-177.005112,e3:6e:ee:3f:e1:42,Albanian,Lenzburg,Europe/Sarajevo,tt,07:01:07
1973-06-18,1976-08-02 05:27:52,maiores.css,"$8,873.66",Widmer-Bühler,7390,-178.657430,f3:19:21:d3:5a:40,Hungarian,Kriens,Asia/Qatar,ar,21:16:41
2007-09-25,2009-12-10 20:44:06,rerum.mp3,$8.26,Lutz Ltd,522,48.744324,86:c1:5a:f5:98:00,Esperanto,Vernier,Asia/Brunei,it,23:04:54
1980-02-25,2009-06-06 09:54:44,eos.doc,$89.60,Frick Inc,7325380,132.236714,9a:d6:46:fa:5f:9b,Chinese,Reinach,America/Santo_Domingo,os,11:47:22
1974-02-24,2013-01-12 00:18:05,voluptates.odt,"$21,633.02",Schwarz Group,9583,9.329513,43:8a:95:ad:74:6f,Luxembourgish,Bulle,Asia/Qatar,csb,15:04:05
2021-11-25,1986-12-25 15:50:22,veniam.gif,"$79,495.61",Hess PLC,3167,145.576965,8c:68:dd:a7:a1:5a,Avestan,Möhlin,America/Asuncion,pt,22:02:43
2006-10-05,1999-02-01 01:32:46,in.mp4,$23.27,"Siegrist, Furrer and Wirth",10050,54.280265,44:4a:e5:5a:24:06,Twi,Luzern,Pacific/Funafuti,tr,07:55:52
2019-11-05,1973-09-28 01:35:07,quisquam.jpg,"$13,124.49",Schoch-Jäggi,6273,119.239094,d9:69:05:89:45:0b,Wolof,Thalwil,Europe/Zurich,ig,13:46:53
2000-04-04,2001-12-21 16:22:08,quam.mp3,$460.57,Walter-Rey,53178679,-77.174687,39:0f:c1:83:d6:e3,Bengali,Köniz,Asia/Saigon,am,10:25:06
2009-04-20,1979-05-15 07:31:43,dolorem.gif,$93.63,"Wirth, Staub and Weber",622553021,-101.025945,27:d8:53:8e:70:d7,Occitan,Prilly,Asia/Irkutsk,sl,07:05:20
2011-02-27,1997-06-26 16:56:38,rerum.png,"$52,530.07","Schneider, Käser and Herzog",18,-139.612084,25:73:a3:51:ae:45,Malayalam,Olten,Asia/Hebron,lij,12:48:06
2017-04-04,2009-03-11 09:43:00,error.js,"$6,941.94",Gross-Baur,22,-52.503353,2c:b2:bd:b4:25:05,Faroese,Meilen,Africa/Conakry,da,15:27:41
1994-10-30,1975-05-25 01:47:23,optio.flac,$6.43,Zehnder PLC,8,-6.265501,8a:63:19:c0:57:33,Uzbek,Wettingen,Africa/Monrovia,nhn,10:39:33
2012-01-26,1971-05-19 01:51:35,odio.mp4,"$22,113.62",Stauffer Inc,65072,88.557463,83:cc:0a:7e:e6:7a,Bosnian,Siders,America/Edmonton,nso,04:11:55
2006-07-07,1977-01-02 13:41:24,delectus.flac,$6.55,Schürch-Schlatter,71865,91.278629,7a:75:04:90:c9:40,Tahitian,Amriswil,Asia/Qyzylorda,sd,15:50:12
1973-03-20,1994-12-08 23:31:43,occaecati.avi,$7.09,Meier Inc,78,-33.964074,5a:a2:5e:a1:a2:29,Cornish,Gossau,Europe/Andorra,uz,09:52:45
1999-09-09,2022-08-25 14:30:53,libero.mp4,$77.87,Meili Group,60,6.008478,05:2e:c7:c7:f4:40,Swati,Arbon,America/Costa_Rica,zu,02:44:44
1985-11-07,1991-02-20 10:58:27,maxime.json,"$9,171.14",Bosshard Ltd,97416,-1.374005,79:3e:fd:04:9a:14,Breton,Steinhausen,Africa/Mbabane,hak,20:33:11
1996-01-25,2010-01-06 15:55:50,aspernatur.flac,$80.92,Stadelmann-Zimmermann,3,79.025704,bf:f6:6b:db:37:8d,Bosnian,Zürich,Pacific/Efate,niu,14:53:00
2012-10-22,1978-11-26 09:46:57,facilis.mp3,"$8,308.99",Hoffmann Inc,93428031,-17.239921,c8:77:5e:69:6b:e2,Central Khmer,Richterswil,Europe/Zagreb,so,10:18:10
2017-03-16,2019-08-27 22:48:20,placeat.html,$0.28,Bauer-Schaub,672097876,95.770507,0a:26:25:83:c6:44,Xhosa,Bulle,Africa/Harare,lzh,04:30:09
1981-07-18,2011-03-16 10:33:02,impedit.avi,$5.41,"Hofstetter, Stocker and Schweizer",18373568,35.983385,32:b8:ee:1e:cc:65,North Ndebele,Val-de-Ruz,Asia/Muscat,eu,02:08:22
2019-12-10,1977-10-05 06:07:39,dolorum.ppt,$786.51,Beck-Wyss,900503,-163.731063,0e:a7:ba:fa:2b:f4,Bislama,Oberwil,Africa/Algiers,pt,09:39:15
1990-01-21,1991-11-30 09:07:00,autem.wav,$1.51,"Stutz, Ernst and Erni",45227,-53.758732,f2:5f:66:95:42:d2,Ojibwa,Glarus,Africa/Bamako,csb,03:01:36
2004-12-20,1994-05-28 11:40:10,quos.mp3,$4.21,Kern-Bieri,663082,113.264446,a2:69:84:99:b8:8f,Manx,Meyrin,Europe/Warsaw,mk,02:01:03
1982-09-28,2021-08-30 23:45:42,distinctio.avi,$42.37,"Lutz, Stutz and Sutter",6642536,-150.880075,73:aa:dc:71:ee:fa,Esperanto,Sursee,America/Asuncion,iw,03:51:17
2018-05-20,1973-03-03 21:14:45,nisi.odp,"$66,622.82",Häfliger-Maier,75,32.121984,52:b5:f1:0f:aa:f7,French,Chur,Asia/Muscat,ur,10:08:37
2012-02-16,1971-11-20 11:56:26,dolorem.flac,$52.59,"Frick, Roos and Bühler",8992,-147.418359,db:c4:c8:00:f8:9f,Ganda,Weinfelden,Europe/Copenhagen,te,01:09:01
1990-07-09,2004-06-10 09:09:46,ducimus.mp3,$9.21,Peter Ltd,4847,149.948856,60:0c:3d:a8:63:99,Swahili,Plan-les-Ouates,Europe/Copenhagen,nan,16:45:48
1982-12-29,2015-05-22 14:33:18,ipsam.css,$27.24,Hauser LLC,9,-26.625956,6c:68:0b:64:77:0e,Russian,Weinfelden,Indian/Mahe,ast,17:12:27
2008-07-12,2000-04-06 07:34:24,consequatur.jpg,"$1,928.91",Stocker Inc,98317203,-84.590108,95:1d:7e:16:42:14,Tsonga,Illnau-Effretikon,America/Belize,ru,20:25:13
1998-07-19,1980-12-27 18:44:32,eius.csv,"$80,076.80",Marti-Merz,35,-63.515881,c8:0d:c8:23:5b:b2,Northern Sami,Münsingen,America/Grenada,en,14:36:34
2012-08-28,1990-11-29 15:00:44,voluptates.jpeg,"$68,204.06",Bättig Ltd,8,-114.946821,7e:f5:e9:9b:26:a4,Tonga,Bassersdorf,Europe/Bratislava,ber,07:35:06
1976-09-29,2018-12-07 17:46:47,autem.json,$4.83,"Wirz, Schneider and Weber",660217373,-124.158887,6a:6b:9b:61:fa:6d,Tamil,Locarno,Africa/Abidjan,tcy,08:54:35
1987-05-23,2000-03-04 06:48:08,quibusdam.flac,$1.71,Schneider-Pfister,38325590,54.165861,ea:b9:14:a2:5d:72,Arabic,Opfikon,Pacific/Galapagos,ayc,10:16:41
2016-05-25,2013-12-05 17:17:43,illo.css,"$28,016.75",Schwarz and Sons,87142639,-28.953799,c2:f5:47:34:e4:b6,Azerbaijani,Winterthur,Africa/Malabo,sl,22:45:34
1973-12-06,2001-11-15 10:28:56,reprehenderit.mov,$59.10,Studer-Frey,270198068,-143.619866,19:f8:b3:a5:06:e7,Norwegian,Oftringen,Asia/Singapore,fr,18:43:32
2004-09-27,1977-06-16 01:44:35,ipsum.wav,$453.02,Baur Ltd,3166,127.091434,60:47:98:58:fb:e4,Walloon,Richterswil,America/Yakutat,am,03:47:07
1987-05-15,1998-10-12 05:45:02,laboriosam.avi,"$44,509.28",Kessler-Braun,79,90.821964,42:f4:a3:af:97:4e,Finnish,Yverdon-les-Bains,Africa/Ouagadougou,ug,21:56:29
1984-09-20,2023-03-23 00:41:09,sed.flac,$381.22,Huber Ltd,7,74.416566,88:b6:38:d7:e4:ee,Afrikaans,Olten,Atlantic/Cape_Verde,iu,16:45:24
2008-02-18,2017-06-05 10:15:29,cumque.gif,"$53,110.39",Staub Group,90750876,85.146947,24:1e:f0:61:de:40,Hausa,Steinhausen,Asia/Dili,shs,02:57:28
1991-11-16,2002-05-22 22:28:25,quos.wav,"$19,927.40",Hartmann PLC,1083862,163.317249,c9:93:62:92:53:83,Hiri Motu,Wädenswil,Europe/Zagreb,tcy,19:09:15
2017-05-25,2011-10-21 19:17:04,dolor.pdf,$23.82,Schwarz LLC,457,-70.338904,ff:e5:b2:cd:ee:b2,Sichuan Yi,Locarno,Europe/Stockholm,tig,06:28:35
1983-06-29,2011-07-13 06:11:45,dolore.mp4,$456.66,Wagner Inc,22185510,11.298123,ea:d2:20:b3:3e:e1,Ossetian,Ostermundigen,America/El_Salvador,bn,07:17:32
1993-01-30,2004-06-17 05:09:59,a.gif,$554.39,Seiler LLC,46797,113.309057,84:65:e5:fd:ce:cd,Inuktitut,Biel/Bienne,Indian/Mauritius,ks,14:37:18
2004-07-30,1972-07-17 03:35:26,reiciendis.png,$6.88,"Seiler, Kohler and Blum",90927,-13.855084,e2:ff:b9:71:e5:ca,Venda,Grenchen,Asia/Rangoon,mk,00:29:18
2010-04-20,2019-07-16 17:46:14,numquam.pdf,"$45,676.93",Meier LLC,804,-103.863604,74:22:78:5e:85:cc,Dutch,Wallisellen,Asia/Tbilisi,ve,22:09:46
1991-09-23,2006-02-25 05:36:09,omnis.wav,"$54,904.45","Schaub, Marti and Hartmann",78283,-65.790120,77:56:ab:0d:eb:43,Telugu,Küsnacht,America/St_Kitts,mr,00:30:10
1986-06-19,2020-08-30 19:05:25,vero.css,$3.41,Lüscher-Albrecht,8086370,78.788317,bd:15:48:0f:d0:5c,Malay,Baar,America/Swift_Current,lzh,03:51:17
1973-01-31,1982-04-25 19:16:23,officiis.html,$387.00,Weber-Bühlmann,45,-54.236643,5c:03:43:58:e7:40,Panjabi,Reinach,Asia/Kuwait,or,12:25:43
1974-07-26,2001-11-24 05:11:07,harum.bmp,$67.03,"Schär, Imhof and Kuhn",6447,36.653874,5e:a0:bc:e1:6c:88,Ido,Küssnacht,Asia/Dili,gv,04:42:45
1973-03-18,2000-02-15 00:23:17,voluptatem.gif,"$79,868.31",Michel-Stutz,982815216,-88.281210,ca:ec:69:8a:98:60,Ojibwa,Olten,Europe/Budapest,sl,18:20:52
1982-12-18,2015-09-04 17:43:13,beatae.numbers,$405.44,Staub Inc,41228,-3.715213,37:4c:06:c0:f2:0a,Telugu,Winterthur,Africa/Brazzaville,ja,14:19:53
1979-05-22,1982-11-30 23:00:19,pariatur.json,$96.80,Zürcher Inc,331782,34.938888,60:7c:84:eb:12:05,Tibetan,La Chaux-de-Fonds,America/El_Salvador,uk,05:08:11
1996-06-17,2000-11-04 21:29:05,corrupti.mp4,$815.51,"Schumacher, Benz and Ritter",69924,117.054999,b5:1b:8e:42:c2:2c,Hebrew,Luzern,America/El_Salvador,lo,16:25:41
2022-10-24,1976-11-16 13:32:59,quibusdam.webm,"$5,190.29",Schlatter-Benz,75701643,67.961766,37:f6:8a:27:75:d7,Haitian,Uzwil,Europe/Amsterdam,hi,09:18:42
2008-04-28,1993-01-03 16:38:27,optio.tiff,$85.16,Küng-Amrein,59,79.510946,54:a9:b7:1c:06:f5,Manx,Gossau,Asia/Urumqi,kok,16:55:51
1986-08-26,1998-10-29 23:27:33,qui.jpeg,$79.15,Betschart PLC,59368,38.343025,ad:f3:64:cd:e2:6c,Fijian,Baden,America/Guatemala,km,01:25:42
1981-09-28,2014-08-12 08:49:43,provident.flac,$9.05,"Schwab, Vogel and Hunziker",8,-149.508644,d0:4c:71:9d:ba:fc,Afrikaans,Dietikon,Europe/Bratislava,sat,13:22:13
2006-07-30,2005-09-08 12:51:37,dolorum.png,$41.77,"Kunz, Schlatter and Stadelmann",6293,-61.145818,4d:71:34:7b:04:89,Slovak,Payerne,Africa/Nairobi,vi,07:38:15
1970-05-27,2018-06-07 03:47:26,assumenda.csv,$92.52,"Vogt, Hafner and Thommen",2,145.963506,04:67:ad:3d:f5:56,Bihari languages,Horgen,Europe/Belgrade,quz,08:02:41
2007-04-19,2023-03-11 11:26:19,facere.odp,$744.42,"Weber, Stocker and Burri",7,-20.680299,da:8e:40:be:d4:2f,Avestan,Muri,Europe/Madrid,da,23:47:39
1994-03-14,2008-07-03 22:24:33,soluta.flac,"$7,538.11","Schmid, Leu and Schaub",6150426,-138.966898,2b:ee:d1:15:8c:92,Slovak,Küsnacht,Europe/Sofia,mni,20:51:31
2009-05-21,1982-01-25 17:46:59,soluta.html,$6.54,Felber-Weibel,97845775,31.062459,02:3e:5e:fa:b7:86,Manx,Villars-sur-Glâne,Asia/Damascus,bg,02:41:52
2000-09-19,1985-02-19 10:14:33,inventore.xlsx,$2.22,"Hess, Studer and Widmer",400,-27.822974,29:34:e6:33:36:fc,"Sotho, Southern",Ostermundigen,Africa/Malabo,ro,02:54:06
1990-03-13,1988-11-03 20:24:23,atque.csv,$59.72,"Bieri, Steiner and Stucki",57,81.788291,2b:b5:6f:82:15:6e,Hebrew,Steffisburg,Africa/Johannesburg,unm,06:33:13
1970-07-21,2004-08-30 03:59:40,quisquam.gif,$59.07,Peter-Winkler,9,36.817424,fc:48:3f:0e:ee:dd,Amharic,Hinwil,Europe/Belgrade,sw,22:09:24
1990-03-18,1987-05-15 18:35:58,hic.avi,$76.51,Gerber PLC,533776775,-5.433636,08:a1:bd:76:e6:b6,Tigrinya,Allschwil,Africa/Sao_Tome,fa,03:13:58
2018-01-06,1983-09-02 17:36:03,cum.tiff,$61.41,"Suter, Probst and Fuchs",42,-20.420027,a9:df:c4:7b:ee:46,Marathi,Schaffhausen,Asia/Hebron,sd,15:33:43
1970-02-06,1989-09-18 14:45:36,porro.webm,"$1,955.57",Stocker-Bieri,41713,-46.993100,7d:31:46:4d:9b:10,Norwegian Nynorsk,Emmen,Africa/Dar_es_Salaam,lo,03:52:51
2006-06-09,1990-07-18 23:06:09,harum.csv,"$13,324.17","Braun, Keller and Spörri",2,-50.490943,0d:d1:ea:0e:2e:79,Twi,Ittigen,Pacific/Fiji,hne,18:07:49
1999-10-01,1988-07-10 23:24:11,est.numbers,$104.04,Friedli Inc,91544861,-61.802896,ea:23:30:27:a3:6f,Russian,Le Grand-Saconnex,Asia/Aden,ps,00:27:29
2009-02-07,1998-11-01 02:03:59,delectus.txt,"$92,634.59",Maier-Meyer,4886,-90.508257,96:17:db:75:4f:dd,Akan,Riehen,Africa/Blantyre,eu,23:38:08
1991-06-19,1993-07-21 05:46:32,illo.json,"$1,990.21",Arnold Ltd,8203270,-115.690441,1c:c7:c9:7c:28:7f,Marshallese,Horw,Africa/Nairobi,an,08:11:01
2018-04-13,2012-01-29 19:07:17,odio.key,$110.57,Meyer-Berger,629752,78.510986,2b:f3:28:c0:d1:92,Malagasy,Crans-Montana,Asia/Dubai,bo,19:20:35
1997-05-24,2022-04-02 21:52:14,maiores.avi,$11.38,Bättig LLC,730394,-28.442038,80:6c:a1:ec:23:4d,Limburgan,Uzwil,Pacific/Easter,apn,09:07:21
1986-01-11,2001-07-29 03:16:26,eligendi.xlsx,$36.36,"Zürcher, Lehmann and Lustenberger",54451,155.479031,5e:73:e0:4b:74:f5,Bengali,Ittigen,Asia/Tehran,bg,14:22:21
1974-05-08,1990-09-27 09:16:34,vitae.bmp,"$6,362.07",Suter Ltd,63402321,-134.758124,88:87:e3:73:5f:4c,Icelandic,St. Gallen,Europe/Oslo,am,08:59:56
2017-09-19,2012-12-03 17:18:41,rem.gif,$6.64,Kälin and Sons,7,80.914528,b5:2a:c3:34:86:c3,Guarani,Renens,Asia/Seoul,tcy,08:30:16
