random_number,hostname,iso8601,date,timezone,language_name,bank_country,language_code,file_name,mac_address,pricetag,city,longitude,country,date_time
867276,lt-41.evans-khan.co.uk,1972-06-02T03:58:23,1998-08-09,America/Havana,Norwegian,GB,ko,eum.gif,d4:af:89:87:cf:2e,$22.22,Banksstad,71.166931,Myanmar,1993-06-15 01:23:10
53283919,srv-08.chandler-bailey.biz,2018-08-30T23:34:28,1991-02-09,Europe/Vaduz,Slovenian,GB,mag,quia.mp4,cc:0f:20:53:99:99,$2.73,Port Trevorberg,141.751320,Cocos (Keeling) Islands,1981-10-07 16:05:01
64225,email-67.adams-pritchard.net,2016-05-21T07:45:46,1993-07-15,Asia/Amman,Luba-Katanga,GB,ga,pariatur.txt,69:4b:e5:d9:4c:1e,$23.05,Garethberg,121.036335,Netherlands,2010-01-26 08:21:57
713491072,desktop-69.poole.com,1987-10-05T04:56:03,2009-01-21,America/Nassau,Chamorro,GB,uk,rem.webm,d2:da:9f:78:a2:08,"$5,814.65",West Stewartside,-76.457311,Sierra Leone,2010-08-18 15:50:59
2862,email-19.hicks-griffiths.com,1999-08-18T06:13:34,1975-10-12,Africa/Douala,Chechen,GB,fr,deleniti.html,de:9b:c9:20:ce:b1,$857.64,South Gerard,-131.196789,Honduras,2022-05-19 10:40:19
646,srv-14.payne.com,1975-02-04T09:52:51,2015-02-25,Asia/Aqtobe,Norwegian,GB,mg,blanditiis.pdf,d6:1a:bc:1f:9c:13,"$7,793.07",North Sean,-42.425556,Lesotho,1995-04-20 20:34:49
492,desktop-93.patel.com,2018-04-27T02:30:14,1987-07-11,Asia/Thimphu,Chuvash,GB,th,voluptatibus.html,05:6a:4a:86:72:c6,"$88,972.50",Greenport,93.845706,Nigeria,2004-12-18 08:00:55
72696422,lt-96.robinson-taylor.com,2017-08-27T23:50:55,1984-10-14,Africa/Mbabane,Inupiaq,GB,dv,commodi.mov,53:dd:0f:a1:17:88,$7.69,North Adamton,-96.726140,Guyana,1986-07-27 04:12:02
6268583,email-60.brown.com,2002-10-26T21:46:01,1999-07-22,Indian/Comoro,Maltese,GB,kl,nemo.odt,f3:24:b4:99:19:dc,$66.95,Dorothyside,84.903369,Micronesia,1998-08-21 01:36:23
6736,desktop-52.dobson.com,1983-08-13T18:47:05,2009-05-19,America/Havana,Tatar,GB,xh,laborum.css,58:42:9f:a0:ab:5c,"$4,183.37",Johnsonfort,-1.488224,Costa Rica,1992-01-03 17:11:24
70388,db-47.allen-nelson.com,2001-07-29T15:11:20,1998-02-07,Asia/Bangkok,Mongolian,GB,sid,odio.wav,e4:ed:dd:d5:db:29,"$92,338.64",Johnfurt,-139.058740,Tajikistan,1975-03-27 14:13:12
52,db-39.burke-thomas.com,2023-05-25T23:16:38,2009-05-06,Africa/Bujumbura,North Ndebele,GB,rw,eius.jpeg,f9:46:c2:ad:37:30,$8.62,South Max,-151.042977,Aruba,1980-02-18 10:46:05
38,db-03.harrison.com,1983-08-17T03:11:34,1980-03-11,Africa/Bamako,Lao,GB,tig,eveniet.webm,b4:0d:81:a6:87:76,$1.34,New Dean,138.269620,Saint Barthelemy,2001-08-15 23:06:26
1952574,laptop-31.watts-parker.co.uk,1994-03-09T09:12:26,1984-12-06,Africa/Lome,Czech,GB,lb,dolorem.mov,93:85:86:f6:24:c3,"$71,395.28",South Iainfort,-112.738389,Brunei Darussalam,2022-07-01 04:53:40
430975,lt-30.perry-parry.info,1973-11-08T13:34:54,2000-10-14,Atlantic/Reykjavik,Igbo,GB,the,eveniet.mp3,bc:5f:b1:eb:e0:e6,$140.93,Clarkefort,82.203966,Norfolk Island,2011-02-24 20:13:00
403,srv-55.rose.net,1972-11-07T03:51:47,1989-12-22,America/Chihuahua,Albanian,GB,iw,tenetur.css,07:29:45:bd:67:a6,$533.25,Glennfurt,-172.814716,Timor-Leste,1970-11-07 09:03:25
748060010,db-41.clark.com,2007-06-28T09:25:48,2021-05-15,Asia/Urumqi,Samoan,GB,sid,molestias.ppt,24:5f:5e:bf:e3:7c,$99.95,O'Neillfurt,-133.043201,Jersey,2022-06-20 06:49:18
4989951,email-34.holt-mitchell.org,2008-08-11T14:03:17,1977-02-11,America/Cancun,Irish,GB,it,iste.bmp,09:ed:4e:29:b3:82,$1.38,East Rachelborough,114.601000,Mauritania,1971-11-07 02:35:23
5547,email-09.allen.com,1987-06-06T01:26:54,1981-06-09,Africa/Niamey,Bengali,GB,ky,magni.mov,9b:8c:b3:26:dc:b7,$785.27,New Katherineside,-170.834052,Macao,1997-04-22 21:08:34
456,db-55.foster-white.com,2016-09-24T03:22:35,2000-11-13,Africa/Harare,Igbo,GB,bhb,voluptas.json,fb:fb:86:1f:5d:ca,$42.85,East Amyville,35.221269,Antigua and Barbuda,1993-05-26 02:09:06
31211,lt-80.jackson.net,1994-07-04T18:03:12,2010-04-16,Atlantic/Azores,Ossetian,GB,kn,vitae.flac,c0:46:f8:53:69:13,$174.48,East Lucymouth,-31.344402,Israel,2019-11-17 17:52:41
9,srv-97.ward.org,1981-03-23T12:45:01,1996-01-11,Asia/Calcutta,Sindhi,GB,eu,repudiandae.mp3,9f:82:c7:24:10:55,$83.96,Lake Marion,19.645173,Cocos (Keeling) Islands,1991-10-12 00:35:58
6271,desktop-55.curtis-faulkner.com,2008-01-02T11:53:45,1978-03-25,Asia/Katmandu,Avestan,GB,mn,ipsam.webm,a5:03:91:5f:25:e3,"$7,854.79",Myerschester,104.170967,Azerbaijan,2003-12-19 00:24:09
451926762,db-77.miller.biz,1983-11-02T08:23:51,1979-10-01,Africa/Luanda,Sinhala,GB,gl,laborum.pdf,20:d1:57:c3:66:f5,"$91,881.72",Gardnerview,-0.439621,Liberia,1986-08-24 09:02:17
5,email-51.grant.com,2015-11-25T07:49:50,2018-07-01,Africa/Ouagadougou,Somali,GB,ta,quod.avi,fb:44:d3:8e:e3:b0,"$4,237.90",Port Ashley,116.514625,Korea,2003-04-09 03:20:20
847226,email-93.ahmed.info,2020-05-15T22:36:32,2023-06-01,Pacific/Ponape,Urdu,GB,zh,suscipit.avi,06:dc:11:b0:e1:de,"$2,790.09",Lake Reece,-120.222453,Luxembourg,1993-04-10 07:26:44
83538769,desktop-09.kirk-thompson.net,1975-01-03T16:49:51,2008-03-08,America/El_Salvador,Maori,GB,lij,magnam.json,d1:22:a1:f3:a8:e7,"$78,540.80",Toddfurt,42.550892,United Arab Emirates,1983-05-23 17:20:39
92164140,web-08.white-rhodes.net,2007-07-10T00:33:18,1999-08-05,Pacific/Guadalcanal,Javanese,GB,sq,debitis.png,0a:78:db:d7:46:57,"$20,955.98",Hussainchester,-43.641152,Australia,1986-06-03 06:59:50
42,db-73.brown.com,2016-12-23T20:42:13,1979-09-10,America/Indiana/Indianapolis,Uighur,GB,is,quisquam.html,5b:01:94:18:bb:18,$52.13,Potterport,-9.959875,Congo,1974-02-03 00:52:18
315721515,email-74.barker.com,1985-02-25T03:19:50,1998-08-31,Africa/Lubumbashi,Hebrew,GB,crh,quidem.key,28:4b:64:64:e8:d5,"$3,918.91",North Douglasstad,49.916072,Botswana,2005-06-17 18:13:30
1601081,db-48.ball.biz,1978-12-31T10:15:25,1970-11-24,Pacific/Fiji,Kurdish,GB,tt,asperiores.mp3,76:30:43:f5:24:74,"$76,665.88",Christineview,70.682799,Libyan Arab Jamahiriya,1980-10-02 12:52:22
7289,email-69.saunders.com,1984-12-01T12:31:27,1998-10-09,Africa/Mogadishu,Kashmiri,GB,yi,vitae.webm,26:02:7f:38:3c:91,$5.07,Lake Catherineborough,118.682860,Malawi,1981-11-24 10:52:16
8,desktop-75.taylor.com,1980-02-17T20:14:05,2017-01-13,Africa/Conakry,Bislama,GB,ln,quasi.jpeg,bf:5d:17:aa:eb:50,"$9,179.04",Port Clive,161.562731,Trinidad and Tobago,1990-04-24 21:01:51
1953676,desktop-78.taylor.info,1996-04-15T07:13:54,2022-08-22,Africa/Brazzaville,Assamese,GB,bem,quo.avi,38:73:87:b4:ad:4e,$6.81,Lake Kieranchester,68.955884,Burundi,1986-08-20 08:20:34
69526091,srv-64.james.com,1973-10-13T00:27:25,1986-09-09,Pacific/Chatham,Inupiaq,GB,it,quae.jpeg,ce:29:e4:23:eb:99,"$68,820.44",South Elliottfort,10.770374,Marshall Islands,2021-09-30 01:27:05
3856,laptop-84.winter.biz,2023-02-07T19:50:39,1986-05-17,Africa/Johannesburg,Sindhi,GB,dz,amet.jpg,73:96:ad:1c:ba:e1,$6.48,North Clifford,26.789117,Pakistan,1984-06-04 19:43:57
7593,desktop-34.doyle.com,1970-07-13T10:22:43,1995-07-25,Asia/Kuwait,Thai,GB,or,ea.txt,04:9e:8d:28:92:42,"$32,267.17",Davidshire,-144.341782,Angola,2012-03-11 08:45:02
439,laptop-76.edwards.biz,2009-04-06T21:39:17,2022-11-10,Asia/Almaty,Nauru,GB,cv,eos.json,70:35:76:d8:2d:7c,"$77,990.68",Gilberthaven,90.746125,Tajikistan,1977-02-19 23:45:52
9047071,lt-51.howells-yates.net,2011-09-15T14:48:08,1997-10-24,Asia/Dhaka,Central Khmer,GB,li,ad.ppt,7a:27:87:c3:fe:98,$75.56,East Emily,98.098893,Ethiopia,2008-04-23 20:42:08
893397,web-96.hanson.com,2005-09-11T10:02:16,1983-04-22,Atlantic/Reykjavik,Sichuan Yi,GB,hak,optio.tiff,15:b2:4a:f3:21:8f,"$1,628.35",North Zoe,51.482977,Gambia,2012-11-01 18:39:21
6610895,web-77.griffiths-rees.org,2021-03-29T04:57:53,1992-06-08,Asia/Tokyo,Vietnamese,GB,ko,eius.mov,0b:c0:e4:d6:de:c2,$7.12,Lawrencehaven,-115.993181,Venezuela,1974-01-23 03:54:37
22125,desktop-15.evans-smith.co.uk,2007-11-28T23:25:06,2009-01-27,Asia/Taipei,Luba-Katanga,GB,yue,esse.mov,40:24:04:d8:b7:cc,"$7,050.58",East Craigchester,-125.947705,Saint Martin,2013-12-10 22:50:20
83961,web-55.whitehouse.info,2013-09-20T12:52:07,1996-03-27,Asia/Amman,Fulah,GB,crh,totam.csv,aa:d9:a0:19:ce:c1,$1.62,Ryanshire,106.886326,South Africa,1987-08-20 20:18:46
360646,desktop-95.cole.org,2022-04-13T22:25:11,1978-12-09,Asia/Ashgabat,Kurdish,GB,niu,consectetur.mp3,6b:41:a7:14:ea:ca,$1.35,Collinsshire,144.267537,Romania,1973-01-12 14:27:58
67464541,email-55.hughes.com,2018-11-09T00:46:51,1997-10-05,Africa/Malabo,Lao,GB,nan,pariatur.mov,85:75:71:02:ad:f3,$5.08,Shanemouth,-127.821767,Belarus,1988-10-17 17:37:25
4,desktop-90.pickering.info,1972-09-23T00:53:15,2008-07-23,Africa/Bamako,Thai,GB,en,voluptate.docx,08:29:44:84:3c:9d,"$4,115.48",Deanmouth,93.231925,Tanzania,1987-09-06 16:04:34
64,web-56.mills-hunt.com,1993-01-16T09:07:37,1995-07-21,Africa/Tunis,Samoan,GB,eu,iure.flac,a5:3b:48:80:bb:98,$8.50,Stephenstown,45.214293,Brunei Darussalam,1998-05-07 14:25:09
528,laptop-18.taylor.info,1999-02-14T18:00:50,2015-09-30,Asia/Amman,Tagalog,GB,hne,iste.ppt,08:09:cb:35:56:61,$97.08,Henrymouth,-89.254058,Liberia,2015-04-09 08:14:53
98,laptop-90.peters.info,1973-05-10T21:07:44,2001-02-05,Europe/Sofia,North Ndebele,GB,ast,cumque.webm,67:59:79:2d:de:bb,$5.47,Patriciaburgh,23.335140,Albania,2005-12-24 19:27:14
99644634,desktop-42.rhodes.biz,1983-09-15T00:57:25,1985-08-22,America/Paramaribo,Igbo,GB,sv,ex.html,fd:49:44:65:46:30,"$5,196.51",West Bethhaven,106.226983,Guadeloupe,1999-12-29 04:08:34
62,laptop-86.bibi.com,2010-07-25T14:05:09,1982-02-12,Africa/Maseru,Kalaallisut,GB,uk,alias.png,fe:0c:3b:aa:f4:f4,"$1,341.05",Mitchellview,110.030103,Sierra Leone,1984-07-02 10:13:36
415343,lt-62.clark.com,1970-06-21T02:14:20,1986-09-17,Europe/Warsaw,Belarusian,GB,ps,aperiam.csv,d0:84:13:6d:95:3e,"$46,739.85",Burtonchester,-71.351519,Ukraine,1986-03-19 13:12:32
821,lt-49.parry.com,2004-02-15T17:10:58,2004-11-29,Asia/Dhaka,Kalaallisut,GB,ln,quos.flac,d0:8e:a4:f8:4b:cb,$8.88,Port Maurice,96.603302,Rwanda,1975-12-08 23:01:02
1,desktop-52.hughes-wilson.com,2016-01-14T15:53:35,1971-03-16,Europe/Belgrade,Igbo,GB,el,quaerat.docx,51:21:5e:da:23:4a,"$7,812.48",Port Duncan,-38.671982,French Southern Territories,2005-02-09 01:22:44
4131257,laptop-36.webb-cooper.co.uk,2022-12-13T09:57:26,1982-03-30,America/Antigua,Kikuyu,GB,iu,hic.doc,5e:a0:54:e5:30:eb,$66.29,Lake Graham,174.916890,United States Minor Outlying Islands,1971-01-26 14:22:41
86326986,laptop-46.sinclair-sims.com,1973-08-06T17:53:37,1976-02-01,Asia/Saigon,Belarusian,GB,or,eveniet.csv,32:53:dc:32:16:91,$46.14,Bernardburgh,-112.379948,Cuba,1970-03-10 05:24:54
79457723,email-64.fitzgerald-burgess.com,1993-04-27T11:48:30,2020-06-20,Pacific/Galapagos,Kannada,GB,lb,quis.pptx,a3:dc:23:b8:e1:93,$85.95,Careyhaven,137.767520,Lebanon,2002-07-24 08:04:46
8,laptop-67.mitchell-martin.com,1991-03-27T13:20:45,2005-02-20,Pacific/Tongatapu,Zulu,GB,ve,unde.jpg,5b:7b:f0:ff:1c:cd,"$64,068.93",Valeriemouth,-80.050852,Comoros,1970-04-26 21:16:47
81,lt-04.hughes-barrett.biz,2020-04-08T15:48:59,2004-02-23,Pacific/Palau,Korean,GB,kk,similique.html,25:44:f4:35:41:3f,$357.44,Porterstad,-60.220660,Morocco,1983-05-22 17:57:17
74,desktop-76.randall.info,2012-03-01T23:49:33,1996-10-17,Africa/Conakry,Kalaallisut,GB,hr,repellat.json,f8:27:03:a7:70:93,$481.34,Port Karl,-76.873296,British Indian Ocean Territory (Chagos Archipelago),1976-06-03 11:26:03
5610604,web-06.armstrong.biz,2008-11-17T10:40:00,1981-08-12,Africa/Windhoek,Rundi,GB,ku,non.docx,2f:9d:9f:07:de:f4,$37.17,North Emilymouth,98.423287,Trinidad and Tobago,1972-04-03 05:11:39
655578730,web-27.lynch.info,2003-09-21T02:05:58,2011-04-10,Africa/Ndjamena,Interlingua,GB,hi,sunt.xls,4e:16:96:97:b9:e9,"$37,416.88",Port Katyberg,-177.615993,Egypt,2013-12-17 09:38:19
23540812,email-17.campbell-kent.com,2014-01-14T14:05:45,2010-06-28,Europe/Prague,Western Frisian,GB,el,laborum.json,93:55:60:68:2a:53,$532.71,New Thomas,-124.599649,Nepal,1997-06-28 11:51:36
1053715,lt-93.lee.info,2014-09-08T20:36:57,1984-04-16,Africa/Algiers,Interlingue,GB,de,qui.jpg,6e:2e:36:d9:ac:ff,"$92,203.36",New Lorraine,5.424376,Falkland Islands (Malvinas),1984-08-06 18:29:35
828702951,db-13.hill.co.uk,2012-06-16T03:40:04,2009-11-18,Africa/Bujumbura,Uighur,GB,lt,quam.numbers,ba:97:5f:d6:69:94,$9.60,Singhside,76.946659,Ecuador,2019-03-22 05:53:02
25,email-33.bentley.info,2001-01-04T02:27:42,1990-10-27,Asia/Baghdad,Latin,GB,crh,magnam.jpeg,04:3e:fc:79:5b:dc,$7.99,Alistad,8.574430,French Polynesia,2021-08-12 20:38:28
39,desktop-25.webster-white.com,1976-06-08T19:27:09,1991-08-25,Africa/Asmera,Sinhala,GB,mhr,fugit.jpeg,11:7f:52:b3:ab:b1,$6.46,Harryberg,-114.674684,Croatia,2013-11-22 20:38:14
3,srv-02.osborne.co.uk,1975-11-18T20:40:42,1972-01-26,Asia/Taipei,Norwegian,GB,csb,tenetur.mp4,bc:ff:73:3d:5f:48,"$60,506.94",Port Jeremy,23.654253,United States Virgin Islands,1992-11-05 10:16:28
265,desktop-76.thomas.info,1980-01-21T07:55:36,2009-03-06,Europe/San_Marino,Nauru,GB,am,excepturi.avi,83:54:5b:db:f5:b2,$748.75,Connorton,157.321166,Paraguay,2009-04-08 04:09:33
401604591,desktop-56.owens-lane.com,1984-10-25T21:59:14,1993-01-18,Asia/Saigon,Manx,GB,nb,maxime.numbers,15:e2:4f:11:ab:b7,"$2,836.59",East Phillipborough,127.875888,Norfolk Island,2021-02-07 05:15:22
9,desktop-29.bennett.com,2001-01-06T12:30:33,1976-07-17,Asia/Ashgabat,Sardinian,GB,fy,aliquam.txt,58:6d:ca:ec:0a:46,$2.42,Middletonland,45.987492,Philippines,2011-12-30 23:15:47
4484,laptop-05.carter-thompson.com,1974-05-25T20:07:24,1983-12-29,Africa/Bujumbura,Norwegian,GB,nhn,odio.json,39:16:ac:b5:31:bc,$95.73,South Lawrencehaven,-170.312275,Ecuador,1970-11-08 03:49:16
960072123,web-68.james-griffiths.net,1983-04-12T23:19:48,1979-06-10,America/St_Lucia,Chinese,GB,hr,suscipit.avi,4c:0b:88:ca:ae:16,"$44,416.95",Samberg,66.542896,Congo,2000-08-24 04:39:59
581227697,laptop-16.collins.com,2015-09-23T02:43:52,1976-08-06,Pacific/Galapagos,Panjabi,GB,kl,enim.jpg,b7:a6:73:81:c4:bc,"$9,311.81",Austinfurt,-97.110259,Philippines,1978-12-31 16:41:17
578316199,desktop-51.king.com,1975-12-02T03:31:51,1999-02-02,Asia/Calcutta,Mongolian,GB,xh,laudantium.bmp,ba:63:a6:43:58:5b,"$4,263.32",Mitchellburgh,-16.025748,Niue,1984-08-24 11:45:31
691134,desktop-50.page.com,2009-03-07T02:58:21,2014-09-17,Africa/Tripoli,Interlingua,GB,nr,quae.jpg,de:53:83:a6:b5:28,$95.01,North Leanne,93.322740,New Caledonia,2023-06-15 21:10:08
7794513,srv-51.henderson.net,1970-10-05T01:10:23,2006-02-24,Europe/Zurich,Faroese,GB,ce,molestias.gif,82:bc:38:b4:d5:f6,"$18,095.88",Stephensonburgh,155.534746,Iceland,1984-10-25 01:35:13
670877,web-79.jones-green.biz,1977-06-12T16:33:52,2013-06-03,Africa/Casablanca,Bulgarian,GB,quz,natus.flac,19:0e:0e:91:06:6d,"$22,261.94",West Jade,-9.661481,Switzerland,1977-05-25 22:06:05
658,laptop-88.williams-preston.co.uk,1980-08-23T05:38:41,2022-03-12,Pacific/Ponape,Kongo,GB,sat,ipsa.ppt,ad:95:96:dc:63:1d,"$46,054.19",Shahhaven,87.034545,Philippines,1990-05-15 10:25:12
117782,lt-61.collins.com,1974-02-15T00:02:07,2015-09-28,Europe/Riga,Persian,GB,niu,similique.ods,fc:74:19:9b:c8:1c,$74.82,Mitchellfurt,101.607715,Oman,2015-12-07 10:42:07
73104,lt-85.williams.com,1975-08-04T11:14:54,1979-07-04,Indian/Maldives,Lithuanian,GB,br,officia.jpg,75:c1:ef:d6:0c:43,$3.08,Iqbalport,63.734675,Micronesia,2020-12-23 20:29:23
7,laptop-61.griffiths.com,2002-02-23T17:28:45,2018-11-27,Europe/Istanbul,Slovak,GB,tn,cumque.avi,90:0d:a8:c8:75:aa,$869.38,Port Suzanneport,-99.484160,Nigeria,2013-07-12 02:21:58
9376,lt-80.payne-williams.biz,2016-09-24T00:30:34,1983-07-07,Asia/Pyongyang,Hindi,GB,hy,aperiam.jpeg,35:6a:1b:d3:b8:b3,$75.81,East Thomasport,-140.191244,Lao People's Democratic Republic,2018-04-03 02:39:27
496,lt-66.arnold.info,2022-12-16T06:55:32,2020-02-01,Africa/Gaborone,Navajo,GB,th,iste.mp3,d5:7c:45:e0:90:95,"$6,895.32",Clarkeview,-165.061931,Guam,2010-02-02 11:09:55
5813,lt-61.hawkins.com,2009-08-21T06:57:06,1979-10-08,Africa/Cairo,Kannada,GB,ia,eaque.odt,61:ac:08:7d:78:6d,$18.42,Woodsland,-166.826506,Zimbabwe,1985-12-22 15:11:12
5774,laptop-52.hussain.biz,1990-03-17T01:59:59,1988-12-31,Asia/Phnom_Penh,Breton,GB,bn,perspiciatis.mov,e9:d5:bf:50:3a:8d,"$7,061.36",East Gracechester,50.630104,Albania,2005-04-06 05:16:14
450084,lt-45.pickering.com,1999-05-17T21:43:38,1994-05-24,Europe/Copenhagen,Abkhazian,GB,dz,ut.key,f1:f1:dc:f9:9a:71,$0.68,South Benjamin,30.095762,Mongolia,1974-11-25 06:02:18
30435,email-26.turner.com,1983-10-21T17:39:48,1990-09-05,Europe/Berlin,Interlingue,GB,ln,quidem.jpeg,08:58:51:09:3a:5f,"$5,349.71",Sarahside,-164.836043,Mongolia,2003-06-13 04:51:00
