date,hostname,random_number,language_code,time,iso8601,mac_address,pricetag,timezone,country,file_name,latitude,bank_country,longitude,language_name,date_time,city,company
1982-07-26,email-59.henderson.com,524227482,tl,10:17:01,1975-09-03T22:19:48,a8:1f:76:91:21:1e,$0.27,America/Chicago,Guinea-Bissau,illum.bmp,44.9312725,GB,126.474253,Sardinian,2006-06-15 05:23:53,Jakeport,"Humphries, Clements and Clarke"
2023-07-13,desktop-12.williams.net,8,csb,14:11:28,1978-05-26T14:34:21,98:a1:c4:a6:0f:48,"$9,464.72",Africa/Porto-Novo,Wallis and Futuna,esse.html,-50.852447,GB,173.861339,Swedish,1993-09-27 00:02:24,West Ben,"Cross, Bates and Perry"
2018-07-24,lt-96.jones.com,5618442,bhb,18:03:02,1991-05-23T10:48:05,a3:2c:94:64:00:0f,$878.65,Africa/Algiers,Croatia,eius.csv,28.477757,GB,-92.872955,Pushto,2009-09-20 08:05:08,Lake Trevor,Matthews LLC
1985-01-26,lt-47.roberts-parsons.net,4768411,lij,18:46:23,1981-11-16T03:14:49,9d:9b:d4:0f:5a:2e,"$92,944.86",Africa/Bangui,Gambia,dolorem.jpeg,-84.2734555,GB,79.634014,Sichuan Yi,2020-07-12 16:29:38,North Molly,Bryant and Sons
2015-03-29,srv-16.jones.info,683260112,cv,22:05:29,1971-02-13T00:11:53,4b:d3:3e:d4:e9:f0,$837.06,Asia/Baghdad,Venezuela,possimus.wav,-21.045157,GB,-41.323416,Slovak,2004-02-18 09:39:50,Andrewsmouth,"Atkinson, O'Sullivan and Smith"
2010-01-23,srv-22.morris-odonnell.com,8,ar,12:01:59,2001-06-11T21:48:45,d8:af:59:d7:3c:de,$15.80,Africa/Sao_Tome,Italy,quae.mov,25.882475,GB,-12.891398,Swahili,2004-03-28 07:26:39,Wilsonside,Brennan Inc
1971-07-27,email-46.james.com,196,tr,16:05:43,1983-06-01T13:07:19,a8:b4:fb:57:ba:c2,$76.93,Asia/Kabul,Guernsey,quam.csv,-71.539288,GB,-90.820198,Ido,2010-05-11 14:35:11,North Denise,"Jackson, Franklin and O'Brien"
1978-06-08,laptop-40.gardner.com,948265442,nan,05:18:06,1989-07-07T23:59:40,f9:61:ed:da:cb:48,$79.32,Europe/Stockholm,El Salvador,harum.webm,48.6545275,GB,-17.132887,Uighur,2008-05-09 11:23:52,Janeton,"Murray, Dunn and Randall"
2015-12-02,lt-83.cooke.net,503,az,06:33:28,2014-02-23T14:59:49,54:1f:a7:8e:be:dd,$89.39,America/Montevideo,Seychelles,quas.docx,-85.5473085,GB,-43.881092,Chinese,1996-08-13 05:11:14,North Dannyton,"Woods, Fuller and Martin"
1978-05-30,db-31.moore-hewitt.com,8,ku,20:07:49,1980-12-17T09:29:50,58:d0:75:27:fd:1a,"$4,997.42",America/Tegucigalpa,Uzbekistan,animi.txt,-85.314262,GB,117.421100,Thai,1982-07-27 06:17:33,Donnachester,Bishop LLC
1994-01-06,lt-90.poole-miller.com,542,ca,17:34:12,2006-01-02T18:41:39,6b:c5:98:72:4c:47,"$76,594.48",America/Barbados,Malta,necessitatibus.mov,-4.6456575,GB,122.335273,Aymara,2015-04-06 12:17:53,Port Anneport,Butcher-Allen
2005-10-25,laptop-76.lee.co.uk,211654532,af,11:11:08,1972-09-29T10:21:44,c5:c9:07:b0:80:23,$91.24,Europe/Ljubljana,Seychelles,inventore.json,-60.2352765,GB,-119.141490,Estonian,1980-10-20 13:10:31,Rileyshire,Cooper-Morgan
1990-10-24,email-17.john.com,72517,oc,22:37:00,1979-03-09T23:37:07,1f:1b:1f:d1:26:28,"$91,967.72",Asia/Tokyo,Kyrgyz Republic,nulla.json,77.8811385,GB,79.037842,Serbian,2016-09-09 22:16:03,Lorrainetown,Russell-Evans
2017-04-20,db-19.baxter.net,63981,ks,23:47:02,2019-04-15T16:34:20,92:7b:b3:e4:b0:a8,"$51,370.13",Africa/Gaborone,Syrian Arab Republic,enim.odp,57.052474,GB,-151.318901,German,2008-07-10 21:41:51,Walkerland,"Johnson, Parker and Murphy"
2016-02-27,desktop-36.williams.com,2626,tr,01:09:20,1988-06-08T22:15:44,e3:5f:c5:fb:80:89,$2.66,America/Nome,Benin,cupiditate.flac,27.585866,GB,-165.394349,Igbo,2014-12-04 05:20:50,South Samanthaport,Brown Group
1973-08-12,db-84.wheeler.com,9627296,fil,20:26:08,2014-11-29T18:30:04,9a:d8:f9:42:20:61,"$86,370.42",Africa/Maseru,Equatorial Guinea,dolorum.gif,78.2327385,GB,110.072668,Marathi,2003-04-14 05:58:01,Laurafurt,"Lynch, Edwards and Fraser"
1994-06-24,desktop-86.bennett.com,48220282,ff,03:33:16,2003-01-13T17:38:02,3c:44:9b:8e:57:c3,"$1,045.88",America/El_Salvador,Equatorial Guinea,repellat.wav,44.660937,GB,-59.516836,Kuanyama,2008-12-15 07:16:44,Whitehouseberg,"Clarke, Marshall and James"
1978-02-17,lt-23.bennett.com,253,om,17:57:52,1976-12-01T03:59:24,2c:4e:ba:09:fe:ee,"$3,845.78",Pacific/Ponape,Ghana,animi.docx,2.1538235,GB,-169.550507,Norwegian Nynorsk,1973-12-23 16:28:53,Stevenmouth,Thomas Ltd
1997-02-14,laptop-04.kelly-evans.com,3571467,eu,22:55:48,2009-12-12T09:23:30,c4:f5:1d:95:83:c2,$870.74,America/Argentina/La_Rioja,Samoa,alias.mp3,12.1456725,GB,-3.702735,Ndonga,2019-01-20 16:13:54,Elaineshire,Dale Group
1972-04-16,desktop-26.robinson.info,2377468,ak,20:36:15,1975-09-04T19:03:05,3f:ee:0b:f6:6c:c8,"$11,139.14",Pacific/Galapagos,Saint Pierre and Miquelon,molestias.webm,71.709243,GB,5.219829,Luxembourgish,1975-04-25 19:14:55,North Gavinland,"Dixon, Wilkins and Smith"
2009-07-03,srv-94.russell.org,81897852,as,09:38:32,1993-04-20T02:20:12,de:05:6c:fe:a4:6d,"$47,508.64",Europe/Stockholm,Bulgaria,hic.mp3,66.061936,GB,-149.990593,Nauru,1978-08-25 06:00:24,Townsendbury,Griffiths PLC
1995-09-12,email-81.smith.com,58,mg,04:27:54,1984-06-29T05:57:12,2c:75:c2:30:fb:d9,"$6,719.33",Europe/London,Djibouti,dolor.wav,-88.348332,GB,-95.001673,Kurdish,1976-08-17 20:32:17,Gardinerstad,Thompson Group
1988-12-07,email-48.moore.com,2,li,03:51:49,1975-01-22T23:47:24,1d:9a:24:7b:18:d1,"$61,689.05",Africa/Malabo,Swaziland,amet.webm,46.208015,GB,-60.713451,Georgian,1970-02-03 08:10:13,New Sandra,Walsh Inc
2011-07-07,web-90.slater-lloyd.com,312915206,iw,07:01:56,1974-07-01T16:45:49,b1:e9:f9:25:66:e9,$4.09,Africa/Johannesburg,Jamaica,consequatur.flac,-25.6727565,GB,-99.093991,Spanish,1973-07-28 09:04:27,Davisside,Watson PLC
1988-04-08,lt-40.gibbs-tyler.com,151984,da,11:31:48,1987-01-27T19:40:17,7c:7c:34:95:46:d5,$820.69,Asia/Baghdad,Montserrat,excepturi.txt,22.7679175,GB,-104.580104,Kongo,1982-10-16 14:31:12,Brownside,Ahmed Inc
1991-10-20,laptop-29.connor-burns.com,50,iu,09:08:32,1992-06-19T01:57:09,a6:be:4f:24:11:5d,"$80,569.59",Africa/Monrovia,Brazil,nam.mp3,67.5756955,GB,144.789692,Latin,2007-07-27 03:48:29,Thomasland,Kirby-Parsons
2007-08-03,lt-61.chapman.biz,4338,sv,00:52:54,2017-01-26T13:00:07,43:4b:e7:bc:c0:cd,"$22,778.24",Africa/Cairo,Belarus,deserunt.css,33.2544745,GB,-175.432552,Fijian,2014-10-13 08:49:27,Edwardshaven,Wallace PLC
2017-01-17,web-89.chambers-watkins.com,0,niu,00:41:16,2022-08-21T11:05:09,44:3b:83:d9:67:f4,"$6,989.50",Asia/Amman,Costa Rica,ut.mp3,-67.009715,GB,135.844321,Walloon,2002-04-03 07:32:28,North Oliviaton,Patel Inc
1995-04-04,srv-23.elliott-williams.co.uk,174768,hu,22:18:23,1973-09-07T19:01:46,7a:c8:90:3c:c0:ef,"$58,882.08",America/St_Lucia,Bolivia,in.csv,40.0902015,GB,42.260779,Kirghiz,1982-08-02 21:43:18,Port Jeffrey,Moore-McDonald
1977-11-09,web-42.davis.info,62,tn,23:18:55,1981-12-02T04:13:02,bc:d2:7f:c8:74:77,"$69,323.77",Europe/Warsaw,Syrian Arab Republic,aliquid.flac,-42.2499615,GB,-103.440801,Wolof,2015-03-22 15:06:54,Haywardview,"Brookes, Marshall and Fisher"
1992-01-06,web-29.smith.net,36016,lo,02:40:28,1987-07-30T01:34:38,0b:6a:ce:b4:c5:75,$54.29,America/St_Lucia,Brunei Darussalam,similique.avi,21.598782,GB,32.180695,Uighur,2001-06-26 22:53:29,Christianborough,Potts Inc
1973-02-12,db-67.powell-williams.com,90575,wae,12:04:26,2010-10-15T15:35:43,0f:83:2b:cc:05:a7,"$82,762.13",America/St_Kitts,Nauru,blanditiis.wav,-79.0503665,GB,99.606801,Amharic,1997-11-10 02:44:07,New Sandrahaven,"Williams, Morris and Walsh"
1976-08-12,laptop-43.smith.co.uk,13414984,tg,20:41:42,2005-08-05T00:30:10,29:7f:11:8a:b9:f9,$785.64,Asia/Tbilisi,Bermuda,provident.odp,5.6273545,GB,30.609053,Bosnian,2016-09-21 17:53:56,New Craig,Roberts LLC
1992-10-08,email-12.hilton.com,1,bg,09:20:33,1976-10-24T13:41:35,8b:81:d4:85:80:d5,"$10,485.67",Europe/Lisbon,Holy See (Vatican City State),excepturi.odt,81.3892125,GB,-116.217007,Northern Sami,1971-07-10 23:32:48,Smithberg,Flynn-Wells
2015-05-04,srv-90.collier.com,144,ml,16:10:30,1985-11-30T06:53:31,a4:53:26:26:c3:75,$2.49,Europe/Stockholm,Papua New Guinea,voluptates.bmp,63.3401715,GB,58.283876,Vietnamese,1971-04-02 14:11:15,Lewisborough,Matthews Group
2008-09-19,email-04.begum.com,921,et,04:29:35,1983-02-27T00:02:35,4c:03:07:76:ff:13,$65.74,Indian/Comoro,Panama,dolore.csv,-20.538424,GB,-103.623639,Western Frisian,1986-05-13 21:59:48,Ianfort,"Howarth, Gibson and Smith"
2003-11-14,db-21.smith.info,78094,gd,03:48:32,2009-03-20T11:58:47,4e:52:6a:c2:25:61,"$98,575.29",Europe/Berlin,Malaysia,voluptates.js,11.6230565,GB,-57.782056,Latin,2016-11-09 22:23:20,Samanthafurt,Green-Robinson
2010-07-01,desktop-86.campbell.com,39664,rw,03:08:25,1987-03-24T05:45:43,ab:c2:47:5a:df:5d,$2.64,Asia/Katmandu,Pitcairn Islands,eum.flac,-34.5846515,GB,-100.750358,Bashkir,1971-02-25 18:30:58,Port Adam,Robertson Group
1984-11-13,laptop-37.holden.com,264095145,ti,23:03:27,1981-12-15T16:47:42,2a:28:0a:97:5f:f2,$2.14,Asia/Katmandu,Slovenia,laborum.mov,-7.1666485,GB,43.599345,French,1993-03-26 21:25:27,Lake Julie,Collins-Wood
2012-03-07,lt-46.matthews-james.org,4524051,ja,01:30:54,1994-01-15T06:58:28,9c:b5:66:f1:8d:ee,$903.47,America/Santo_Domingo,Nauru,maiores.avi,24.795200,GB,-101.711244,Rundi,2019-07-22 10:52:17,Lynneberg,Archer-Jones
1988-04-23,email-01.cooper.net,3,unm,23:05:28,1984-02-22T08:25:19,73:09:01:a9:9f:f4,$59.68,America/Grenada,Macao,harum.numbers,7.947657,GB,-133.735568,Interlingue,1986-09-11 15:07:50,North Franciston,"Hughes, Morton and Kelly"
2013-01-05,web-78.dunn-berry.info,956405845,ta,04:48:23,2020-05-23T04:49:24,23:6c:ba:20:71:1d,$92.54,America/St_Kitts,Qatar,esse.html,10.3376875,GB,-113.900685,Aymara,2013-10-22 16:41:03,Sarahfurt,"Evans, Osborne and Davies"
1991-09-18,laptop-27.russell.com,69370,et,19:28:14,1972-06-22T09:10:05,70:0d:92:f2:8a:fd,"$5,992.26",Africa/Nairobi,Argentina,molestias.css,28.2875955,GB,87.687889,Ojibwa,2003-07-21 02:17:46,East Wendymouth,Robinson-Young
2018-05-21,laptop-72.goodwin.org,560124060,pap,23:30:10,2011-03-16T11:25:46,3b:45:24:80:a5:c2,$138.14,Asia/Dhaka,Honduras,reiciendis.avi,89.919303,GB,-42.477655,Tibetan,2012-12-30 07:40:18,Richardfurt,Whitehouse-Taylor
2002-03-23,db-87.brown.co.uk,76237,an,03:42:13,1994-10-30T16:25:37,7c:d0:c1:61:05:85,"$41,718.14",Europe/Oslo,Iraq,officia.jpeg,-6.308518,GB,-10.751623,Northern Sami,1996-02-17 16:59:14,New Mohammed,Whittaker-Pearce
1982-05-01,desktop-69.harris.net,367762745,mag,18:43:35,2006-04-18T03:06:31,23:1a:63:b8:e5:1f,"$4,698.32",Europe/Istanbul,Saint Barthelemy,corporis.jpg,-71.664491,GB,-12.277310,Persian,1970-01-10 06:29:42,Valerieburgh,Bradley Inc
2011-07-30,db-29.edwards-young.com,7,sr,13:33:22,2005-12-26T17:15:31,31:4b:f8:b8:af:20,"$84,295.03",Asia/Bishkek,Thailand,animi.csv,-35.8116835,GB,-171.544342,Zulu,2021-12-02 22:46:51,Lake Carltown,Lloyd-Richardson
2012-09-26,laptop-09.evans.info,9,nn,08:21:21,1977-09-24T04:38:49,86:f6:d0:5b:5c:2e,$221.22,Africa/Lusaka,Algeria,aperiam.docx,33.221886,GB,136.388943,Yoruba,2012-08-27 10:45:31,Johnsonbury,"Davies, Potter and Harrison"
2017-04-03,email-00.morton-lynch.info,861,ta,23:06:16,1976-10-20T22:48:04,25:4a:15:bd:50:29,$67.17,Asia/Pyongyang,Croatia,aliquid.avi,-53.2074785,GB,-125.165791,Kinyarwanda,2005-02-21 04:12:57,Andersontown,"Abbott, Jones and Bryan"
1982-01-13,laptop-09.marsden.org,14595,lg,18:06:09,2014-02-15T06:34:16,53:6c:9b:ef:d8:dc,"$80,779.98",Asia/Novosibirsk,Niue,quasi.mp4,-46.114331,GB,-106.632837,Spanish,1971-08-01 17:58:17,Savagemouth,Ryan-Taylor
2008-06-08,laptop-65.banks.com,3611,se,15:59:29,2008-05-10T00:41:28,bf:c3:a7:4a:bb:11,$701.63,Pacific/Port_Moresby,Nigeria,beatae.gif,-77.336561,GB,-164.474017,Bosnian,2001-12-18 20:16:11,South Claireland,Hopkins-Yates
2015-07-13,email-58.smith.com,6087,gu,12:03:16,2016-06-28T07:40:28,18:60:4d:d8:03:a8,$282.92,Africa/Lagos,Turks and Caicos Islands,quisquam.css,-21.0227495,GB,-124.241600,Chinese,2011-03-02 04:22:21,South Amy,"Fox, Watson and Green"
1985-04-22,lt-09.howells.info,160602,tig,17:37:23,2011-09-27T05:37:39,f1:49:58:11:b3:5c,$94.98,Europe/Tallinn,Honduras,harum.gif,51.8952015,GB,0.057370,Navajo,1995-01-16 00:03:26,Ballchester,"Hughes, Lloyd and Bailey"
2014-12-25,web-27.smith.net,9,fo,10:27:39,1973-01-25T06:50:21,80:ee:80:29:dc:1b,"$2,989.95",America/Paramaribo,French Polynesia,veniam.ods,-4.961095,GB,5.576958,Ewe,1990-04-16 15:31:18,North George,"Shaw, Gregory and Peacock"
1970-08-04,web-38.webb.com,40992088,cy,16:51:48,2015-08-11T23:14:46,16:4c:26:a3:f9:e0,$0.33,America/St_Vincent,Palau,culpa.flac,11.184441,GB,-21.693404,Luxembourgish,1972-06-12 00:07:48,New Valerie,Shah-Wilson
1981-10-05,db-60.nelson.com,20781409,ps,02:39:51,2002-11-21T10:42:52,d4:5a:53:e8:e6:f7,$46.97,Asia/Brunei,Wallis and Futuna,molestiae.json,-69.767636,GB,-166.134622,Pushto,2021-12-06 08:32:26,North Marie,"Smith, Humphries and Moore"
1987-11-02,email-78.hancock-ward.com,139338,sid,04:38:00,1986-10-17T15:46:09,fd:f7:fd:cd:a1:09,"$75,585.89",America/Grenada,Venezuela,eligendi.jpeg,21.018379,GB,144.402387,Croatian,1987-08-18 01:20:45,Kerryfurt,"Morris, Peacock and Richardson"
1993-07-24,laptop-99.marshall-smith.org,35128018,ka,22:58:11,1994-12-04T06:35:25,5c:e3:17:21:2c:ef,"$1,771.63",Africa/Casablanca,Botswana,sequi.numbers,24.6111285,GB,-51.667797,Assamese,2020-08-17 21:37:53,North Michaelland,Bennett-May
2017-08-17,email-85.jones-foster.com,16,so,08:51:01,2009-07-03T11:26:32,17:2a:6f:57:e8:e7,$618.34,Africa/Dakar,Reunion,sit.css,61.5045505,GB,88.099898,Tigrinya,1989-05-02 19:14:34,Westonberg,"Marshall, Sheppard and Jones"
1987-05-30,email-07.hall-lee.com,29809,bho,01:26:08,2005-04-03T14:14:18,8d:de:fa:35:d7:12,$729.02,Africa/Dar_es_Salaam,Guinea-Bissau,qui.xlsx,85.1767065,GB,-133.318362,Panjabi,2010-02-05 05:44:01,New Jessica,Campbell-Wood
1973-01-11,laptop-74.cooke.biz,41,fy,00:26:01,1993-12-08T23:30:34,6e:2b:9a:e3:d9:a5,$31.00,Asia/Damascus,Singapore,ipsum.css,-1.280914,GB,57.904416,Kurdish,1983-10-22 20:09:03,New Justinborough,Cooke Ltd
2002-01-04,web-53.taylor.net,26557783,sa,10:21:50,1977-12-28T10:57:58,d5:df:f9:26:41:f3,$1.97,Africa/Conakry,San Marino,recusandae.json,31.017258,GB,-166.652767,Limburgan,2003-05-25 04:01:24,Jamesland,Riley-Howarth
1988-11-18,db-53.armstrong.com,287,ss,07:27:36,2014-10-05T18:15:26,99:2b:e5:5b:2b:b1,"$5,257.90",Africa/Cairo,North Macedonia,aspernatur.mov,-7.2036285,GB,-18.503358,Cornish,2013-03-11 04:38:06,Forstermouth,"Martin, Bond and Thomas"
2007-07-17,db-14.sullivan.com,6,ast,00:39:09,1994-06-28T01:48:04,37:46:c6:dc:2b:4f,"$40,769.53",Africa/Gaborone,Lithuania,consequatur.webm,-70.8172605,GB,-144.542324,Japanese,1983-07-28 15:50:54,Harrymouth,"Newman, Hargreaves and Akhtar"
1972-06-06,db-30.palmer-martin.com,778,byn,10:49:40,2002-04-12T00:56:17,6a:e7:db:86:f4:23,$982.59,Asia/Thimphu,Egypt,delectus.mov,-43.752700,GB,-63.245392,Irish,2001-03-06 21:48:31,Oliviafort,Davies Inc
1990-07-12,desktop-30.lamb-steele.com,617157,el,03:12:02,1989-09-05T08:07:12,cc:4b:53:59:cf:54,"$7,083.63",Europe/Prague,Honduras,voluptatibus.jpeg,13.7968055,GB,-63.612619,Gujarati,2003-11-06 12:06:41,Roberttown,Evans-Holland
2007-10-26,web-94.pratt.co.uk,849450668,et,06:35:19,1985-02-05T19:34:48,9a:d9:3c:c2:86:e7,$4.31,America/Grenada,South Africa,quis.gif,-75.917575,GB,56.751971,Xhosa,1992-01-31 12:00:25,East Leslie,Johnson LLC
1980-02-26,srv-58.allen-white.com,67558986,sc,07:34:36,2003-11-30T11:40:39,60:5d:0e:d5:3d:0b,"$6,643.16",Asia/Tokyo,Georgia,cum.html,58.056359,GB,97.956645,Cornish,1981-07-08 13:59:20,Amyport,Taylor Ltd
2006-04-14,srv-77.baker-brookes.com,37,fur,11:29:06,1997-08-21T04:19:30,31:c3:e9:56:1d:87,"$3,505.15",Africa/Sao_Tome,Belarus,eligendi.csv,27.333345,GB,134.779519,Malay,1988-12-07 05:20:43,Jeremyland,Thomas PLC
1982-11-21,desktop-88.turner.biz,65079360,mn,08:41:12,1988-05-19T21:11:30,17:66:bd:49:8b:46,$4.09,America/Guyana,Isle of Man,delectus.jpg,-69.4986995,GB,-57.119622,Javanese,2004-09-12 14:01:10,Rosschester,Kaur-Carter
2010-08-29,laptop-50.long.biz,566,yi,19:14:14,2021-04-21T09:26:28,f6:4f:49:59:a2:0b,$678.63,Europe/Sofia,Papua New Guinea,perspiciatis.key,-71.1494165,GB,-8.575352,Walloon,2023-05-14 07:37:57,East Harrietland,Woodward and Sons
1976-08-08,srv-48.jennings-ryan.com,14184708,sid,05:27:11,2007-10-22T14:54:13,07:8b:f5:77:fd:74,$471.98,Asia/Vientiane,Austria,porro.png,33.2290335,GB,-146.212972,Sanskrit,1973-02-26 05:52:19,Markland,"Jackson, Richards and Simpson"
1975-03-25,email-59.potter.co.uk,555949,quz,18:00:19,2015-03-20T23:58:32,61:0f:85:4e:b3:74,$3.68,Africa/Asmera,Israel,porro.webm,10.656031,GB,-104.660275,Polish,2009-05-27 20:34:23,Georgiaborough,Evans Group
1971-06-08,email-60.poole.co.uk,984553,dv,10:41:33,1974-05-07T02:18:47,31:9e:4d:5d:4e:7f,"$39,228.95",Europe/Lisbon,Kiribati,quisquam.png,56.004175,GB,-143.200762,Swahili,1989-11-04 12:48:11,Begumberg,Brown Inc
2007-08-26,web-16.white.com,37120101,om,19:52:10,2005-08-02T12:23:06,62:20:32:79:ff:25,"$21,635.68",Pacific/Guadalcanal,Serbia,minima.png,-35.537444,GB,43.573759,Ndonga,1983-11-16 20:47:58,Griffithsfort,Harrison-Osborne
2005-12-19,laptop-48.wilson.biz,87,bs,09:20:57,1990-06-17T05:17:06,46:d0:43:f8:f4:aa,$8.91,Asia/Kabul,United States Virgin Islands,eligendi.avi,-58.1981095,GB,-145.574962,Northern Sami,1979-09-24 02:27:40,Simonbury,Perkins-Gardner
1996-04-25,desktop-04.webb.com,68813814,ig,12:35:25,2017-07-14T14:06:53,20:ff:37:b8:b5:4c,"$18,652.93",Europe/Bratislava,Congo,natus.csv,-36.065400,GB,-91.794302,Dutch,1983-09-15 01:32:14,West Mariefurt,Shaw-Ellis
1986-07-22,email-00.smith-cox.co.uk,46312584,nhn,09:51:39,1979-08-03T12:35:40,dd:ad:f7:46:7e:5a,"$1,125.02",Asia/Vientiane,Panama,ex.avi,38.4444875,GB,-17.444697,Tamil,2005-04-26 22:24:30,Evansfort,Hill-Wood
2016-07-10,srv-93.mills.org,23563,szl,06:23:30,2009-09-22T22:48:30,8b:f8:01:26:f2:ea,"$9,934.45",Asia/Yerevan,Central African Republic,similique.flac,76.136022,GB,-171.976686,Manx,2010-08-13 15:46:32,Charleneport,"Webster, Lee and Ashton"
1991-06-19,db-16.gordon.info,267,hu,16:11:51,1998-08-29T12:24:40,d6:de:27:a5:c2:25,"$53,350.55",Africa/Cairo,Djibouti,sed.pptx,79.413452,GB,68.550992,Ewe,1993-08-01 17:18:11,Carlfort,Nicholls-Welch
1974-08-28,db-70.james-brown.net,744200882,wae,21:39:57,1993-11-05T21:46:18,91:c2:80:04:fd:db,"$42,586.84",America/Lima,Lesotho,soluta.webm,-53.766085,GB,-4.204854,Limburgan,1986-08-25 04:12:23,Port Jakestad,Shepherd and Sons
1990-02-16,desktop-65.byrne.com,41,gu,14:02:47,2018-01-23T10:35:28,c9:91:3c:8f:64:cf,$848.09,Europe/Berlin,Namibia,explicabo.flac,89.248737,GB,-21.165929,Fulah,2012-02-01 14:40:38,Elliottbury,Stone PLC
2000-01-27,web-21.godfrey.com,12841930,ve,02:26:40,1979-12-24T11:27:13,4a:62:a5:07:d3:ee,$82.46,Africa/Libreville,North Macedonia,velit.js,82.3876255,GB,-99.452451,Twi,2015-10-11 21:20:37,Jackfurt,"Thomas, Hughes and Newman"
1996-11-13,desktop-90.oconnor-campbell.biz,5507,zh,10:41:57,1993-12-12T15:38:20,7a:11:b4:26:f6:91,$5.69,America/Panama,Tonga,voluptatum.flac,44.486556,GB,-71.992086,Javanese,2004-06-04 23:51:44,Taylormouth,James-Smith
1991-12-15,laptop-53.rogers-davies.biz,9385543,cv,08:50:03,2023-08-29T09:35:46,46:73:20:30:8c:2b,"$61,062.16",Asia/Calcutta,Grenada,iusto.wav,59.3326075,GB,-60.768108,Sinhala,1989-09-04 05:03:44,Lake Marcus,Mills Ltd
1978-01-30,laptop-83.smith.info,655,bs,16:43:44,1980-10-20T14:10:11,10:5e:fe:e1:f1:2f,$75.88,America/Mazatlan,Comoros,voluptates.csv,-64.5583435,GB,-102.897546,Marathi,1977-04-07 04:16:24,Benfurt,James-Murphy
2017-11-18,email-31.donnelly.org,96,szl,09:46:48,2022-06-25T17:28:21,63:c1:2c:d0:51:79,"$2,322.93",Indian/Mahe,Czech Republic,ab.js,61.460438,GB,36.870949,Malagasy,2020-04-17 11:39:04,Thomsonchester,Swift-Smith
1996-06-02,email-85.fitzgerald-ward.co.uk,7,iw,08:41:27,1976-01-09T22:08:41,57:06:62:89:3f:97,$738.23,Africa/Windhoek,Zambia,ab.docx,29.6512665,GB,-108.773078,Western Frisian,2019-03-08 00:08:34,North Vincentstad,Robinson-Palmer
1987-01-17,lt-57.khan.info,1042961,as,14:04:32,1985-07-25T17:23:38,c3:3c:30:7e:de:aa,$94.74,Asia/Baku,Czech Republic,eos.odt,71.898862,GB,131.873106,Somali,1994-01-16 15:15:24,New Jemma,Hamilton-Henderson
2023-08-01,db-38.jackson-stephens.com,134566,ak,18:40:40,2013-09-26T20:37:27,23:2c:11:44:68:b6,"$8,668.16",Africa/Malabo,Croatia,aliquid.mp3,-2.373621,GB,-20.614828,Estonian,1976-10-14 18:33:58,South Traceystad,Walker-Abbott
2003-08-23,desktop-17.mitchell-hussain.info,71,ja,19:16:53,1990-09-08T07:04:29,c1:13:ce:54:0a:d4,"$22,658.89",Asia/Tokyo,Bahamas,vel.mov,89.236169,GB,-26.541035,Zulu,2020-12-08 15:25:29,New Trevorhaven,Nicholls-Parker
1989-10-28,desktop-12.wilkinson-macdonald.com,3532,sat,03:13:24,2015-11-06T18:01:14,4b:1d:df:26:5e:d6,$35.96,America/Adak,Timor-Leste,ducimus.png,51.2389455,GB,43.707839,Tahitian,1998-11-06 20:19:58,Allenborough,"Begum, Campbell and Lewis"
1975-02-10,db-39.brooks-gill.biz,813487049,lg,00:18:47,1993-01-23T05:08:25,c6:3d:0d:a9:dc:cb,$163.32,Asia/Baku,Zambia,quibusdam.webm,55.072908,GB,-22.320210,Yoruba,2002-05-16 04:03:57,Port Sally,Watts LLC
1976-05-15,web-92.brooks-wall.com,97508,lt,17:00:34,2023-02-02T23:33:51,ec:b7:3a:0e:4e:86,$11.75,Pacific/Nauru,British Indian Ocean Territory (Chagos Archipelago),similique.flac,-68.8219565,GB,6.117201,Slovenian,1970-04-19 18:33:56,West Laura,Robson Inc
1980-12-22,web-07.harrison-ryan.com,265476,csb,08:52:16,2001-04-19T16:46:26,56:2b:e4:cb:eb:71,$88.64,Asia/Taipei,Guadeloupe,consequuntur.docx,-37.453142,GB,147.624012,Latin,2014-11-08 05:10:41,East Damienburgh,Field-Bird
2015-06-18,db-39.kelly.com,40754434,niu,09:18:38,2022-01-25T19:05:07,39:70:c7:26:46:c3,$496.85,Europe/Andorra,Isle of Man,iure.wav,-69.2967315,GB,88.890128,Lingala,1999-09-06 22:20:32,Jacobbury,"Edwards, Hussain and Riley"
2014-02-19,email-07.watts.com,2,bs,16:16:02,1977-10-27T23:17:32,27:9a:0f:76:84:14,"$9,500.86",Asia/Qatar,Northern Mariana Islands,blanditiis.tiff,62.908329,GB,134.222868,Central Khmer,1995-02-24 07:52:08,Suzannemouth,Smith-Little
1997-01-27,email-43.walker.com,4787,dz,14:07:41,2009-08-18T18:52:45,35:e5:f5:01:5e:e9,"$60,744.16",Atlantic/Canary,Tokelau,vel.tiff,68.436940,GB,25.098168,Vietnamese,2007-05-22 01:37:32,Yatesbury,"Newton, Scott and Campbell"
1994-11-14,laptop-48.begum.com,56717678,mt,14:48:44,1997-01-17T19:39:07,b9:9a:3c:48:a0:95,"$18,390.88",Asia/Ashgabat,Ethiopia,vitae.css,-34.587767,GB,137.955017,Chinese,2022-06-21 05:10:05,Lake Joelmouth,"Khan, Smith and Ross"
