mac_address,language_name,iso8601,file_name,hostname,bank_country,country,time,date_time,pricetag,timezone,longitude,date,city,random_number,language_code,company,latitude
87:46:1e:ff:4f:fe,Telugu,1978-01-07T03:52:16,Frau.txt,email-22.trapp.de,DE,Dschibuti,22:34:49,1975-09-25 21:20:00,"889,47 €",Europe/Minsk,-157.863931,2015-01-26,Ebermannstadt,71054,fo,Hermann Budig GmbH,62.157204
60:62:c5:f3:b3:69,Cree,2006-03-03T06:43:04,wenig.jpg,db-16.pieper.net,DE,Dominikanische Republik,19:03:25,1985-08-11 01:20:56,"27,36 €",Asia/Baghdad,82.780163,1978-07-26,Bersenbrück,659,kk,Bolnbach Drewes AG,-78.1340675
97:a1:e6:30:15:a5,Interlingua,1983-10-20T04:39:37,Eltern.mp4,srv-12.oestrovsky.de,DE,Sambia,10:25:24,2009-08-31 22:28:21,"89.675,35 €",Asia/Pontianak,-129.835691,2014-02-23,Passau,93735411,ast,Hoffmann Täsche AG & Co. KG,19.745275
9c:8b:f4:99:65:b0,Sango,1974-12-24T01:44:35,offen.mp3,web-33.taesche.org,DE,Laos,04:25:12,2014-05-22 22:27:45,"2.811,48 €",Africa/Dakar,-43.355753,2007-05-15,Kassel,8,is,Förster Hörle GmbH & Co. KGaA,52.097229
86:5c:89:97:32:8e,Cree,1973-01-13T17:26:30,deshalb.tiff,lt-05.wulf.de,DE,China,10:36:23,1975-05-23 03:49:31,"94.996,28 €",Asia/Riyadh,-3.654400,1995-01-31,Rockenhausen,96,apn,Müller Eberhardt OHG mbH,2.202202
88:2a:9e:aa:6d:c6,Swahili,1971-03-13T08:42:34,führen.flac,db-45.christoph.com,DE,Togo,17:06:00,1991-05-28 12:12:45,"50.696,30 €",Africa/Conakry,-129.789856,2018-04-29,Ludwigsburg,90539,csb,Trupp GbR,12.1158265
84:1c:a3:ff:b3:66,English,2012-03-01T01:49:45,er.jpeg,desktop-90.lindner.com,DE,Ungarn,01:53:13,1970-08-07 07:40:29,"2.766,13 €",America/Tegucigalpa,-81.508970,1999-09-15,Wittmund,2,lo,Sölzer KG,-19.466463
e1:4d:9c:12:86:06,Kanuri,2000-12-08T05:49:36,oben.docx,lt-53.heintze.de,DE,Lesotho,07:12:01,1972-06-27 18:14:55,"26,73 €",Africa/Djibouti,-109.863612,2020-05-29,Kötzting,178823038,doi,Höfig Scholl GmbH & Co. KG,64.2116995
71:1b:c6:29:86:77,Slovak,1988-08-24T12:29:42,über.mp4,db-44.koch.de,DE,Malaysia,10:23:01,1989-02-13 04:23:05,"48,83 €",Europe/Berlin,140.075767,1972-09-17,Erkelenz,28112,ckb,Stolze Eigenwillig AG,74.4840205
9f:d3:61:f2:5c:f2,Norwegian,1974-11-28T23:16:24,Schnee.mov,srv-38.henk.com,DE,Fidschi,21:09:17,2015-12-05 20:35:34,"4.454,70 €",Europe/Madrid,-104.798057,1992-05-21,Schwerin,41,yi,Seifert Hartmann GmbH,27.273665
9c:ca:31:35:a9:df,English,2006-09-13T13:41:56,auch.pages,desktop-37.werner.com,DE,Vanuatu,22:27:29,1990-08-30 21:34:03,"93,78 €",Asia/Tashkent,-41.233833,1988-03-30,Soltau,253369462,iu,Lindner GmbH & Co. OHG,-68.494430
91:e8:f1:ca:d6:cc,Sichuan Yi,1982-12-07T23:27:12,nun.mp4,lt-64.kranz.com,DE,Uganda,17:52:59,1986-11-13 17:45:50,"32.026,76 €",Africa/Maseru,179.838132,2017-02-28,Hildesheim,8294203,ti,Berger,3.869370
17:07:53:6d:df:15,Interlingua,1992-03-26T22:33:58,gewinnen.wav,web-30.schleich.org,DE,Lesotho,09:27:06,2008-07-30 01:51:06,"81,79 €",Europe/Luxembourg,-53.929522,2009-10-24,Göttingen,69194082,wal,Fliegner Tlustek GmbH & Co. KGaA,30.4147195
68:3b:e4:4a:ab:0d,Kinyarwanda,1995-03-17T14:52:45,Kopf.avi,email-08.jacob.net,DE,Südafrika,19:52:33,1994-07-19 00:50:31,"6.677,11 €",Asia/Hovd,10.102825,2000-04-16,Ansbach,9,li,Matthäi,81.055168
32:1c:31:5b:23:7d,Twi,1971-05-11T08:34:29,Wohnung.tiff,laptop-53.huhn.net,DE,Tokelau,01:35:31,1971-02-22 23:48:56,"8,36 €",Africa/Dakar,178.764498,1987-08-13,Hildesheim,385226660,ks,Austermühle Hein AG,-14.7596905
bc:0a:00:6f:18:26,Georgian,1984-06-03T04:18:04,durch.webm,desktop-34.poelitz.net,DE,Neuseeland,23:11:46,1973-10-25 09:55:38,"4.049,05 €",Africa/Kinshasa,-159.428940,2023-03-30,Moers,341559,sk,Bolzmann Gute GmbH & Co. OHG,-43.1927995
7b:79:37:8d:c0:cb,Slovak,1992-11-21T08:39:57,Gott.html,email-88.siering.com,DE,Slowenien,21:51:05,2006-05-17 19:09:02,"12.147,30 €",Africa/Freetown,50.630533,1993-04-16,Kronach,7,sl,Rosemann GmbH & Co. KG,-29.021744
f5:af:0c:7d:3b:f4,Maltese,1980-08-15T03:41:46,alle.mp4,laptop-42.biggen.com,DE,Libyen,16:07:03,1997-09-01 07:02:03,"65.790,81 €",Africa/Bamako,130.276754,1985-08-25,Luckenwalde,36,hr,Weimer AG,5.2070215
b6:99:a8:34:7c:83,Sichuan Yi,1998-06-08T18:10:52,Minute.txt,srv-10.anders.com,DE,Norfolkinsel,06:11:27,1988-02-23 18:12:39,"8,72 €",Asia/Katmandu,105.599630,1980-06-26,Olpe,47259926,mi,Mühle GbR,36.5931665
4d:49:6d:4f:a0:2e,Georgian,2010-05-15T16:19:33,wohl.wav,lt-98.weihmann.org,DE,Guyana,17:41:32,2004-06-13 02:16:57,"0,27 €",Africa/Dakar,-127.719473,1983-08-19,Warendorf,7734530,cs,Lange KGaA,30.563145
c0:3e:7f:15:50:07,Marathi,2022-07-26T07:34:46,ganz.flac,db-82.loechel.com,DE,El Salvador,03:19:41,2018-09-10 19:24:47,"574,68 €",Africa/Mbabane,-33.452881,1992-08-19,Stadtroda,297,raj,Mosemann Winkler AG & Co. KG,56.2179145
8f:e1:02:82:c9:4a,Ukrainian,1994-02-27T16:25:53,blau.mp3,email-21.schaaf.com,DE,Sonderverwaltungszone Macao,18:49:51,1977-03-31 04:55:57,"83.971,68 €",Europe/San_Marino,173.745195,1971-07-18,Wernigerode,682104,uz,Köhler,-51.8654845
d6:0b:ec:42:1f:cb,Polish,1986-11-18T13:38:18,heute.avi,srv-38.haering.de,DE,Ungarn,04:18:33,2017-03-24 09:31:30,"58.791,26 €",Asia/Kuching,64.938548,1996-07-30,Einbeck,153051455,lg,Klemt,-78.089115
5c:dd:e2:a3:c7:87,German,1974-05-24T03:24:53,weiter.key,db-63.radisch.org,DE,Kokosinseln,09:11:42,1981-11-25 22:11:15,"3.531,14 €",America/Santo_Domingo,-152.367133,2003-02-09,Ebern,43039200,is,Hartmann Adler Stiftung & Co. KG,66.7482545
d7:8e:2c:9d:a3:3e,Chichewa,1993-04-30T02:48:08,Stelle.pptx,srv-94.eigenwillig.org,DE,Britische Jungferninseln,16:55:20,1970-05-19 08:21:50,"9.843,24 €",Europe/Dublin,17.703479,2013-09-19,Lüdinghausen,9653012,nr,Lübs,63.1202915
85:d6:e6:37:82:0c,Samoan,1978-01-30T00:41:53,alt.jpg,lt-21.klemt.com,DE,Malediven,09:09:07,1990-02-05 05:48:12,"52,77 €",Africa/Bangui,17.118949,1992-01-27,Zossen,8660,nan,Mohaupt,77.456630
f0:e5:13:1b:63:64,Norwegian Nynorsk,1982-09-15T19:24:02,kam.doc,db-17.schmidtke.de,DE,Südgeorgien und die Südlichen Sandwichinseln,08:56:28,1980-10-29 11:32:30,"4,79 €",Europe/Paris,-126.862111,1995-11-25,Ebersberg,2668432,am,Huhn Henk AG & Co. KGaA,65.319650
dc:80:f1:b5:94:00,Belarusian,1974-10-22T02:58:23,Fußball.css,desktop-98.stroh.com,DE,Grenada,22:55:17,1996-06-05 20:01:27,"2,14 €",Asia/Bahrain,-75.601422,1980-12-31,Tuttlingen,255088661,ve,Linke GmbH & Co. KGaA,-12.8538265
5e:c6:dd:f2:ee:8b,Chuvash,2004-08-05T09:57:01,und.flac,db-50.eckbauer.com,DE,Komoren,07:34:58,1996-03-10 09:13:43,"59.561,51 €",Africa/Khartoum,-48.973259,1970-11-17,Mettmann,140781,ig,Davids,-56.431084
8d:cb:2f:97:cf:88,Tsonga,2021-09-10T14:10:30,beim.jpeg,desktop-65.stroh.com,DE,Rumänien,14:05:33,2020-07-18 16:44:27,"7,08 €",Pacific/Palau,105.349558,2022-02-09,Havelberg,92,wo,Möchlichen Heintze KGaA,61.377623
63:63:42:4d:db:c8,Amharic,2010-02-07T09:33:31,rund.avi,web-41.seip.com,DE,Amerikanisch-Samoa,06:08:35,2019-07-18 03:15:54,"157,67 €",Asia/Baku,-69.376139,1986-06-27,Anklam,94162993,apn,Kallert AG,56.3667375
81:a7:a2:20:be:29,Burmese,1990-06-13T12:49:06,Katze.pptx,web-03.liebelt.de,DE,Malta,08:11:02,2017-04-25 06:40:58,"47.698,53 €",America/Port_of_Spain,140.250189,2008-09-30,Wittstock,74,ko,Jessel,-89.432870
e6:fa:18:15:c8:e5,Swahili,2005-09-02T04:06:26,dumm.mp4,laptop-21.stolze.de,DE,Benin,23:26:25,2001-08-17 07:26:01,"460,96 €",America/Costa_Rica,-64.953771,1993-05-23,Sondershausen,1,lv,Mosemann e.G.,-88.1044105
1b:16:f0:55:7d:66,Slovenian,2006-10-26T08:26:08,wahr.odt,lt-04.wiek.de,DE,Jemen,08:37:02,1972-09-06 15:09:51,"18,85 €",Asia/Tashkent,148.410894,1998-05-16,Monschau,88337430,hu,Schmidtke,78.4496275
c3:3e:d6:39:7a:45,Manx,1993-04-28T07:18:47,gab.avi,db-28.haering.de,DE,Afghanistan,02:58:44,1998-06-23 16:52:04,"21.913,51 €",Europe/Podgorica,97.286377,2012-11-24,Wesel,11,hi,Ring,-62.308168
e7:17:e5:10:ad:bc,Kongo,1994-06-15T00:29:21,ein.js,db-74.boucsein.de,DE,Bulgarien,03:45:13,2022-09-17 10:34:19,"2.827,77 €",Africa/Mbabane,-20.203371,2019-09-17,Saulgau,498634965,st,Mühle Siering GmbH,83.3689225
f3:8a:ee:04:13:9c,Ganda,2012-03-13T11:56:48,singen.mov,email-06.lindner.net,DE,Äquatorialguinea,01:35:49,2016-04-13 11:49:22,"7,94 €",America/La_Paz,92.229551,1979-10-10,Burgdorf,9891,uz,Preiß AG & Co. KG,-38.485457
8d:7f:b9:ce:76:ec,South Ndebele,2006-07-25T13:48:24,Wagen.webm,lt-91.trueb.de,DE,Suriname,09:03:48,1990-06-20 11:19:27,"6,49 €",Pacific/Enderbury,-15.058020,1983-11-16,Herford,90345347,wal,Oestrovsky,-39.477823
ec:78:4c:1b:52:69,Tswana,2004-04-01T12:54:18,Brot.numbers,lt-11.hoefig.de,DE,Albanien,06:15:26,1994-12-14 19:46:59,"548,87 €",Africa/Kinshasa,-95.626444,1999-09-21,Bayreuth,107030408,en,Tröst GmbH & Co. OHG,87.8195545
ee:77:43:b8:71:d5,Rundi,2000-08-13T16:14:03,dazu.css,email-07.kensy.com,DE,Jordanien,11:51:11,2006-05-01 16:07:38,"76,52 €",America/Barbados,70.650118,2020-06-21,Coburg,3278073,he,Patberg GmbH,-23.467627
6d:64:16:54:28:16,Fulah,1987-09-13T13:56:18,immer.pptx,email-02.reuter.com,DE,Kamerun,20:22:12,2017-10-04 08:24:54,"70,51 €",Africa/Mbabane,126.165622,2011-01-25,Kusel,51291303,zh,Geisler,49.264201
a8:78:74:f0:16:e8,Fulah,2004-09-05T16:50:54,bei.tiff,web-83.etzold.de,DE,Amerikanisch-Samoa,05:29:31,1992-12-20 17:08:21,"4.021,49 €",Europe/Tallinn,13.394607,2010-03-29,Main-Höchst,7906,gez,Hörle Klotz KG,68.1330075
82:f5:1b:0b:4d:8f,Japanese,2004-09-29T20:50:36,Ende.txt,lt-82.soelzer.org,DE,Äquatorialguinea,12:44:10,1974-01-25 21:32:34,"9.146,04 €",Asia/Calcutta,-74.810257,2016-11-30,Halberstadt,74,ar,Scholtz Schmiedecke AG,59.1554855
a3:37:f2:1d:ad:25,Telugu,2020-01-16T12:51:11,was.js,lt-11.huhn.org,DE,Grönland,18:19:16,1979-11-18 07:45:46,"6.097,41 €",Asia/Urumqi,-7.887456,2014-04-15,Apolda,98879,be,Hartung Pergande e.V.,19.0256165
94:2c:e2:86:a0:97,Kuanyama,2003-04-12T07:07:19,auf.ppt,desktop-29.junitz.com,DE,Wallis und Futuna,17:14:13,2015-08-05 16:47:05,"2,34 €",Africa/Porto-Novo,58.356357,2007-04-17,Hansestadttralsund,80410,yo,Drub GmbH,-1.6949515
2b:9c:f8:43:66:e5,Kalaallisut,1979-09-19T22:40:25,Gott.docx,laptop-46.schuster.de,DE,Kap Verde,15:33:42,2021-01-14 08:26:11,"9.416,39 €",Africa/Bangui,-164.629129,2011-03-17,Berlin,7480,doi,Etzold AG,19.8467995
df:34:a9:1f:f0:d0,Limburgan,1982-01-04T05:41:57,oft.pptx,desktop-47.hofmann.de,DE,Ägypten,02:55:56,2023-07-23 08:41:22,"64.412,27 €",Europe/Copenhagen,-107.676713,1973-09-25,Strausberg,340278,am,Kruschwitz GmbH & Co. KG,-69.1535095
92:40:f1:cb:23:8e,Aymara,1989-05-13T04:11:26,oder.js,db-47.fiebig.net,DE,Mauretanien,10:04:06,2000-10-03 23:47:27,"12,94 €",Europe/Skopje,116.923627,2005-01-02,Deggendorf,67952,lb,Steinberg,-34.131705
30:25:10:83:f8:fa,Oriya,1997-01-07T12:58:09,Straße.tiff,desktop-42.jaekel.net,DE,Tuvalu,14:28:46,1978-01-28 17:07:18,"2.113,39 €",Europe/Zagreb,177.677295,1994-02-13,Forst,3254745,ps,Boucsein Dietz AG & Co. KGaA,49.4790235
e9:80:e7:3f:a3:99,Igbo,1979-09-14T05:14:55,ein.flac,lt-10.ruppert.com,DE,Jamaika,07:32:41,2015-01-05 13:36:43,"600,37 €",Europe/Amsterdam,67.972170,1984-03-11,Leipziger Land,492805277,tcy,Ernst,-79.867924
42:28:9c:41:fb:c9,Spanish,2019-08-07T12:50:13,Garten.pptx,lt-74.hoefig.de,DE,Honduras,12:25:40,1993-09-24 17:25:23,"2,40 €",Asia/Damascus,-13.774895,1982-05-27,Gardelegen,2854,de,Hofmann Briemer e.V.,-26.9091115
1d:2a:5b:b6:67:c5,Swahili,1994-09-11T02:02:36,wirklich.csv,db-23.kroker.org,DE,Katar,01:16:16,2022-01-02 07:21:55,"59,50 €",Africa/Niamey,-101.443693,1978-01-31,Zerbst,95,th,Pohl AG & Co. KGaA,-13.046160
33:85:c3:fe:75:cd,Bihari languages,2012-02-20T09:04:13,Glück.json,web-69.hande.org,DE,Eritrea,09:46:11,1970-08-07 10:21:41,"1.816,77 €",Africa/Casablanca,34.447077,1975-01-15,Werdau,635,zh,Fiebig,-52.046578
16:63:55:e2:ba:c1,Hebrew,1977-08-16T15:20:27,natürlich.csv,db-42.oestrovsky.de,DE,Barbados,19:19:19,1995-03-19 07:30:04,"990,01 €",Europe/Malta,-175.294892,1978-09-27,Melsungen,926589358,iw,Caspar,-38.6817605
45:8e:8f:3b:fd:56,Sinhala,1990-05-19T01:59:30,lustig.pages,lt-45.ladeck.de,DE,Vanuatu,12:57:28,1986-07-18 00:09:10,"3,41 €",Europe/Tallinn,-155.429344,2009-11-30,Hamburg,671630796,mi,Textor Christoph AG,57.6796015
81:7f:ea:a7:6d:a9,Kurdish,2004-09-29T07:52:47,sie.csv,lt-13.soeding.de,DE,Ecuador,01:09:05,2004-04-26 14:08:40,"115,40 €",Indian/Comoro,-161.333750,2009-09-19,Bamberg,397589,is,Holsten GmbH & Co. KG,26.419154
68:5e:a5:0c:ef:2b,Breton,2016-05-12T07:11:36,natürlich.pptx,desktop-26.hoffmann.de,DE,Libanon,08:00:53,2018-06-17 00:35:48,"373,29 €",America/Santiago,-159.966247,1978-09-21,Werdau,81,ku,Hofmann Harloff GmbH,19.655768
d4:1d:b2:10:37:73,Latin,1970-11-18T00:52:49,dürfen.css,srv-72.niemeier.com,DE,Trinidad und Tobago,18:24:35,1983-07-29 13:57:32,"634,45 €",Europe/Monaco,-29.452813,1980-11-10,Oranienburg,8168,sr,Spieß,77.2219475
cb:9e:04:f5:06:e4,Tajik,1972-01-10T13:31:40,Loch.mp3,srv-99.cichorius.net,DE,Slowenien,08:08:08,2012-10-04 11:14:09,"28,38 €",Pacific/Port_Moresby,106.640402,2016-03-12,Dieburg,623,pl,Kuhl GbR,-16.0145475
1f:b8:86:ab:77:5f,Panjabi,2015-03-17T06:50:18,Papa.html,db-40.bloch.de,DE,Kamerun,13:07:19,2006-02-20 13:46:36,"51,29 €",Africa/Bissau,-72.534253,2004-01-25,Klötze,130332,zu,Kranz,-35.5121355
5f:69:1b:d4:fb:3c,Breton,2014-02-25T01:54:19,vor.avi,lt-96.geisel.org,DE,Fidschi,01:18:51,1986-01-18 23:34:58,"25.726,91 €",Indian/Mahe,-7.938821,2008-12-06,Düren,96,ff,Schuster Rogge AG,42.763313
70:f9:d5:b2:b5:e2,Chinese,1998-12-12T01:16:12,krank.mp3,web-21.doehn.org,DE,Anguilla,09:52:40,2009-09-01 02:46:32,"54,90 €",America/Argentina/Tucuman,-19.829036,1999-11-04,Schwarzenberg,7135295,wo,van der Dussen Kallert AG & Co. KG,-2.1635175
c2:1c:01:76:78:fc,Nepali,2008-08-25T17:27:33,Leben.avi,lt-72.ehlert.org,DE,Swasiland,17:31:37,2014-11-11 04:20:58,"926,81 €",Pacific/Fiji,-2.642733,2000-08-25,Stade,770,om,Hermann Jockel AG & Co. OHG,88.250883
f4:06:92:e5:c6:76,Sardinian,1980-11-03T22:33:14,verkaufen.html,srv-59.schaaf.com,DE,Heard- und McDonald-Inseln,20:26:25,2003-09-21 23:56:59,"3.747,03 €",Europe/Tallinn,80.043861,1971-04-11,Gelnhausen,2,tig,Möchlichen GmbH & Co. OHG,84.227778
12:b0:22:2b:5f:f3,Rundi,1997-06-12T06:53:42,Welt.pptx,srv-64.kranz.net,DE,Puerto Rico,16:01:01,2001-02-09 05:56:58,"985,82 €",Europe/Rome,-97.364909,1986-10-15,Klötze,80651821,lb,Hörle,-78.8544285
da:d7:52:f7:95:2a,Kikuyu,2010-06-29T13:59:46,sechs.csv,db-76.anders.com,DE,Grenada,05:03:04,1997-02-07 03:16:22,"87,79 €",Asia/Brunei,-16.048092,1987-12-21,Grevenbroich,1,lo,Stiebitz Kuhl KG,27.2778385
86:22:7a:df:84:52,Kashmiri,2019-10-11T23:19:04,Seite.pdf,web-37.pruschke.com,DE,Mali,02:53:42,2007-01-30 13:47:20,"964,85 €",America/El_Salvador,-30.147705,2000-08-04,Jena,4954,nn,Eberhardt,-30.174711
2d:9f:91:81:a4:ca,Cree,1971-08-02T07:13:35,allein.css,web-41.loewer.de,DE,Marshallinseln,08:52:36,1989-01-17 19:07:59,"828,73 €",Africa/Luanda,-31.726381,1997-08-17,Stade,39792054,uz,Haase GmbH,-46.093635
46:42:d5:2e:b1:59,Georgian,1994-04-25T04:56:41,besser.jpeg,email-55.ditschlerin.net,DE,Suriname,11:37:16,1979-11-12 08:52:03,"1.821,11 €",Pacific/Fiji,7.444635,2002-01-14,Rottweil,93105067,lb,Barkholz KG,-64.435230
cb:f3:52:07:32:55,Estonian,1972-07-07T12:14:14,einmal.mp3,desktop-43.kitzmann.de,DE,Guadeloupe,20:30:47,1999-06-02 16:37:37,"883,85 €",Indian/Antananarivo,-127.495378,2005-08-01,Kehl,7,cv,Gotthard,-46.9524165
58:0d:1d:d8:34:b1,Ojibwa,1984-06-29T17:56:20,Lehrer.mov,db-56.bolander.de,DE,Norwegen,18:15:48,2020-06-19 17:35:51,"5.306,52 €",Europe/Zurich,-112.436472,1980-05-16,Rastatt,573,om,auch Schlauchin AG & Co. KGaA,51.707528
17:15:3d:fb:07:4d,South Ndebele,2019-02-02T21:37:40,durch.js,desktop-30.scheel.net,DE,Sonderverwaltungszone Macao,23:14:51,1996-12-21 04:07:13,"79.226,90 €",Asia/Phnom_Penh,-177.116490,2000-09-25,Mayen,53551944,sid,Ernst Bender KG,39.779339
4c:e0:2c:ef:bf:df,Hungarian,1979-05-07T20:02:29,Sohn.txt,laptop-91.berger.com,DE,Litauen,11:10:32,2007-02-17 20:27:22,"706,67 €",Asia/Manila,26.667157,2002-12-29,Weißenfels,90911346,bho,Hesse GmbH & Co. KG,10.7450075
d0:97:df:eb:97:6b,Oriya,1978-10-26T07:09:31,fallen.txt,lt-76.eigenwillig.org,DE,Jordanien,14:48:45,2008-08-03 18:41:19,"8,11 €",Asia/Baku,-111.501876,2006-12-11,Pfaffenhofen an der Ilm,75,xh,Reuter Pergande GbR,-26.134569
fc:28:33:74:09:21,Gujarati,2016-01-21T02:39:30,Wald.wav,lt-34.doerr.org,DE,Irland,06:41:47,1981-02-11 21:05:06,"8.806,88 €",America/Nassau,-137.564041,1970-06-06,Emmendingen,360905,gez,Zahn KG,53.5066535
b0:97:81:ef:8f:e5,Albanian,1971-12-16T15:34:30,nennen.mp3,web-29.ziegert.de,DE,Bhutan,22:05:54,2010-08-18 16:27:39,"4.781,78 €",Europe/Stockholm,115.502006,1976-06-07,Miesbach,31,pa,Kraushaar,-70.537375
48:07:82:e2:f1:35,Marathi,1984-06-19T11:12:20,Zeitung.tiff,srv-76.graf.de,DE,Monaco,06:53:04,1982-10-09 19:01:10,"50,99 €",Indian/Mauritius,30.166057,1991-09-29,Sonneberg,351,ps,Kroker Eimer GbR,56.1508355
45:e3:64:66:6c:bf,English,1986-02-18T00:52:20,wichtig.flac,desktop-89.gerlach.de,DE,Aruba,21:15:56,1997-09-07 08:06:14,"98.847,43 €",Africa/Maseru,84.135871,2020-08-26,Ueckermünde,2268,nso,Stumpf,-74.383085
2a:11:7e:c7:18:20,Latin,1984-04-02T02:30:51,weiter.odp,email-10.speer.org,DE,Aserbaidschan,06:55:02,2004-08-19 22:59:16,"8,03 €",Europe/Zurich,-67.626376,1999-09-13,Forchheim,92653250,kl,Blümel Gröttner KG,-17.5023535
60:bd:0e:6a:5a:18,Spanish,1983-05-04T08:02:21,ließ.flac,web-47.pieper.de,DE,Pakistan,15:27:34,1979-05-03 08:06:03,"5,82 €",Africa/Bamako,-94.293727,2000-03-18,Goslar,5496,sq,Jungfer Graf e.G.,5.7957545
31:e2:78:f7:b7:5f,Limburgan,1997-11-22T21:56:04,Flasche.flac,srv-76.steinberg.com,DE,Libanon,11:36:04,1984-03-02 09:06:58,"160,78 €",Pacific/Truk,54.373302,2000-04-28,Ansbach,7246,cy,Tlustek,37.084054
b8:be:d2:15:3c:26,Georgian,1999-02-08T01:12:17,frei.mp4,desktop-35.hoerle.de,DE,Gibraltar,23:34:09,1976-02-11 02:40:46,"7,11 €",Europe/Moscow,75.437152,1998-10-31,Weimar,0,ks,Tlustek Walter AG,68.708413
29:a2:5e:be:8d:cb,Bashkir,1997-09-22T18:45:17,will.mov,db-11.bolander.com,DE,Puerto Rico,03:26:24,1985-09-08 04:49:07,"71.457,08 €",Asia/Dushanbe,-71.770437,1995-02-14,Neunburg vorm Wald,8450,kn,Steinberg Winkler OHG mbH,37.914416
4a:46:a4:cc:a1:3b,Belarusian,2003-09-29T19:42:40,uns.html,lt-31.plath.com,DE,Sonderverwaltungszone Macao,16:50:50,2013-08-05 05:51:28,"62.073,73 €",Europe/Copenhagen,7.552329,1989-04-13,Rockenhausen,5411,an,Pergande,77.4158655
ae:2f:ad:50:70:ba,Ganda,2007-06-16T10:49:39,offen.avi,srv-88.aumann.com,DE,Libanon,13:52:43,2009-12-05 13:09:02,"938,39 €",Europe/Zurich,-20.779564,1990-01-07,Sömmerda,42,xh,Bender GmbH,78.452344
c9:69:8c:14:16:9a,Swati,1996-01-23T14:09:26,Bett.webm,desktop-14.hermighausen.de,DE,Italien,16:15:50,1977-12-09 21:36:01,"4,32 €",Europe/Simferopol,105.184621,2018-11-12,Gera,647234,raj,Martin,-11.2962405
f7:25:f0:c2:10:16,Irish,1982-12-29T12:13:53,vorbei.pptx,lt-17.giess.de,DE,Kaimaninseln,22:00:27,2014-08-22 20:27:14,"4.507,49 €",Pacific/Tongatapu,-136.892098,1978-12-02,Staffelstein,665,nds,Bolzmann,61.2792935
64:56:3e:d3:7d:95,Malagasy,2011-08-26T23:52:39,anfangen.odt,email-75.striebitz.de,DE,Dominica,14:09:32,1997-06-20 13:03:42,"255,35 €",America/Costa_Rica,104.491607,2023-01-31,Döbeln,776460,om,Dietz,-5.9417665
b5:37:48:dd:d9:e2,Bislama,2022-08-19T01:27:02,fehlen.html,db-62.huebel.de,DE,Antarktis,11:45:50,2001-07-14 07:58:44,"356,48 €",America/Guatemala,28.409475,2011-02-16,Hammelburg,251,bhb,Mude KG,28.0037765
f0:f2:4f:20:20:77,Bulgarian,1997-03-20T10:44:20,dazu.mov,desktop-14.fiebig.com,DE,St. Martin,12:46:28,1997-07-12 20:27:01,"813,09 €",America/Yakutat,126.466112,1981-02-20,Büsingen am Hochrhein,1,sl,Scheel GmbH & Co. KGaA,-30.6152975
84:f2:0b:7b:23:46,Bislama,1982-01-28T23:13:45,Tag.tiff,lt-86.karz.net,DE,Mongolei,20:55:30,1977-10-30 11:49:51,"83.673,32 €",Indian/Antananarivo,158.167973,2018-09-02,Badibling,8079,sc,Gutknecht,-85.7299985
28:4e:46:1b:5e:ce,Nauru,1980-01-30T16:36:07,nehmen.css,web-19.junk.org,DE,Oman,16:40:07,1982-12-07 02:39:18,"677,48 €",America/Belize,28.689601,1970-04-18,Eichstätt,5334119,lb,Bärer Geisler AG,17.232264
cc:23:35:72:52:63,Serbian,2002-10-01T08:45:57,spät.tiff,lt-70.roemer.de,DE,Nördliche Marianen,22:13:02,1990-08-19 03:27:21,"8,78 €",Asia/Aden,146.062675,1972-01-08,Mühldorf am Inn,207117928,the,Gierschner AG,-11.977781
62:e5:8b:05:b4:fb,Aragonese,1972-02-26T15:06:06,Nase.pptx,lt-14.zaenker.de,DE,Chile,10:16:56,1977-05-06 00:36:22,"19.130,57 €",Europe/Andorra,47.175798,1989-07-12,Soltau,471254,wae,Dussen van,47.557384
a1:dd:5b:1a:b2:e9,Assamese,1990-06-24T16:54:45,antworten.mp3,laptop-67.barth.com,DE,Kuwait,10:22:14,1989-09-06 16:30:51,"769,75 €",Europe/Zurich,167.478428,1997-08-18,Querfurt,280308284,ne,Buchholz AG,27.897850
8e:f7:46:b0:46:05,Basque,1982-11-24T14:57:38,schreiben.mp4,laptop-19.pohl.org,DE,Tschad,07:25:06,1978-07-11 03:35:05,"965,85 €",Asia/Dili,10.727248,2014-05-01,Greiz,4,byn,Eimer,66.027155
fa:9b:9d:16:4c:c1,Maltese,2014-08-08T06:21:59,eigentlich.csv,lt-90.schenk.de,DE,Rumänien,13:14:46,1998-08-15 11:26:18,"70.331,80 €",Asia/Jerusalem,133.662093,1977-05-27,Lichtenfels,246,sq,Margraf GmbH & Co. KGaA,-24.4281875
6b:ad:fc:40:fb:98,Swedish,1975-03-20T22:45:58,noch.flac,desktop-20.ehlert.com,DE,Demokratische Volksrepublik Korea,18:30:32,1981-05-01 00:45:08,"832,55 €",Asia/Damascus,87.278477,1981-12-18,Neustrelitz,10247,nso,Zobel Mentzel AG,-72.990553
26:62:1c:65:f2:9b,Portuguese,2003-01-21T19:23:51,Haus.flac,laptop-51.schulz.de,DE,Burkina Faso,11:01:37,1975-10-12 15:58:55,"394,12 €",Africa/Luanda,-115.808525,1979-12-29,Eberswalde,662349,vi,Jacobi Jäckel,-7.8806215
