country,latitude,file_name,bank_country,company,hostname,iso8601,language_code,longitude,date_time,timezone
Namibia,-15.443328,atque.flac,GB,Griffin LLC,desktop-08.anderson-allan.com,1995-05-03T21:16:01,bn,-98.020984,2020-03-02 00:22:49,Asia/Kuching
Liberia,57.6264715,recusandae.flac,GB,Reeves-Lee,web-84.robinson.net,2018-03-04T09:55:25,cv,107.752350,1999-07-25 06:10:58,Asia/Amman
Japan,87.5321165,magni.odt,GB,"Richardson, Reed and Armstrong",web-59.murphy.com,2000-08-08T17:40:02,cmn,64.567229,2019-08-08 16:59:36,Asia/Singapore
Aruba,17.989932,sunt.mov,GB,Hardy PLC,desktop-46.atkinson.com,2013-11-12T15:13:08,eo,163.716506,1977-07-23 05:10:46,Pacific/Apia
Armenia,-79.681268,sapiente.mp3,GB,Smart-Williams,laptop-92.richardson.info,1978-01-18T06:56:42,lv,-171.694101,2010-09-29 18:13:25,America/Antigua
Western Sahara,-11.372664,repellat.css,GB,Thomas PLC,laptop-48.pugh.co.uk,1971-07-03T12:52:07,tr,-120.363589,2005-06-13 04:21:14,Europe/San_Marino
Ireland,13.620488,ipsa.doc,GB,Watson Group,lt-97.singh.biz,1997-02-15T19:16:36,ia,26.280361,2022-09-29 21:35:31,Pacific/Tarawa
Isle of Man,88.978206,pariatur.jpeg,GB,Hughes LLC,web-08.stephenson.com,1987-07-04T00:04:51,hr,135.837933,2010-11-08 02:23:25,America/Paramaribo
Greenland,7.2321255,in.wav,GB,Begum-Shaw,laptop-93.johnson.biz,2002-12-27T10:50:27,ve,-45.687327,1970-02-28 12:34:16,Europe/Ljubljana
Guernsey,56.5243195,est.mp4,GB,"Lee, Robinson and Gallagher",laptop-71.kaur.com,2023-07-18T23:21:57,tcy,-7.679027,2008-03-27 18:03:45,Asia/Ashgabat
Argentina,-51.4305235,sed.tiff,GB,Moore-Davies,web-01.green.com,1999-11-13T23:53:16,bho,-24.843102,1994-07-12 04:04:28,Africa/Lome
Guadeloupe,-39.646665,tenetur.ppt,GB,"Morrison, Andrews and Pearson",web-93.thomas.com,1987-07-18T14:13:49,te,1.222330,2004-06-11 03:44:26,Africa/Ouagadougou
Niue,11.6164365,voluptas.mov,GB,Roberts-Phillips,email-35.mitchell.com,2022-09-15T13:45:09,tk,-149.841815,1998-11-17 07:08:02,Asia/Ashgabat
Saint Barthelemy,18.9412275,praesentium.mp4,GB,Waters-Clarke,srv-45.thomas.com,1989-07-09T07:18:22,shs,-116.537703,1994-06-26 05:43:21,America/Dominica
Barbados,48.458486,ut.jpg,GB,Hughes-Smith,web-56.wheeler.com,2006-08-14T16:55:52,tl,-52.638429,1991-05-06 02:14:13,Atlantic/Cape_Verde
Monaco,-26.796773,magnam.mp3,GB,"Rees, Read and Owen",laptop-14.fox.org,2005-01-22T02:04:03,dz,160.939966,1973-10-20 08:26:21,Africa/Bamako
Latvia,-40.5669135,quisquam.webm,GB,"James, Hill and Hammond",desktop-49.gray-anderson.com,2020-11-16T22:33:46,mai,-177.562016,2007-02-13 15:11:32,Africa/Mbabane
Libyan Arab Jamahiriya,-67.1738315,fugiat.pdf,GB,Chambers LLC,web-07.kelly.biz,1997-01-22T19:21:02,lo,-45.851084,1974-02-14 15:34:00,Pacific/Tongatapu
Congo,14.431566,dolorum.js,GB,Reid Ltd,srv-29.davies.com,2023-05-31T06:04:53,nhn,167.369272,1985-10-25 13:15:55,Europe/Warsaw
Peru,-63.300734,ipsum.ods,GB,Davis-Armstrong,web-25.kay-russell.com,2017-01-30T13:10:07,km,175.799605,1971-04-29 11:19:41,America/Jamaica
Trinidad and Tobago,-45.3660285,aspernatur.pptx,GB,Allen-Parkes,laptop-79.baker.org,2018-01-20T18:42:52,nr,-10.415140,2016-07-07 16:02:20,Asia/Taipei
Colombia,-56.388916,animi.js,GB,Bishop-Jones,web-39.osborne.com,2003-05-31T01:09:40,ig,151.753639,2019-04-30 00:24:26,America/Havana
Papua New Guinea,36.1145175,quidem.css,GB,Khan-Khan,desktop-18.peters.co.uk,1996-11-29T20:49:06,sd,-70.438566,1993-07-04 00:05:11,Asia/Damascus
Uruguay,64.2437115,ullam.flac,GB,Walters-Hall,web-82.green.com,2017-10-10T13:21:22,ml,-154.314304,1996-03-20 20:21:30,Indian/Mauritius
Holy See (Vatican City State),1.0884275,ab.gif,GB,Jarvis-O'Sullivan,lt-59.matthews.com,1987-10-21T19:33:57,en,-31.684405,2000-08-15 11:26:14,Asia/Nicosia
Pakistan,48.771277,est.json,GB,Lloyd-Robertson,email-89.bennett.com,1985-06-10T02:59:12,wae,103.045205,1984-08-31 07:36:05,Pacific/Apia
Jordan,-0.050939,maxime.mov,GB,"Williams, Lee and Green",desktop-79.lee-campbell.co.uk,2008-06-13T02:47:25,hne,-89.590607,1991-08-08 22:44:42,Africa/Maseru
Netherlands Antilles,-60.114562,occaecati.tiff,GB,"Brown, Anderson and Wall",web-95.turner-walsh.biz,2018-08-13T00:51:02,af,109.747744,2018-02-15 14:22:31,Africa/Mogadishu
Argentina,30.089939,architecto.pptx,GB,"Lewis, Evans and May",db-56.marshall.biz,2008-08-12T07:49:30,raj,152.672699,1970-10-21 04:26:22,Europe/Prague
Kazakhstan,-81.0161485,eveniet.css,GB,Foster Inc,srv-25.turnbull.net,1989-03-10T19:46:03,sv,-1.132896,1994-04-26 07:10:17,Africa/Harare
Thailand,-56.3280305,consectetur.css,GB,"Burns, Turner and Willis",desktop-16.lawrence.info,2021-07-22T04:49:49,mhr,-52.376572,1982-07-26 17:28:23,Africa/Djibouti
Gabon,37.4059545,repudiandae.mov,GB,"Wade, Taylor and Wright",srv-71.walker.biz,2009-09-18T12:52:32,ms,77.705172,1987-05-25 19:35:20,America/Managua
Canada,-77.082132,temporibus.js,GB,"Francis, Ali and Young",email-94.harrison-chambers.co.uk,1998-09-05T17:03:34,de,-4.241160,1975-10-21 21:03:50,Africa/Porto-Novo
Latvia,11.7067765,tenetur.xls,GB,Cooper and Sons,srv-83.jones.co.uk,1971-05-03T09:34:13,mn,-158.938713,2011-08-17 20:09:02,Africa/Lagos
Malta,-44.836187,consectetur.wav,GB,"Watson, Roberts and Thomas",srv-47.smith-edwards.com,2006-06-24T10:12:25,ks,-99.837422,2018-05-08 05:55:45,Pacific/Nauru
Solomon Islands,59.7452535,voluptas.avi,GB,Brown LLC,email-14.jones.com,1978-03-31T12:35:57,es,121.221402,2014-10-21 06:42:19,Pacific/Apia
United States Minor Outlying Islands,57.8487835,eius.js,GB,Watson-Faulkner,lt-48.burgess-swift.info,1988-01-06T10:08:06,byn,-103.129077,1986-06-08 19:39:09,Europe/Bratislava
Brazil,-9.293920,asperiores.flac,GB,Cox-Clark,db-47.moore.com,1974-09-16T07:52:05,yi,79.947996,1978-11-27 08:26:27,Africa/Dar_es_Salaam
American Samoa,41.3730005,aperiam.mp3,GB,Burke PLC,web-78.harris-simpson.org,2007-03-05T10:12:27,nds,15.154760,1997-03-26 15:44:38,America/Santiago
Bosnia and Herzegovina,48.797001,amet.tiff,GB,Bell PLC,desktop-72.jordan.com,1988-06-20T07:05:41,hsb,-67.149442,2013-09-25 21:28:06,Europe/Minsk
Cook Islands,-43.150533,dignissimos.webm,GB,"Watson, Jones and McKenzie",lt-83.davey.co.uk,2007-06-23T06:04:16,ber,106.926544,1978-01-29 23:48:47,Asia/Saigon
Pitcairn Islands,68.7781535,tenetur.jpg,GB,"Howell, Hughes and Miller",laptop-41.smith.info,1985-01-20T19:19:16,tk,-147.083275,1994-06-17 03:09:30,Pacific/Kosrae
Afghanistan,5.7724285,harum.webm,GB,Wood-Taylor,desktop-58.osullivan.com,1978-07-28T11:12:14,se,68.573440,2015-06-06 07:41:25,Africa/Tunis
Bosnia and Herzegovina,-45.3806165,ut.tiff,GB,"Weston, Smith and Jackson",srv-28.ward.com,2001-06-27T00:37:10,ts,-129.250160,2007-08-23 21:03:15,Europe/Warsaw
South Georgia and the South Sandwich Islands,-85.284479,atque.webm,GB,James-Marshall,db-55.phillips-harding.com,1995-10-04T03:01:15,el,-134.711134,2001-11-06 09:43:16,Europe/Bratislava
Tuvalu,-45.710291,fugit.gif,GB,Stevenson and Sons,lt-05.nolan.org,1980-02-05T23:14:25,ug,-56.590228,2005-03-02 02:29:44,Europe/Tallinn
Turkey,-88.7396155,ut.jpg,GB,Evans and Sons,srv-32.edwards.com,1998-12-27T22:15:49,bo,40.900195,2007-11-13 21:33:37,Asia/Muscat
Liechtenstein,-29.098356,pariatur.tiff,GB,"Payne, Johnson and Foster",srv-24.evans.com,2005-08-05T02:20:07,os,21.005231,1995-02-04 21:08:56,Europe/Tirane
Honduras,6.182867,saepe.js,GB,"Martin, Williams and Evans",db-33.grant-hayes.com,1997-12-09T07:42:49,da,-42.076279,2000-06-18 22:23:10,Europe/Bratislava
United States of America,37.818153,molestiae.key,GB,Brady Group,db-43.smith.com,1981-10-13T05:09:06,ig,113.512039,1970-09-17 19:18:13,Europe/Skopje
Cook Islands,29.1560435,officiis.wav,GB,"Lee, Jones and Gray",email-50.walker.biz,1987-07-14T01:35:22,an,114.810316,1979-10-17 19:40:23,America/Tijuana
British Indian Ocean Territory (Chagos Archipelago),80.544604,asperiores.json,GB,Parkes-Jones,laptop-31.cox-jennings.com,2011-09-12T14:29:55,fo,-122.522076,1983-03-21 20:03:16,Europe/Stockholm
Bosnia and Herzegovina,84.807952,assumenda.webm,GB,"Smith, Wood and Stephens",srv-60.shaw-page.com,1988-03-09T03:37:16,is,-51.349090,1975-08-02 04:14:30,Asia/Kuwait
Estonia,-46.998004,cumque.wav,GB,Bailey-Shaw,srv-47.king.net,1982-02-28T11:37:12,iu,-48.652319,1974-08-05 23:04:46,America/Guatemala
Israel,-78.349401,dolorem.csv,GB,Bates LLC,email-21.black.com,1987-04-29T12:04:50,sr,76.103656,2002-04-08 13:13:03,Pacific/Palau
Korea,51.963779,neque.doc,GB,"Gordon, Turner and Price",desktop-77.jones.com,2022-12-30T10:40:44,gd,-69.719793,1991-08-19 01:17:09,Europe/Budapest
Lesotho,89.4769505,soluta.wav,GB,"Price, Chandler and Booth",web-40.turnbull.co.uk,1972-05-10T22:41:26,tr,82.625174,2008-05-09 19:25:43,Europe/Bratislava
Dominican Republic,13.4339585,odio.gif,GB,"Morgan, Young and Foster",web-74.barber.org,1987-03-13T13:48:58,ht,-1.484896,2006-12-03 21:07:51,America/St_Vincent
Pitcairn Islands,67.1137695,soluta.html,GB,"Jones, Davies and Marsh",srv-68.andrews.co.uk,1999-12-09T09:33:54,an,22.525989,2008-09-07 16:54:46,Africa/Bamako
Greece,0.2070825,nostrum.gif,GB,Singh PLC,web-48.williams.net,1987-12-19T03:14:56,es,42.408560,1991-07-01 10:43:01,America/Jamaica
Heard Island and McDonald Islands,79.4983255,ex.mp3,GB,Jones-Todd,email-35.edwards.com,1989-09-12T11:52:45,dz,-170.161472,2007-07-09 17:44:51,Asia/Beirut
Korea,42.180904,labore.mp3,GB,Steele LLC,desktop-33.ahmed.com,1993-01-31T01:37:19,am,-30.080429,2000-08-21 09:44:58,Europe/Dublin
United States Minor Outlying Islands,18.761295,quis.html,GB,Walton-Edwards,lt-45.roberts.com,1996-07-06T07:37:55,ss,-165.579745,2007-03-05 05:26:34,Asia/Damascus
Netherlands,8.792472,tempore.js,GB,Hughes Ltd,web-20.sutton-bird.net,1992-12-23T01:27:59,mn,144.028910,1974-03-10 21:02:16,Asia/Calcutta
Chile,-20.940823,eius.txt,GB,Clarke and Sons,web-72.phillips.com,1970-05-20T01:13:43,aa,137.751020,2003-02-06 14:01:35,Africa/Conakry
Nepal,46.032577,ad.bmp,GB,Morley-Sullivan,desktop-94.donnelly.com,1985-08-25T15:37:23,ur,137.364353,1991-10-20 00:06:31,Europe/Podgorica
Iceland,84.800591,molestias.mov,GB,"Harvey, Oliver and Long",email-67.coleman.info,2020-07-20T14:51:56,sid,67.645443,2012-11-11 16:18:44,Africa/Libreville
United Kingdom,-77.9916925,ea.flac,GB,Pratt-Parry,lt-58.rahman.com,1977-03-11T09:58:03,raj,-89.414092,1975-10-17 22:35:06,Asia/Vientiane
Pakistan,-24.101033,veniam.jpg,GB,Turner Ltd,web-45.slater.net,1999-10-09T01:35:23,wae,-99.164701,1990-01-12 17:28:20,Europe/Vienna
United States Virgin Islands,-36.6790355,natus.jpeg,GB,Davies LLC,lt-56.lambert.com,1995-03-25T17:20:28,fr,-52.165076,1978-11-21 13:20:18,America/Montevideo
Mali,-87.432212,facere.csv,GB,Miles LLC,desktop-51.goddard.com,1987-07-27T22:17:58,the,144.086243,1996-07-22 21:30:24,Asia/Singapore
Iceland,29.9962885,accusamus.html,GB,"Johnson, Mitchell and Kerr",laptop-85.clarke.com,1973-02-20T12:40:49,shs,136.851441,2004-05-12 05:34:25,Asia/Colombo
Liberia,21.3666505,modi.wav,GB,"Robinson, Smith and Nelson",lt-08.peters-dawson.com,2013-07-30T03:26:22,af,-108.637887,2014-04-17 06:08:49,Africa/Lome
Czech Republic,-0.6344005,placeat.js,GB,Jones LLC,srv-35.wilson.com,1989-08-17T18:02:16,bem,-157.508326,1988-12-19 21:36:21,Asia/Nicosia
Yemen,16.388976,animi.html,GB,Page LLC,laptop-09.lynch.info,1981-04-02T13:51:07,tg,-59.002998,1997-08-31 09:45:41,America/Noronha
Spain,-1.093283,voluptatibus.tiff,GB,Williams-Ward,laptop-24.cartwright.com,2021-06-26T23:38:12,doi,-56.351189,1979-04-20 12:28:02,Europe/Zurich
American Samoa,31.6857155,quaerat.avi,GB,Boyle Group,db-81.jarvis-ross.com,1987-09-04T15:58:42,da,65.533344,1997-09-13 00:28:35,Pacific/Apia
Montserrat,-32.2593075,assumenda.mov,GB,"Cooper, Brown and Nicholls",lt-38.clarke-brown.biz,1971-12-12T12:13:02,bg,126.217375,2022-03-08 17:00:22,America/Costa_Rica
Gibraltar,69.7274155,ipsum.wav,GB,Ford Inc,srv-44.smith-hughes.co.uk,1992-07-24T10:28:00,sq,-71.896956,2022-09-26 20:36:30,Africa/Kinshasa
Cuba,-15.1504805,incidunt.bmp,GB,West-Edwards,srv-18.fraser.com,1983-01-25T20:51:37,se,-165.872734,2015-01-03 09:18:00,Europe/Andorra
Sudan,49.612382,excepturi.jpg,GB,Barnett-Jones,lt-63.ellis.com,1971-01-12T04:58:32,nan,-145.483257,1986-11-18 17:04:05,America/Panama
Fiji,-47.338879,nisi.mov,GB,Smith Ltd,web-85.cartwright.com,1998-02-17T03:30:00,vi,47.321215,1977-06-18 00:03:00,Australia/Lindeman
Austria,-48.8032375,veniam.xls,GB,Parsons Ltd,db-03.ahmed-marshall.com,2019-03-25T11:12:39,sd,-34.407114,1976-01-04 14:36:20,Europe/Tallinn
Afghanistan,15.3502835,voluptates.json,GB,Richardson LLC,srv-64.jackson.org,2006-07-24T06:25:55,de,-142.632497,1992-06-19 13:32:04,Africa/Tripoli
Burkina Faso,80.0464445,inventore.key,GB,Wright Inc,email-13.bryant.com,1979-05-25T15:37:23,it,-74.980599,1982-11-09 04:15:19,America/Manaus
Jordan,-85.681033,quasi.pages,GB,Palmer PLC,desktop-71.richards.com,2016-05-20T02:57:05,et,-143.395356,2018-08-24 17:37:42,Africa/Nairobi
China,-64.124672,sunt.webm,GB,Smith-Barrett,lt-98.wallace.com,2018-04-21T02:59:38,byn,-127.107393,1975-01-25 18:32:25,Africa/Bamako
Mauritania,-70.3377945,illum.gif,GB,"Ali, Matthews and Nolan",desktop-68.hall.com,2018-02-26T03:00:09,bho,-49.260807,1998-12-23 19:51:27,Africa/Casablanca
Tajikistan,80.370644,voluptatum.mov,GB,Jones Inc,desktop-45.humphreys.biz,1986-02-15T00:22:00,ia,-27.128624,2000-05-11 02:26:54,Africa/Dakar
Botswana,41.133067,suscipit.csv,GB,Jackson Group,lt-36.matthews.com,1978-05-06T14:12:31,et,-61.016793,1986-02-08 15:41:40,Africa/Maputo
Northern Mariana Islands,-23.963926,impedit.bmp,GB,"Robinson, Hall and Connor",lt-95.tucker-humphreys.com,1971-08-24T12:38:58,se,-100.986194,1993-12-03 17:38:23,Africa/Banjul
Latvia,-48.108377,laboriosam.mp3,GB,Bartlett-Baker,web-13.owen-barrett.biz,1990-12-01T08:39:17,ku,102.610803,2019-02-25 09:55:52,Indian/Maldives
Bolivia,46.6459665,nemo.json,GB,Murray Group,email-53.moore-thomas.com,2023-08-28T22:56:03,fil,-151.022533,1974-06-20 22:59:58,Africa/Maputo
Bulgaria,31.9537235,odit.mp3,GB,"Turner, Andrews and Hobbs",srv-38.grant.com,1988-11-26T12:09:49,li,65.690969,1971-02-23 20:20:47,America/Asuncion
Falkland Islands (Malvinas),52.266741,consectetur.txt,GB,Carpenter Inc,srv-08.short.com,1983-01-17T09:16:50,ha,0.464638,2007-05-15 07:43:00,Asia/Katmandu
Saint Vincent and the Grenadines,-46.4191075,quis.mov,GB,"Hayward, Hodgson and Burton",lt-33.ingram-matthews.co.uk,1996-12-21T11:10:54,st,-143.450197,1979-03-20 22:40:25,Pacific/Port_Moresby
Sierra Leone,53.6022185,tempora.jpeg,GB,Dyer-Williams,desktop-86.clark-gibbons.com,1973-09-11T04:26:37,da,173.100719,2022-12-06 00:29:14,America/Nassau
Wallis and Futuna,-26.9374715,vero.mp4,GB,Reynolds-Harrison,web-23.white.com,2017-08-13T10:14:58,vi,-29.675950,1992-03-26 22:22:10,Asia/Riyadh
Senegal,-63.0410195,harum.odt,GB,"Moore, Evans and Campbell",db-74.thompson.co.uk,2012-04-18T20:25:29,szl,163.109131,2018-05-24 12:20:59,America/Guatemala
China,47.6280255,autem.numbers,GB,Evans PLC,lt-48.roberts.com,1994-08-19T19:35:44,ht,115.013428,1986-07-26 13:07:35,Asia/Tbilisi
South Africa,-77.7923805,natus.csv,GB,"Morris, Smith and O'Neill",laptop-27.thomas-lewis.com,1996-08-11T07:50:37,tr,3.094807,2016-11-19 01:47:52,Africa/Algiers
Czech Republic,39.081127,error.wav,GB,Smith Ltd,lt-41.morris.com,1986-06-12T07:35:57,se,-55.025914,1975-08-23 21:01:57,Africa/Lusaka
Bangladesh,87.0512635,doloribus.jpg,GB,Turner Ltd,web-79.sinclair.com,2014-05-08T05:10:01,aa,160.628801,2014-07-18 13:23:39,Asia/Ashgabat
Marshall Islands,-53.752414,reprehenderit.png,GB,Gough-Kemp,lt-65.begum.com,2006-10-05T08:38:01,li,-98.201348,2013-03-09 19:25:53,Africa/Brazzaville
Guinea,68.126495,harum.webm,GB,Francis-Cooke,desktop-95.cox.net,2023-05-28T17:46:57,sk,18.884737,1982-03-27 18:55:45,Europe/Andorra
Korea,43.098559,corporis.avi,GB,Lewis-Hale,db-13.mills.net,2007-04-10T20:40:17,aa,-97.973180,1994-12-12 23:03:03,Africa/Bangui
Rwanda,-74.974989,impedit.jpeg,GB,"Robinson, Smith and Henderson",srv-57.griffiths-hart.com,1997-11-25T22:45:37,fy,148.055663,1987-01-04 20:13:16,Europe/Vienna
Oman,-38.582158,facere.mov,GB,Cameron-Goodwin,laptop-32.woods.info,2003-08-30T08:13:26,pa,-9.289817,1989-09-03 07:57:00,Pacific/Nauru
Saint Helena,-41.874547,qui.txt,GB,"Ryan, Martin and Fisher",laptop-93.wong.org,2006-12-25T19:49:31,mni,13.521135,1995-04-13 01:23:45,America/La_Paz
Madagascar,-45.3428785,eos.odp,GB,"Mellor, Quinn and Taylor",srv-91.williams-brown.org,2000-09-08T13:34:54,yo,170.082939,1973-03-22 08:50:56,Asia/Taipei
Pitcairn Islands,-51.0830545,vitae.tiff,GB,Khan-Fisher,laptop-72.miller.com,1998-08-10T09:03:07,nds,-79.808455,2007-02-07 17:32:13,Asia/Dushanbe
Uzbekistan,66.424238,occaecati.mp4,GB,Taylor-Wood,web-63.edwards.co.uk,1971-07-25T18:13:47,uz,38.044929,1984-10-05 01:30:34,Africa/Bissau
Tunisia,0.8920875,asperiores.css,GB,"Thomas, Smith and Cox",desktop-51.mahmood.biz,2008-05-22T02:47:49,iw,-20.886764,1999-03-10 05:40:09,Pacific/Funafuti
Heard Island and McDonald Islands,50.538807,similique.mov,GB,Thompson-Goddard,lt-06.dickinson-garner.com,2005-07-28T23:56:12,wal,121.025180,2012-03-26 11:14:21,Asia/Calcutta
Isle of Man,-9.113088,quae.xlsx,GB,Watson Inc,desktop-43.brown-tomlinson.com,2008-08-25T07:51:19,ve,84.270192,2011-06-15 18:43:01,America/Fortaleza
Ukraine,-20.1183535,dolorem.webm,GB,"Adams, Rees and Jackson",email-37.ahmed.com,2023-05-15T15:37:17,gv,-157.831082,2009-02-06 20:55:15,Europe/Paris
Bosnia and Herzegovina,-45.422673,eius.wav,GB,Robinson-Parsons,email-52.lewis-evans.biz,2020-07-02T17:44:28,kn,-136.453877,1992-10-30 13:48:25,Europe/London
Uganda,39.513978,minus.docx,GB,"Simpson, Doyle and Marshall",lt-87.carpenter-sharpe.co.uk,2002-10-15T03:58:08,he,-52.513849,2008-12-02 19:20:27,Europe/Helsinki
Paraguay,-33.917953,fugiat.pptx,GB,"Smith, Brown and Hicks",laptop-81.young.com,1970-11-10T09:57:42,pt,-154.454979,2003-06-09 07:49:00,Asia/Dili
Tunisia,-20.4095275,praesentium.txt,GB,"Thomas, Clarke and Franklin",laptop-67.humphreys.net,1970-09-27T18:33:20,mt,86.001140,1982-06-10 18:18:45,Asia/Kabul
Korea,9.067603,iste.mp3,GB,Lawrence Inc,lt-55.williams.info,1971-01-25T12:08:39,gd,169.411685,2010-12-02 14:34:42,Asia/Dubai
Swaziland,-84.427433,possimus.png,GB,Walters-Osborne,web-14.jenkins.biz,1988-05-24T03:36:16,ps,43.889272,1999-11-24 06:41:01,Africa/Addis_Ababa
Cambodia,40.782494,deleniti.mp4,GB,"White, Barker and O'Brien",email-47.jenkins.co.uk,1996-02-10T19:53:42,ml,87.412677,2010-05-23 00:29:20,Africa/Sao_Tome
Turkmenistan,-20.6364935,odio.js,GB,"Pearce, Sanders and Godfrey",srv-61.robinson-baker.com,1977-08-03T18:59:41,de,-99.892100,1982-06-27 04:35:13,Asia/Katmandu
Costa Rica,27.102670,occaecati.webm,GB,Holmes and Sons,desktop-76.evans.com,2000-04-23T01:15:21,tg,98.940424,2002-11-02 22:38:25,Asia/Katmandu
Gabon,-63.4628575,laudantium.webm,GB,"Stephenson, Wright and Butler",web-46.cole.com,1996-05-25T11:29:44,fo,45.496317,2001-03-30 23:35:24,Europe/Bucharest
Luxembourg,-50.392844,cum.mp3,GB,Bishop-Naylor,email-38.hall.com,1976-12-03T00:29:35,mn,21.180722,1990-10-04 14:53:51,Europe/Bratislava
Wallis and Futuna,18.563579,et.csv,GB,Ali LLC,web-33.hussain-wilson.info,2004-01-31T23:46:31,fur,121.470556,1976-06-30 02:35:14,America/Managua
Gambia,-53.521011,velit.mp4,GB,"Donnelly, Howarth and Clements",web-27.harris-vaughan.com,1982-04-29T06:22:13,nan,-136.283767,1998-03-21 18:48:59,Pacific/Kosrae
Ireland,21.012546,beatae.avi,GB,Morrison-Khan,srv-00.francis.com,2019-10-10T17:39:47,mi,-112.192098,1979-05-04 04:27:59,Asia/Colombo
Japan,-7.8915995,dicta.png,GB,Knight-Read,email-48.newman-davies.com,2000-01-29T12:58:17,fur,-59.003299,2001-05-14 20:38:59,Asia/Kuwait
Algeria,15.140119,velit.avi,GB,"Perry, Rogers and Allan",laptop-94.wilson-knight.com,2008-04-06T05:11:28,be,66.717123,1996-02-11 01:01:45,Africa/Mbabane
Guam,-81.2414205,repellat.mp3,GB,"Wood, Wood and Robinson",web-48.mason.net,2014-11-14T17:48:20,bho,-134.187594,1972-11-26 17:17:50,Europe/Athens
Algeria,41.8836415,laborum.mov,GB,Ahmed-Lambert,lt-89.gill.net,1999-07-23T04:22:19,lzh,-132.898054,2007-10-08 10:20:25,Europe/Luxembourg
Maldives,4.473150,sit.csv,GB,Webb Ltd,lt-68.smith-richards.com,2021-12-15T23:40:03,rw,-54.225470,1972-08-11 21:12:55,Africa/Ouagadougou
Netherlands,69.850599,commodi.jpeg,GB,Pritchard and Sons,desktop-63.john-bruce.com,2020-10-11T17:04:18,nhn,-99.830304,1997-10-31 12:21:28,Pacific/Apia
New Zealand,-27.7565655,sint.html,GB,Power PLC,srv-75.davis.com,1976-08-18T10:54:23,nl,55.170825,1990-06-30 02:55:44,Europe/Ljubljana
British Virgin Islands,37.5176985,ut.ods,GB,Bull and Sons,desktop-78.payne.com,1976-04-03T08:41:34,mr,155.370907,2012-07-23 12:41:10,America/El_Salvador
South Africa,-31.128846,dolor.mp3,GB,Bibi-Moore,laptop-82.jones.com,1979-05-24T06:13:58,ms,164.249967,2014-12-03 22:32:42,Africa/Bissau
Brazil,-85.8052455,quae.webm,GB,Gill-Newman,laptop-24.barker.org,1986-12-16T02:29:24,bhb,-42.660263,2020-08-14 16:59:45,Pacific/Guadalcanal
Haiti,32.7356055,molestias.mp3,GB,Fleming Group,web-24.peters.com,1971-05-24T12:54:21,ru,-16.437597,2001-11-26 10:59:45,Europe/Sofia
Faroe Islands,-34.3802915,at.flac,GB,"Gibbs, Campbell and Jones",srv-48.williams.com,2020-12-17T04:32:05,fa,68.460256,2022-11-04 03:31:28,America/Chihuahua
Christmas Island,-7.5900635,optio.mp4,GB,Hooper-Holmes,db-40.hughes.biz,2023-07-30T05:13:35,apn,67.387191,1977-12-01 23:33:34,Europe/Zagreb
Montserrat,7.8711065,repellat.avi,GB,Wilson and Sons,email-21.gallagher.com,2007-07-27T03:41:34,hu,-61.400319,1972-07-24 18:03:16,Africa/Kigali
Morocco,-5.288720,itaque.pptx,GB,Kerr-Young,desktop-21.wheeler.info,2019-01-21T19:52:03,fo,41.820270,2005-10-04 12:50:35,Europe/Budapest
Madagascar,51.8355765,possimus.csv,GB,"Wallace, Patel and Williams",db-19.bryan-webb.org,1986-02-08T10:40:50,hr,-122.210622,1989-12-24 23:57:57,Europe/Berlin
Eritrea,-12.976839,nisi.csv,GB,Curtis and Sons,db-59.shah.net,1978-10-29T03:33:04,hu,76.049269,1986-03-08 18:25:15,Asia/Yerevan
British Indian Ocean Territory (Chagos Archipelago),-18.000750,ipsam.mp3,GB,Pratt-Dawson,db-51.cooper.com,2002-11-01T17:19:39,el,-140.093408,1977-09-07 12:32:54,Africa/Maseru
Tajikistan,-1.287630,maiores.csv,GB,Jones and Sons,db-52.law.info,1999-08-07T02:29:02,cy,-169.689758,2018-01-31 02:56:35,Asia/Brunei
Switzerland,50.925132,minima.jpg,GB,Davey-Barrett,desktop-42.goddard.com,2014-04-11T15:49:07,ga,173.526141,2001-04-15 20:20:42,Africa/Abidjan
Moldova,32.7896465,laborum.tiff,GB,Kelly Group,srv-66.gibson.net,1974-11-28T15:56:15,mni,-123.403822,2019-11-11 13:15:43,Asia/Irkutsk
Jersey,-18.6207925,modi.ods,GB,Davison Inc,desktop-71.smith.com,2013-04-06T16:20:51,os,63.243260,1971-11-02 09:28:16,America/Lima
Isle of Man,0.1787455,rerum.numbers,GB,Wright-Jones,web-20.watts.com,1972-09-23T19:10:59,tr,33.317707,1994-08-28 02:37:38,Africa/Mbabane
Nicaragua,49.686307,quas.json,GB,Newton LLC,laptop-40.brown.info,2007-04-09T02:25:02,lg,-66.092075,2020-12-25 01:36:54,Africa/Maputo
Falkland Islands (Malvinas),-35.852414,labore.avi,GB,Moore LLC,desktop-86.powell.org,1984-12-20T12:12:33,az,-97.924262,1990-06-11 05:08:37,Europe/Skopje
Congo,88.728080,placeat.html,GB,Todd LLC,laptop-47.turner-collier.org,1974-02-26T21:50:40,sq,-150.988847,2015-09-08 14:40:18,Europe/Bratislava
United States of America,-60.155247,nobis.docx,GB,Jones Inc,laptop-30.duffy.com,1992-09-24T17:59:13,br,-48.191421,1972-02-04 10:20:58,Africa/Lome
