latitude,pricetag,hostname,random_number,timezone,language_name,date,iso8601,time,bank_country,company,mac_address,language_code,date_time
-29.079508,"$51,412.71",email-50.graham-marshall.info,46687580,Pacific/Funafuti,Ido,2004-04-09,1989-08-27T03:06:56,16:25:20,GB,Allen PLC,65:dd:ef:ac:0e:22,kok,2003-09-10 00:48:22
19.5924105,$4.08,db-83.frost.net,87885,Asia/Qatar,Kannada,1979-01-20,1997-09-17T02:17:41,06:34:01,GB,"Watts, Evans and Dixon",6b:3b:db:6b:5d:db,af,2001-09-22 09:09:52
-39.199743,$0.71,laptop-24.sharpe-gray.com,86650073,Asia/Kabul,Indonesian,1973-11-30,1992-03-18T20:22:17,01:55:20,GB,"Turner, Sharp and Francis",20:dd:ae:00:8e:18,sk,1975-10-06 03:58:51
43.057578,"$9,115.02",desktop-52.stephenson-french.com,41,America/Nassau,Javanese,2008-09-09,2002-04-02T10:03:36,08:45:35,GB,"Williams, Mason and Turner",36:29:62:7e:ec:9b,gv,1990-08-30 13:32:36
-64.2115995,"$30,350.52",db-61.wilson-smith.co.uk,30202321,Asia/Ulaanbaatar,Xhosa,2014-01-10,1992-08-18T03:37:28,09:02:57,GB,Morgan Inc,e7:74:6b:d4:33:55,sl,1993-08-25 15:02:27
-84.898304,$74.89,srv-29.ali.co.uk,0,Atlantic/Azores,Breton,2014-10-16,2014-01-04T21:15:54,19:36:45,GB,Stokes PLC,f3:2c:d2:d5:4e:c1,wae,2016-05-11 11:33:24
3.3374575,"$74,312.86",desktop-71.owens.info,5594695,Atlantic/Madeira,Tagalog,1980-04-01,1973-06-30T18:21:32,04:19:59,GB,Smith-French,e9:d4:f1:0b:71:19,mni,2007-12-12 07:22:27
2.5013155,"$5,102.92",web-08.hanson.biz,6265785,Asia/Ashgabat,Fijian,1977-03-18,1986-11-21T08:34:50,12:47:49,GB,"Watts, Gardiner and Franklin",bf:23:24:97:30:bb,bho,1982-06-17 16:11:03
-53.3489945,$272.42,srv-40.walker-andrews.com,431957,Europe/Bucharest,Armenian,2010-04-25,1984-07-07T14:34:30,01:52:25,GB,"Davey, Burgess and Dickinson",90:1f:d8:1b:4c:71,bem,2012-03-01 17:54:41
8.7985615,"$6,779.53",desktop-55.walton.biz,77,America/Argentina/Cordoba,Xhosa,2015-09-05,1976-07-25T02:05:41,22:47:52,GB,"Ward, Shaw and Humphreys",7b:60:95:52:ca:0b,cs,1972-04-01 18:41:08
55.102356,$9.97,srv-38.sykes.com,216798,Asia/Saigon,Tajik,2003-02-22,2002-09-17T00:20:34,13:05:52,GB,Parkin-Jones,76:bf:a0:58:cb:f1,it,1988-08-17 05:38:51
16.2841505,$94.23,db-49.sims.net,7139281,Europe/Vaduz,English,2023-03-10,1982-04-07T09:10:07,17:23:02,GB,Duffy Inc,5c:78:35:d6:d3:99,li,2015-01-12 19:57:47
-68.9616815,$0.25,laptop-66.hudson.com,31020,Asia/Phnom_Penh,Kinyarwanda,2022-05-08,1998-10-25T10:33:31,12:14:02,GB,Turner-Wilkinson,f8:38:ca:c3:96:d9,cs,1985-06-13 15:47:09
-0.4476795,$748.85,email-18.taylor.net,136,Asia/Tokyo,Tamil,1986-11-29,1991-05-09T14:59:24,09:46:25,GB,Robinson Group,5d:51:6b:54:6e:6b,crh,2014-07-28 20:11:00
-81.6124325,"$56,338.52",email-78.hall.info,161815954,Pacific/Apia,Slovak,1985-06-26,2015-12-26T13:59:51,17:54:00,GB,Harris-Brown,9a:8a:47:86:eb:ca,tg,2004-12-08 09:33:22
-88.040551,$790.84,lt-05.morgan.org,40,Europe/Prague,Bengali,2009-10-24,1971-08-03T15:31:32,14:17:31,GB,Williams PLC,4b:a5:11:47:58:91,the,1976-07-15 00:11:06
49.238599,$4.72,laptop-43.moore.com,8,Africa/Casablanca,Inuktitut,1997-08-19,1971-12-21T17:03:49,10:57:45,GB,Robinson PLC,18:1e:14:df:66:e4,ak,1982-02-06 14:43:43
-41.8499065,"$16,960.55",srv-37.fowler-jones.com,62328,Indian/Maldives,Aragonese,2019-09-30,1998-05-01T00:01:50,23:19:54,GB,Rhodes PLC,ba:8b:e9:e1:47:d9,ln,1971-08-31 14:16:38
-4.358994,$8.40,laptop-85.begum.com,7560393,Africa/Bujumbura,Macedonian,2017-06-29,1981-10-26T11:48:56,04:57:07,GB,"Jones, Watson and Harris",9a:6c:d4:de:cc:08,fa,1997-12-22 19:02:40
-30.802513,$95.12,desktop-87.pearce.org,693285,Pacific/Port_Moresby,Sardinian,1981-04-11,1977-07-04T04:14:44,05:56:32,GB,Hardy Ltd,6d:19:a5:9f:e5:0f,pa,2010-05-17 06:58:19
-40.436454,"$86,196.24",email-83.mistry.com,596786660,Europe/Tallinn,Hindi,1970-10-20,2021-05-14T06:01:41,00:12:16,GB,Cox Group,80:e2:93:52:2c:69,te,2022-03-25 12:25:05
78.3660735,"$5,005.03",web-85.shaw-andrews.com,13253698,Pacific/Port_Moresby,German,2023-02-28,1979-06-23T09:05:51,09:03:35,GB,Thornton LLC,9e:f4:e7:e0:f2:48,ik,2014-05-15 11:24:15
-37.4321855,"$8,045.80",desktop-84.kirby.com,35,Asia/Pyongyang,Inuktitut,1999-10-29,1981-12-02T01:48:37,19:08:10,GB,"Burns, Parkin and Fraser",d6:8c:66:3e:45:8c,the,2015-02-01 23:52:15
-17.8459155,$513.54,desktop-48.williams.net,91042552,America/Port_of_Spain,Fulah,2006-07-28,1978-11-30T18:24:58,17:34:35,GB,Harrison Group,e8:00:de:1a:b5:b4,the,2009-08-19 19:30:52
32.9397985,"$6,851.31",laptop-47.bell-turner.com,39004,Europe/Monaco,Abkhazian,1985-08-20,1976-05-27T03:24:00,12:22:21,GB,"Jones, Evans and Curtis",89:c3:20:d6:5c:66,sq,1980-01-26 14:12:11
-36.6901235,"$6,862.39",srv-83.lee.com,8724940,Asia/Karachi,Finnish,1980-01-05,2002-01-08T12:16:11,18:30:26,GB,Rose Group,67:ed:d9:e1:d9:90,it,1973-10-27 05:23:31
84.5119695,"$97,691.82",lt-30.smith.org,722671,Asia/Riyadh,Estonian,2009-08-17,2006-01-21T10:50:39,21:49:58,GB,Johnston-Gardner,73:86:1d:e0:c1:4d,eu,1977-01-31 23:03:59
40.5884305,$255.34,desktop-15.brown-jones.com,14975,Asia/Almaty,Tamil,1995-03-31,1978-06-08T21:47:33,18:53:46,GB,Barnes Ltd,e0:62:e3:58:68:4d,fr,1999-07-23 14:52:46
56.260502,$20.79,desktop-28.rogers-hayes.biz,905618271,Africa/Lubumbashi,Belarusian,2019-03-15,2015-11-01T02:30:17,16:00:24,GB,Robson-Harris,13:d4:c6:28:d3:b5,om,1984-04-19 06:14:01
-20.0692315,"$53,754.19",srv-00.price.org,530044527,America/Goose_Bay,Ewe,1979-01-21,1988-05-08T02:22:05,05:28:32,GB,Harris PLC,35:a7:c3:88:9e:c2,fi,2017-12-04 19:54:32
58.4049985,"$91,760.68",desktop-85.wilson.com,9,Europe/Dublin,Croatian,1988-09-07,2000-10-03T05:54:30,23:36:47,GB,"Morgan, Howe and Robinson",e4:09:8b:75:76:d5,niu,1980-05-28 05:00:30
-82.0983365,$584.15,desktop-15.hodgson.info,1371,America/St_Kitts,Macedonian,1992-08-15,2001-03-18T03:28:20,23:01:43,GB,Wilson Group,1d:5b:64:32:73:02,tl,2005-11-14 21:01:55
-78.153937,"$42,833.79",laptop-43.jones.com,426263316,America/Argentina/Buenos_Aires,Javanese,1976-12-23,1985-03-16T19:49:43,02:43:01,GB,Wood-Rice,84:6f:85:75:90:c6,cy,1988-12-16 12:07:02
-3.5881335,$341.07,web-62.cunningham.com,48,Asia/Saigon,Kanuri,2021-09-12,1974-05-05T02:33:45,00:13:58,GB,Robson-Murray,c7:46:60:bb:d2:47,si,1995-06-03 23:49:27
-75.2033805,"$44,606.08",lt-02.mckenzie.com,63,Africa/Freetown,Norwegian Nynorsk,2012-06-09,1974-11-17T01:38:32,18:55:37,GB,"Price, Wilkinson and Knight",d3:7b:98:47:b3:fb,te,2022-09-25 20:50:32
52.3434855,$6.32,db-92.hill-fuller.com,77,Africa/Ceuta,Ndonga,1986-04-16,2020-12-03T22:34:15,09:10:19,GB,"Thomas, Thompson and Parker",b7:07:7a:fe:7a:8c,mhr,2016-02-27 17:52:34
-20.882398,"$23,720.15",srv-12.taylor.com,595,Atlantic/Cape_Verde,Turkmen,2001-09-25,1974-01-27T14:14:30,07:02:28,GB,"Steele, Johnson and Howard",d2:ab:ae:ed:a7:19,lv,1970-09-09 06:13:35
-12.5601985,$256.73,web-81.roberts-edwards.com,8432629,Europe/Amsterdam,Czech,1997-02-26,1975-12-15T20:07:03,11:31:46,GB,Bruce-Cross,ab:83:f8:30:cd:f2,tg,1970-08-20 06:10:43
-29.731921,"$91,764.25",desktop-38.parsons.com,0,Pacific/Fiji,Aragonese,2005-12-12,2016-01-09T04:10:40,19:29:16,GB,"Smith, Lynch and Hunt",0a:e3:c9:13:13:7a,sd,1987-08-25 11:32:52
41.890734,$864.71,email-37.donnelly.com,883,Asia/Colombo,Romansh,1989-04-20,1978-05-20T02:44:30,13:03:08,GB,Coates-Long,d3:1c:12:d4:2d:31,ve,1986-07-06 09:20:06
51.4905335,$1.04,lt-08.andrews-smith.biz,8685,Asia/Tokyo,Hiri Motu,2000-12-12,1987-09-03T14:59:01,15:31:42,GB,Edwards-Fraser,e2:d8:4b:25:c8:97,es,1982-02-15 08:33:50
-69.0627205,$1.08,db-22.frost.com,8535399,America/St_Vincent,Pushto,2004-07-31,1998-11-27T04:03:50,09:17:59,GB,Russell LLC,68:e9:58:d9:10:b1,oc,2009-11-05 12:20:41
18.463885,$25.68,srv-83.bennett-woodward.biz,59204627,Pacific/Auckland,Latvian,1998-04-29,1978-10-25T01:38:10,03:48:01,GB,Brown and Sons,64:90:6a:bd:a0:56,xh,1973-01-14 20:51:32
-89.0710815,"$85,299.04",web-36.russell.com,6,Africa/Ouagadougou,Zulu,1983-11-04,1991-12-27T22:35:19,21:12:17,GB,Fitzgerald and Sons,c1:33:4d:da:67:61,sd,2011-05-04 13:22:09
-20.3959335,$10.17,email-07.joyce.biz,554394,Asia/Manila,Gujarati,1983-07-19,1976-06-10T08:09:18,16:41:26,GB,Patel Ltd,89:c5:d1:b8:72:8f,sl,1970-12-15 00:09:31
46.280921,"$37,568.13",db-39.collins.com,400,Indian/Mahe,Bosnian,2010-07-13,1974-03-09T02:24:07,08:20:13,GB,"Tucker, Pritchard and Carroll",e4:43:e8:f5:88:d8,doi,1984-04-21 19:17:47
86.725440,$60.08,srv-14.marsh-odonnell.biz,85408542,Africa/Banjul,Chichewa,1983-09-30,2003-10-28T07:04:51,11:52:52,GB,Thomas Inc,9a:df:10:b9:1e:78,dz,2006-12-20 07:58:14
71.7230585,"$72,177.37",web-73.watkins-hayes.com,8030,Africa/Bamako,North Ndebele,1985-09-15,1982-08-24T09:04:45,17:58:02,GB,King Inc,c6:91:68:d5:ac:c3,crh,1983-01-22 15:38:05
80.0697975,"$49,120.40",lt-94.mccarthy-finch.com,889965274,Europe/Luxembourg,Rundi,2020-05-12,1991-05-03T19:18:27,19:00:12,GB,"Harrison, Holmes and Butler",c2:a9:54:2d:a5:2d,gez,2010-07-29 10:00:50
31.557802,$698.67,web-58.gough-lawrence.co.uk,5,Asia/Saigon,Oromo,1988-07-12,1978-10-16T10:21:44,05:45:07,GB,Evans Inc,0e:5f:97:49:c1:bd,bo,2007-05-31 06:07:42
39.179236,"$68,744.66",web-89.roberts.com,1175418,Asia/Tbilisi,Welsh,1993-09-11,1995-05-28T12:42:00,23:19:48,GB,Perkins Group,e0:94:9f:16:63:aa,an,1999-10-03 12:43:49
24.7640035,$50.78,desktop-46.gill-parker.co.uk,8658787,Asia/Jerusalem,Latvian,1996-07-17,2000-10-26T12:18:19,07:43:58,GB,"Baker, Hill and Stewart",c7:88:39:ac:87:84,se,1980-05-02 03:38:15
21.9358515,$24.41,laptop-52.simpson.com,7585,Europe/Paris,Serbian,1977-10-09,2016-09-06T15:13:30,16:50:54,GB,"Moore, Bowen and Gill",7e:59:91:15:ee:35,ff,2000-07-04 04:58:53
45.8821745,$862.65,desktop-81.holmes.com,511734146,America/Tegucigalpa,"Sotho, Southern",1992-12-12,1977-08-23T04:00:04,10:50:24,GB,"Brown, Harvey and Roberts",df:b2:b0:c0:12:5f,ar,2006-04-08 17:37:40
20.427646,"$24,395.92",email-07.taylor.net,83416,Europe/Belgrade,Bulgarian,1997-04-04,1971-06-24T17:31:10,02:24:24,GB,Field LLC,99:77:dd:4a:cd:91,sq,2013-07-19 17:21:23
76.662074,$894.65,desktop-37.hutchinson-elliott.com,921,Asia/Ulaanbaatar,Chamorro,1980-06-19,1973-01-25T14:26:02,16:28:07,GB,"Parkin, Wyatt and Nolan",95:db:24:cc:39:72,nso,1984-11-01 10:51:15
-82.485428,"$93,258.17",desktop-51.scott.com,8,Europe/Luxembourg,Kuanyama,2013-03-17,1990-03-23T00:07:10,23:53:31,GB,Jones PLC,05:c8:c1:7d:6c:ae,az,1992-10-05 16:17:10
-44.5940105,"$7,090.07",laptop-59.turner.com,10,Africa/Johannesburg,Sindhi,2004-02-18,1989-10-24T08:22:34,08:20:50,GB,"Jones, Davies and Gould",21:2c:ff:16:4f:eb,as,1987-03-03 01:09:06
81.097674,"$7,091.11",web-23.andrews-hope.com,3619680,Europe/London,Northern Sami,1992-05-10,1997-03-24T18:16:43,19:22:32,GB,Smith LLC,59:99:cb:f2:c2:f2,fur,1978-09-01 10:47:50
-10.7620655,$45.18,email-94.bond.com,6469298,America/Asuncion,Bashkir,1984-05-15,2012-01-24T13:13:52,06:25:17,GB,Hill-Stone,e9:3f:ed:48:8b:d9,pap,2012-09-17 04:33:19
59.029628,$892.75,laptop-55.humphries-webb.com,474094,America/Guatemala,Kanuri,2008-09-21,1999-09-27T06:31:50,21:20:56,GB,Morley-Spencer,bd:76:b3:95:f6:69,or,1995-06-28 14:34:36
-70.595723,$88.82,web-86.allen-may.biz,737788915,Africa/Conakry,Serbian,1994-08-25,1984-01-31T03:40:12,21:10:56,GB,Hall-Myers,13:10:f5:b1:14:82,et,2009-03-17 09:39:59
46.412925,"$6,842.89",email-41.king.com,140,Africa/Sao_Tome,Kongo,1978-04-21,1999-02-27T20:27:29,14:29:11,GB,Evans-Price,08:00:72:3a:9d:18,nl,2007-09-22 00:15:16
68.7974825,$281.81,desktop-21.robinson.com,955673237,America/Antigua,Inupiaq,1984-02-24,2018-10-08T10:21:59,18:38:21,GB,Morris Group,39:e3:7b:31:7d:18,om,1974-07-07 01:15:28
22.956806,$41.01,lt-22.freeman.com,6470,Europe/Vatican,Yoruba,1997-06-18,2021-05-25T11:58:14,18:22:21,GB,"Walton, Harding and Armstrong",27:52:28:de:63:de,fil,1984-02-04 15:35:27
75.616670,"$13,295.16",laptop-33.jones.com,4441342,Asia/Bangkok,Catalan,1994-01-24,2011-11-05T21:20:51,02:36:59,GB,"Stone, Lambert and Bird",b5:51:80:4c:5e:0d,ks,1989-08-07 06:22:17
13.8462035,"$53,712.60",lt-47.price.com,2,Europe/Vatican,Avaric,2001-10-22,1986-04-27T12:43:36,00:14:49,GB,Jennings-Whitehouse,56:2b:31:03:88:14,dv,1986-04-19 11:47:58
69.296280,$9.46,srv-02.scott.org,391,Asia/Tehran,Sanskrit,2012-04-14,1998-05-07T08:59:44,18:05:34,GB,"Owen, Wright and Jackson",f4:ef:b9:b8:5c:75,csb,2018-07-24 23:27:01
-50.696958,"$10,172.80",lt-35.morris.com,103,Africa/Malabo,Sundanese,1994-03-18,1974-11-23T20:09:03,01:00:26,GB,Gill LLC,cb:c6:51:59:3d:4d,nb,2020-01-16 03:40:49
19.1897175,"$73,276.92",srv-52.wyatt.com,8996797,America/Nassau,Urdu,2020-09-07,1999-07-06T01:22:11,09:13:57,GB,"Cole, Harris and Benson",49:f1:77:bc:6f:ba,ga,1992-10-19 18:21:27
57.1037345,$646.13,web-09.taylor-ryan.com,561617,America/Belize,Tajik,2022-05-31,1976-10-20T23:39:30,05:25:39,GB,Howard Ltd,1b:3c:1d:e7:0e:a5,ta,2012-09-19 18:45:00
-55.4531545,$52.20,desktop-31.howard-morris.com,371,Europe/Madrid,Maltese,1974-01-28,1995-08-03T15:33:34,20:26:05,GB,Holmes Group,5c:9d:4a:d6:e4:24,sw,2018-09-26 23:32:19
-58.2832635,$65.10,lt-53.randall.com,428,America/Porto_Velho,Hindi,2021-04-21,1980-06-02T18:50:09,18:10:24,GB,Kirby-O'Connor,02:a5:f5:cb:5b:d5,hy,2015-08-20 19:40:34
15.7228915,"$5,785.91",srv-98.myers-stevens.com,25034,Africa/Lusaka,Kirghiz,1982-12-31,1975-05-09T23:58:53,23:11:01,GB,Allen and Sons,30:da:8e:b9:44:f3,ko,1980-12-09 13:23:26
-63.161109,$66.63,web-84.byrne.biz,956329,America/Nassau,Swedish,1995-01-10,1994-01-07T14:55:33,15:23:27,GB,"Knight, Lee and Griffiths",52:f9:b0:09:84:1d,cv,2022-03-25 22:04:20
-43.7750495,"$3,805.20",email-30.clements-robinson.co.uk,4279,Africa/Ndjamena,Ewe,2002-09-17,2022-02-18T11:12:19,04:42:13,GB,Gould PLC,bc:4f:f6:e0:5b:19,tn,1973-09-25 04:18:33
80.4112865,$6.14,desktop-38.morgan-wilson.com,8965042,America/St_Kitts,Chinese,2003-01-21,1996-03-27T05:37:51,00:44:27,GB,"O'Neill, Roberts and Harding",e9:7d:59:fc:01:c1,ru,2012-10-16 04:21:27
40.1865975,"$25,144.06",srv-59.williams.com,5,Europe/Vatican,Hebrew,2018-07-29,1975-07-05T13:39:14,08:15:19,GB,"Brown, Bibi and Harrison",05:d3:ae:a9:fc:c6,ug,2022-04-16 21:41:27
-12.376759,$9.36,db-90.glover.org,7317,Asia/Muscat,Pali,2003-10-16,1984-06-10T14:05:10,02:43:47,GB,"Mason, Goodwin and Elliott",55:58:24:6d:39:a0,tg,1990-06-19 03:40:25
35.2392245,"$6,686.95",desktop-46.johnson.co.uk,383843,America/Noronha,Georgian,1976-01-20,2010-05-30T20:35:44,01:28:46,GB,"Shaw, Waters and O'Donnell",11:4c:39:33:87:fd,as,2015-02-25 01:18:30
54.372588,"$8,965.47",db-58.watson.org,91,Europe/Vienna,Norwegian Nynorsk,1989-08-04,1981-03-29T21:29:36,19:46:48,GB,Smart-Ward,56:8b:03:29:1e:95,wal,1987-01-10 00:45:41
-57.084558,$5.54,desktop-07.nolan.biz,958601621,Asia/Makassar,Fijian,1989-05-15,2020-08-04T11:46:24,19:15:49,GB,"Powell, Buckley and Jones",dc:18:b2:6a:e8:d1,fil,2015-03-14 07:15:27
-26.737446,$25.88,laptop-64.price.com,3927935,Europe/Zagreb,Ido,1983-02-06,1974-05-28T04:01:01,05:20:38,GB,Gray LLC,d2:ba:85:e1:75:e1,om,1987-01-14 00:01:35
-25.829042,$26.07,desktop-25.rees-lawrence.co.uk,336615,Africa/Accra,Gaelic,2005-10-27,1999-12-14T04:47:25,21:10:41,GB,Duffy-Begum,0e:b5:f2:e4:59:a3,is,1984-10-31 05:28:45
47.230170,$54.97,db-31.nicholson-harper.net,9,Asia/Kuwait,Zhuang,1993-08-07,1992-01-06T17:27:26,00:27:58,GB,Byrne-Wilson,d6:64:47:ef:8d:34,ms,2012-04-17 14:08:36
-83.980652,"$54,022.78",email-67.lawrence.com,7649,Africa/Casablanca,Tajik,1973-08-06,2010-11-24T16:17:26,02:54:31,GB,Morris-Barnes,56:1d:2a:9d:90:02,apn,2017-06-23 12:36:29
5.5386865,"$96,198.76",laptop-80.foster-baker.com,835005656,America/Montevideo,Tibetan,1973-07-05,1975-11-05T23:55:50,19:02:09,GB,Howe-Cooper,fe:0b:bc:b8:0c:f6,se,1997-06-28 12:34:42
-9.533573,$884.93,db-52.buckley.com,8213872,Africa/Maputo,Sanskrit,1979-06-28,1993-08-16T06:54:29,22:15:30,GB,French-Cartwright,02:f2:c4:5e:86:17,ml,2012-02-18 06:55:25
-43.810227,$214.29,laptop-24.walker-davies.co.uk,63,Europe/Chisinau,Marshallese,1980-03-01,1995-02-19T00:58:11,12:45:25,GB,Scott PLC,29:79:35:ec:1e:82,fur,2014-11-21 08:23:40
60.0300605,$8.12,email-58.young-morgan.biz,440178846,Africa/Kampala,Kashmiri,1979-08-10,2002-11-06T16:43:40,14:45:20,GB,Brown-Gardner,61:40:94:9e:0b:a0,ur,1986-03-15 16:39:28
-76.191948,$6.73,db-84.baker.com,53757,Africa/Asmera,Oriya,1996-10-06,2005-06-08T14:58:06,19:14:06,GB,Perkins-Wright,27:41:72:3c:e7:fb,oc,2000-08-06 13:15:42
86.833322,"$3,060.92",desktop-06.porter.org,358,Asia/Kuala_Lumpur,Akan,1979-04-17,1995-10-25T07:21:43,00:48:54,GB,Morley Inc,03:71:d6:6f:a6:52,th,1976-06-15 15:24:36
32.142072,$8.06,web-55.hughes.com,55685,Africa/Bamako,Chichewa,1975-01-22,2017-06-14T05:03:26,14:34:51,GB,"Bradley, Phillips and Cooper",58:d9:ad:53:f2:2a,et,1979-03-26 07:44:50
-47.171706,$43.45,email-81.clark.co.uk,80615086,America/Belize,Maori,1997-10-03,1993-07-06T00:05:27,01:44:01,GB,Martin-Nelson,52:03:2b:33:4a:f9,ht,2007-07-09 22:04:35
-73.9850865,$345.53,email-03.sanderson-simmons.com,76,Africa/Khartoum,Norwegian Nynorsk,1989-06-18,2011-11-28T00:06:12,09:06:48,GB,Morris-Pugh,4e:f8:17:4b:bb:d9,kl,1987-06-02 06:26:41
63.530980,$309.27,laptop-15.davis-finch.com,6316068,Asia/Yerevan,Xhosa,1992-11-27,2023-07-13T23:20:56,23:15:49,GB,"Smith, Gordon and Holt",85:08:e8:bf:b1:31,kl,1971-06-08 13:03:32
80.970114,"$88,800.04",web-13.jones-webb.com,389,Europe/Zurich,Ganda,1973-05-29,1972-01-21T21:30:55,11:28:48,GB,Edwards-Dawson,c7:d6:8c:5d:4c:43,bhb,2004-01-19 17:16:13
12.112375,$0.49,lt-78.marsh.org,53193,Asia/Brunei,Northern Sami,2006-05-08,1998-02-25T14:44:21,15:54:43,GB,"Storey, Bennett and Allen",d0:f2:5d:72:a6:24,tt,2019-03-30 01:54:07
75.3790995,$604.23,db-07.leonard.com,9,Asia/Calcutta,Ewe,2023-02-17,2002-09-11T08:29:50,16:47:43,GB,Quinn-Hawkins,ec:ec:fe:79:5f:f7,xh,1992-09-24 14:26:20
21.662394,"$98,296.77",email-99.briggs.net,57,Europe/Skopje,Walloon,1991-08-15,1971-04-19T08:31:42,17:22:30,GB,Harrison Ltd,c3:ef:3b:ad:bc:71,pt,1994-09-30 14:19:03
62.276028,$864.15,desktop-45.wright.com,2,America/Antigua,Tsonga,1998-03-25,2013-10-13T07:11:15,21:55:20,GB,Smith-Watson,5a:fc:21:c1:67:46,shs,2011-02-24 04:06:23
50.022531,$109.45,web-31.bird-pollard.info,981361905,Asia/Manila,Rundi,2006-06-21,1988-04-01T20:51:48,16:22:09,GB,Dean-Khan,1a:b2:32:68:9a:ca,sw,1973-11-15 11:25:04
-38.044452,"$7,207.15",web-80.barnes.biz,790847,Africa/Kampala,Urdu,2003-08-13,1988-08-01T14:34:11,20:57:27,GB,Osborne-Hudson,62:82:b0:e7:0d:3a,ps,1987-11-02 22:37:46
37.8404185,$303.91,lt-73.cooper.org,9974,America/Guatemala,Galician,1995-10-19,1971-12-21T09:11:22,02:01:17,GB,Brown-Bond,f6:b6:36:c8:96:d3,ro,2022-01-13 03:11:03
-80.6889985,$194.26,email-09.smith-anderson.com,2,Europe/Copenhagen,"Sotho, Southern",2022-10-16,2014-11-22T14:09:32,12:10:30,GB,Goddard-Davison,64:73:ba:6d:9b:fc,gu,1980-02-28 12:32:45
40.7263835,$67.86,db-58.jones.com,856,Europe/Rome,Yoruba,1991-07-29,2008-12-06T15:31:22,23:06:17,GB,"Davis, Mellor and Francis",31:72:c9:ec:97:90,yi,1973-04-10 08:34:34
-41.847968,$955.18,email-25.bell.net,333957,Europe/Brussels,Manx,1997-06-25,1978-05-24T00:18:19,15:32:34,GB,Brady-Wong,ce:ae:69:e0:1d:4d,yo,1979-10-30 04:50:49
6.770899,$600.52,srv-93.smith.com,74318,Indian/Mahe,Yoruba,1993-02-21,2021-10-28T09:41:39,14:37:17,GB,Thomas-Rogers,dc:65:dc:c3:e0:67,it,2009-08-13 22:13:23
-73.6054985,"$35,627.94",lt-08.lynch-brown.com,3,Europe/Rome,Esperanto,2008-04-04,2007-06-21T01:59:35,16:51:42,GB,"Pollard, Steele and Davidson",a9:b5:2b:5a:13:29,tt,1991-07-14 07:24:28
62.859646,"$35,268.86",srv-94.williams-slater.org,29,America/Tegucigalpa,Fulah,1973-01-10,2002-06-17T00:48:55,04:04:42,GB,"Cook, Bryan and White",c4:a0:71:71:44:80,uk,1996-09-07 16:23:47
86.183712,$0.46,srv-46.alexander.org,67,Africa/Brazzaville,Venda,1997-01-29,2012-04-13T15:10:00,10:58:41,GB,Lee-Davies,11:dc:c8:35:8c:c6,cmn,2019-07-29 00:01:29
-35.520625,$67.86,email-23.murphy.biz,1572441,Asia/Rangoon,Navajo,2001-07-22,1995-04-28T16:06:55,11:20:44,GB,"Bennett, Walsh and Lloyd",b0:25:74:c9:d4:f6,lt,2008-08-16 12:20:11
-74.0611355,$0.31,db-46.newman-nicholson.com,9,Europe/Monaco,Arabic,1975-06-29,1970-10-15T01:50:38,19:35:28,GB,"Ford, Baxter and Roberts",e0:87:60:d9:ea:bb,et,1978-05-28 14:57:07
-19.824349,"$99,386.53",srv-64.smith-hall.com,479457,Asia/Almaty,Georgian,1993-01-10,1987-11-22T03:43:22,12:06:24,GB,Cooper and Sons,fd:54:3f:76:e6:eb,ka,2010-08-13 05:34:07
-71.9153285,"$5,707.74",laptop-24.matthews-payne.net,53457322,Asia/Rangoon,Romanian,2016-09-25,1984-12-26T03:40:48,13:33:00,GB,Houghton Inc,84:4a:22:d0:34:3b,hsb,2015-02-09 02:08:05
-1.891731,$218.28,email-56.johnston-freeman.com,58,Asia/Qatar,Western Frisian,2002-02-28,2015-07-04T21:37:58,10:46:19,GB,"Sharpe, Hamilton and Edwards",b0:5a:ce:4f:ee:3f,hr,1996-12-03 06:13:03
-89.833970,$33.98,email-45.thomas-brown.org,621975,Europe/Minsk,Tigrinya,1992-10-30,1990-07-27T00:35:27,20:44:14,GB,White-Grant,f3:02:5b:63:78:2e,nds,1998-06-21 06:48:17
69.5741195,"$14,329.54",laptop-04.jones.com,83557,America/Paramaribo,Tonga,1981-09-29,1999-02-08T04:50:59,05:50:45,GB,Bailey-Clark,56:82:f1:85:e5:8a,mi,2006-12-19 22:20:58
41.1711065,$471.68,desktop-13.martin-parker.com,8,Atlantic/Cape_Verde,Sichuan Yi,1980-10-15,2005-06-16T17:10:53,22:28:30,GB,Webb-Parsons,aa:00:6d:33:c1:3c,hak,1974-03-16 22:19:44
-5.104407,$20.39,srv-28.bell.com,80092,Asia/Beirut,Divehi,1992-01-04,1987-10-01T08:05:56,13:43:02,GB,"Lee, Taylor and Jackson",7b:59:ef:e8:5b:78,ve,1996-01-11 17:44:10
-17.1697785,$615.69,db-87.wood.net,93634479,America/Indiana/Vevay,Avestan,1977-04-12,1978-10-24T13:13:40,11:28:13,GB,Kaur PLC,da:5a:2d:48:b0:35,ce,1995-12-08 13:41:21
-3.551872,"$6,343.40",srv-90.wilson.biz,1978800,America/Port_of_Spain,Burmese,2019-11-02,2015-09-23T21:40:09,12:59:47,GB,Murray Inc,75:8a:29:bf:01:e3,ig,1977-09-07 04:37:18
