random_number,language_name,iso8601,country,language_code,longitude,company,bank_country,latitude
78,Tonga,1974-12-25T15:02:10,Iran,ro,-63.177923,Grob-Schaub,CH,41.4529705
284,Hiri Motu,2008-11-21T17:02:40,North Korea,pl,6.595696,"Hug, Leu and Müller",CH,82.0162235
7,Guarani,2012-01-02T02:56:08,Burkina Faso,kn,-138.192094,Albrecht LLC,CH,75.033721
9412,Tsonga,1990-02-03T03:54:29,Cyprus,mr,-120.125357,"Leunberger, Küng and Keller",CH,15.5532425
351,Abkhazian,2017-11-23T05:54:54,Cambodia,nso,-15.712515,Gut-Schmid,CH,-35.860007
71,Marathi,2006-01-23T02:49:48,Vatican City,ja,129.055179,"Bättig, Schäfer and Gerber",CH,15.4200255
362797201,Sinhala,1999-06-09T06:07:36,South Korea,uk,-105.094734,Seiler and Sons,CH,-32.144831
603,Wolof,2021-08-22T09:42:55,Poland,gu,128.950394,Kaufmann-Maurer,CH,-15.6138025
56592,Hiri Motu,1992-07-02T01:34:57,Honduras,bo,-136.399608,"Mettler, Vogt and Schneider",CH,-28.7988665
86539,Akan,1975-03-21T13:49:52,Iran,sr,-15.981706,"Kuhn, Schumacher and Lüscher",CH,-34.099421
791205,Guarani,1995-12-13T13:24:30,Myanmar,az,-142.835665,Schaller Group,CH,-85.895537
7040530,Yiddish,1982-07-22T21:02:33,Bahrain,nb,-68.186993,Albrecht Group,CH,78.5061335
6,Malay,2019-02-22T12:14:48,Chile,bo,-1.679168,"Näf, Schweizer and Weber",CH,11.863686
22,Marathi,2006-05-15T16:21:55,Togo,kok,43.463959,"Schmidt, Vogel and Jäggi",CH,86.3192795
46288685,Herero,1975-04-28T01:28:00,Finland,as,80.685158,Kern-Tobler,CH,-38.1520575
22,Church Slavic,1997-09-08T18:39:42,Nauru,niu,-171.848717,Mettler Ltd,CH,72.8132025
730,Basque,1976-07-03T10:44:47,Germany,csb,27.300104,Wolf PLC,CH,-70.5835635
65647,Kirghiz,2001-05-30T12:10:43,Brunei Darussalam,wae,-64.996708,"Wirz, Bättig and Frick",CH,-65.9107805
6,Walloon,1984-01-04T23:27:44,Cyprus,eo,-108.960506,"Giger, Stettler and Stutz",CH,-55.703507
893153,Breton,2016-02-14T08:19:56,Cyprus,lv,75.842125,Roos-Meier,CH,-45.5278755
216009265,Romanian,1986-04-19T13:24:03,France,xh,-127.287712,"Ferrari, Merz and Jenni",CH,49.9192445
750296916,Sundanese,2018-05-19T05:57:43,Palestine,gv,-117.855847,Tobler-Weibel,CH,23.2724135
98893619,Polish,2017-07-25T03:38:09,Djibouti,mhr,102.493911,Senn Inc,CH,-54.1590205
136996,Walloon,1985-12-16T14:17:07,Serbia,ps,-91.597249,Maier-Lang,CH,-71.056381
18,Limburgan,1978-06-28T11:30:21,Venezuela,niu,-101.207434,"Schmidt, Hotz and Schweizer",CH,72.700421
43624355,Assamese,1977-07-21T19:51:14,Sudan,eu,72.234671,"Hug, Ziegler and Benz",CH,-74.600319
9,Marshallese,1995-11-11T13:50:46,Comoros,ur,-39.739274,Kessler and Sons,CH,53.1741065
9,Macedonian,1987-01-26T04:38:19,Nauru,gu,-86.424393,Wüthrich PLC,CH,-48.0619645
809700,Ossetian,2021-03-21T15:23:45,Seychelles,ur,-157.003677,Müller-Suter,CH,-52.635897
913301040,Guarani,1975-05-09T04:21:03,Moldova,li,-49.226022,Bühler Group,CH,-22.835790
739435127,Ndonga,2015-11-08T20:05:20,Suriname,aa,11.622204,Herzog Inc,CH,46.6348865
5325397,Inuktitut,2006-01-21T08:32:45,Venezuela,de,-134.601097,"Senn, Maurer and Felder",CH,-18.9650275
2025,Russian,2014-11-10T04:01:13,Vanuatu,an,-26.726796,"Baumann, Stauffer and Christen",CH,-31.928939
8303463,Lithuanian,1972-10-07T20:14:46,Liberia,se,-116.439623,"Forster, Bucher and Lustenberger",CH,88.7905765
591273,Italian,1991-10-27T02:52:57,Rwanda,az,-104.551368,"Forster, Vogt and Mayer",CH,53.2416995
137526,Tibetan,2020-11-26T06:48:12,Belarus,ckb,19.966659,Hoffmann and Sons,CH,52.768001
727,Walloon,1974-01-24T12:18:52,Nicaragua,tk,153.187428,Zehnder-Michel,CH,62.6951875
5932494,Pushto,1978-10-08T05:11:35,Uruguay,brx,86.455434,"Huber, Schnyder and Wyss",CH,18.073855
1301868,Hausa,2010-02-01T05:16:03,Norway,kk,-164.136388,Brun-Gasser,CH,-38.3370905
7,Chinese,2014-07-23T05:20:45,Uruguay,ks,13.651064,"Baumgartner, Meyer and Steiner",CH,-12.9583375
87300,Bashkir,1997-08-30T12:24:04,Philippines,ve,-15.221285,Hofstetter-Sutter,CH,-84.359795
947947970,Komi,2007-06-17T23:20:55,Romania,af,110.297667,Gerber Group,CH,8.797960
6183,Hungarian,2013-05-30T22:30:48,Argentina,hak,-36.923253,Lang-Amrein,CH,75.2832035
67417960,Polish,1970-01-22T14:42:05,El Salvador,sl,87.064691,"Jenni, Schenk and Knecht",CH,49.830221
1304,Slovak,2015-10-05T07:40:08,Maldives,or,17.999446,Wirz-Braun,CH,82.7752955
633,Malayalam,2006-10-29T05:23:52,Seychelles,ast,-53.167669,Hauser Ltd,CH,29.7344095
920,Tibetan,1988-05-21T18:06:30,Libya,doi,139.938784,"Hodel, Gross and Erni",CH,-25.1070795
4093656,Shona,1974-01-13T03:48:38,Indonesia,nan,89.089148,Winkler-Beck,CH,-88.6029755
143850976,Avaric,1976-12-19T20:01:53,Morocco,se,-171.946802,"Egli, Zingg and Wagner",CH,-87.537490
3937338,Ewe,2018-12-25T23:23:49,Mongolia,se,122.699030,Hoffmann Group,CH,31.477575
976339,Azerbaijani,2006-05-30T02:42:27,Chile,se,21.046825,Stöckli PLC,CH,-36.9516515
1988784,Navajo,2005-12-11T19:08:42,Kuwait,lb,8.250276,Albrecht Inc,CH,70.1659295
24827,Latin,1999-03-19T21:53:56,Kingdom of the Netherlands,mi,69.569120,Furrer Ltd,CH,-50.0502945
2452,Ukrainian,2015-02-04T03:01:19,Latvia,tg,142.541316,Haas-Amrein,CH,-19.4845555
50,Hungarian,2012-06-19T04:34:20,Moldova,ca,-25.055732,"Ferrari, Frey and Bauer",CH,36.9788755
7002,Occitan,1989-10-04T06:08:12,Swaziland,si,179.064634,"Studer, Bachmann and Siegrist",CH,37.9805245
46,Burmese,2014-03-10T05:47:31,Indonesia,am,-135.452565,Schärer-Wegmann,CH,-36.539647
31508781,Gaelic,2019-04-05T13:06:06,Marshall Islands,ms,150.649563,Moser-Felber,CH,-47.3705995
599732,Sanskrit,1977-04-02T03:17:32,San Marino,km,-147.581463,Zehnder-Bühlmann,CH,-52.7709875
0,Tahitian,2010-11-18T13:55:25,Nepal,ja,47.245522,Schlatter-Egger,CH,20.752011
3,Azerbaijani,1987-06-27T10:21:44,Ghana,bn,-155.716429,"Schwarz, Kaiser and Furrer",CH,-1.840769
4262,Italian,2017-07-12T10:03:29,Kuwait,os,83.536795,Lüscher PLC,CH,65.5934705
482692354,Central Khmer,2017-09-15T04:01:38,Burkina Faso,bo,-125.772408,Zimmermann and Sons,CH,-71.3095975
51370,French,1976-04-08T09:55:40,Kingdom of the Netherlands,da,153.715916,Tobler-Egli,CH,-60.4027575
3849983,Turkmen,1997-08-28T18:36:46,Democratic Republic of the Congo,da,-68.315413,"Haas, Hess and Schwab",CH,-33.7812555
8,Central Khmer,1993-08-29T09:28:33,Panama,ti,-96.337257,"Walter, Aebi and Steinmann",CH,-88.046938
9895153,Slovenian,2000-07-27T00:20:15,Seychelles,gu,-72.225039,Bolliger-Albrecht,CH,-79.411505
74,Cree,1992-03-01T12:11:42,Indonesia,apn,127.993325,"Furrer, Favre and Lustenberger",CH,86.4470865
1,Vietnamese,1978-01-11T17:26:52,Saint Kitts and Nevis,nan,-175.452476,Seiler-Zollinger,CH,-61.098263
868543,Ewe,2004-02-15T02:26:07,India,kn,-162.044751,Wirth and Sons,CH,40.510605
476,Pali,1989-01-31T02:51:40,Jamaica,kl,-73.203320,Zimmermann-Spörri,CH,27.5731795
19,Turkmen,1997-01-28T05:44:23,United Arab Emirates,ky,144.620920,"Kälin, Hug and Felber",CH,-56.2777295
18969,"Sotho, Southern",1979-05-07T15:24:22,Slovakia,se,4.652267,Haas Ltd,CH,88.4437045
632953,Kirghiz,2013-01-18T21:29:37,Mauritius,zu,-39.881619,Brunner and Sons,CH,-9.409740
6434002,Western Frisian,1981-01-10T16:49:12,Azerbaijan,tk,159.593451,Siegrist PLC,CH,-21.236309
60988,Dutch,1998-05-15T01:36:38,Belarus,iu,102.007235,Moser-Schwab,CH,-57.886489
50424,Spanish,2016-10-19T02:43:19,Barbados,vi,90.816969,Herzog-Jost,CH,15.359933
295061915,Estonian,1971-02-16T02:20:16,Fiji,zu,156.816027,"Michel, Kaiser and Bader",CH,-33.4746485
8555462,Russian,1976-09-05T19:45:50,Guatemala,he,-153.946460,"Kaiser, Ferrari and Leunberger",CH,66.3243765
92,Samoan,2007-07-20T20:02:41,Jamaica,mi,161.005792,"Betschart, Schaller and Mettler",CH,-53.334206
69067485,Esperanto,2002-11-03T04:42:03,Costa Rica,cs,15.302699,Schärer-Wirz,CH,-75.845712
4099,Russian,1989-10-22T03:16:51,Guatemala,uz,130.854541,"Stocker, Schmidt and Schnyder",CH,44.167623
3,Macedonian,1971-01-18T20:29:44,Federated States of Micronesia,pa,-67.861113,"Rey, Rey and Blum",CH,-74.638377
437689,Tahitian,2016-03-20T21:29:28,Panama,km,-128.970614,Zingg-Martin,CH,-84.5981845
276165766,Marathi,1971-01-12T22:34:41,Luxembourg,ku,-71.372620,Furrer and Sons,CH,9.957200
10794058,Kazakh,1992-01-21T23:53:43,Guyana,bem,-22.994220,Bühler Inc,CH,-41.410167
496,Malagasy,1986-08-19T08:09:51,Jordan,kw,76.102906,Albrecht Inc,CH,26.473407
983581,Croatian,1986-03-13T09:15:37,Serbia,ug,-61.263825,"Schaller, Roos and Portmann",CH,-30.582061
85,Fijian,2005-10-28T06:54:30,Uruguay,ja,59.259285,Schneider Ltd,CH,71.823367
267,Sindhi,1970-08-24T14:01:50,Palau,nhn,-155.467838,Hunziker-Mayer,CH,69.504902
29493,Corsican,1992-11-18T19:43:45,Algeria,lb,18.461103,Schlatter LLC,CH,0.0904335
29,Irish,1980-04-14T14:34:39,Yemen,om,43.191469,Hess-Hotz,CH,-27.9747705
842978156,Uzbek,1977-07-15T19:23:37,Denmark,yi,176.071407,"Gerber, Hermann and Geiger",CH,-68.7461905
396,Sundanese,1982-02-12T10:32:30,Bangladesh,zu,116.256375,Lutz-Gut,CH,34.695506
934015499,Yoruba,1985-08-02T12:03:10,Solomon Islands,mai,-178.528452,"Hasler, Portmann and Mäder",CH,86.8432845
490,Kanuri,1999-03-04T04:33:57,Thailand,ne,66.600507,Iten-Wolf,CH,82.2282615
501,Russian,2014-01-21T04:57:10,Azerbaijan,pap,21.913655,Iten-Vogel,CH,-22.1021785
148792524,Catalan,1988-07-31T22:41:57,Sweden,sa,-34.677825,Stocker and Sons,CH,11.5909555
5485,Dzongkha,1992-05-01T13:14:14,Kyrgyzstan,os,48.717557,Erni PLC,CH,27.3136315
29,Akan,2001-02-19T13:10:41,Croatia,it,92.132175,Bernasconi Inc,CH,48.153011
7775,Slovenian,2015-10-06T21:46:00,Namibia,mni,45.014447,Schäfer and Sons,CH,49.8378645
88412,Portuguese,2008-01-14T23:38:31,Palau,nr,108.112438,"Bär, Leu and Weber",CH,86.309564
59,Twi,1985-03-28T01:12:28,Greece,ga,-3.101345,Rey-Schaller,CH,-66.421319
1197,Gujarati,2008-11-30T06:03:39,Algeria,dv,-28.766118,Keller LLC,CH,-78.464116
2,Oromo,1992-09-26T04:31:15,Saint Kitts and Nevis,tcy,88.618882,Schaller-Betschart,CH,1.742178
86,Herero,1971-07-09T01:17:02,Lebanon,dz,133.111329,Schär-Ernst,CH,-48.747540
17822378,Bashkir,1978-03-02T18:54:42,Italy,raj,111.355638,"Vogt, Meier and Mettler",CH,-24.0860535
494544,Kazakh,1987-07-30T22:36:16,Burundi,my,173.679500,Hasler-Hofer,CH,-78.787595
2139,Kirghiz,2000-01-29T13:49:19,Rwanda,apn,11.687442,"Bachmann, Egli and Stettler",CH,-8.565833
558,Bengali,1970-03-11T11:43:02,Brunei Darussalam,fil,-86.757921,Martin-Peter,CH,56.181252
73410,Chamorro,1995-12-18T03:37:43,Norway,mg,0.538906,Hotz Ltd,CH,82.517051
1949,Northern Sami,2010-09-16T20:26:39,Sweden,nb,-71.028944,"Zimmermann, Zollinger and Lehmann",CH,-85.9387055
8182690,Romansh,2001-08-14T22:29:31,South Korea,ka,-66.228159,Lang Inc,CH,57.753533
390428,Gaelic,2009-10-02T23:12:52,Guyana,ts,22.570656,"Lutz, Keller and Lustenberger",CH,50.1088445
82,Persian,2008-11-27T10:07:14,Mozambique,da,0.647754,Berger Group,CH,-12.1767175
32285,Interlingua,2009-12-11T10:42:39,Tonga,id,87.316823,"Burri, Bianchi and Walder",CH,-0.392543
2807,Arabic,1987-01-29T21:47:13,Romania,ar,93.414529,"Gross, Müller and Wehrli",CH,-0.782981
523599,Polish,2020-05-29T22:18:12,India,tcy,70.758897,Wolf LLC,CH,81.843096
660336,Ido,2011-12-01T05:36:33,Bolivia,bs,-15.119793,Schuler-Michel,CH,-14.457618
993911047,Finnish,1983-04-18T01:12:47,Maldives,unm,-27.824646,Leunberger and Sons,CH,-22.5658665
929,Ido,2015-04-07T14:47:50,North Korea,gd,-149.217750,Ziegler and Sons,CH,-62.6135315
3082,Lingala,1987-05-04T04:02:25,Malawi,mi,72.491551,Wenger Inc,CH,-79.976390
88,North Ndebele,1997-02-06T22:23:50,Japan,ps,-15.285835,Küng Inc,CH,-5.9421825
82237074,Rundi,1988-05-22T06:03:40,Qatar,it,-75.754728,"Merz, Kuhn and Küng",CH,-66.3758815
15,Serbian,1987-12-22T15:26:59,Niger,ha,-98.114601,"Merz, Hartmann and Egli",CH,-31.4528355
631,Afrikaans,2002-12-08T16:06:06,Malawi,sr,139.585733,"Vogt, Meyer and Frick",CH,49.342454
75,Abkhazian,2005-01-22T07:30:11,Poland,ug,58.286758,Wettstein Ltd,CH,-79.7184495
2,Tigrinya,1995-01-25T21:33:34,Guatemala,th,-167.168786,"Zehnder, Hasler and Tanner",CH,-32.628616
7,Finnish,1989-09-23T05:24:49,Estonia,mni,92.868929,Zbinden and Sons,CH,80.2500725
227313,Sinhala,2013-10-23T01:05:31,Australia,rw,-175.592960,Arnold PLC,CH,79.999119
7210977,Malayalam,2004-07-17T11:25:56,Djibouti,ti,36.742499,Meyer Inc,CH,-60.3947525
833023,Chinese,1996-12-20T10:38:05,South Korea,cv,99.499508,Küng and Sons,CH,77.1787445
98747,Thai,1970-01-19T17:04:14,Tajikistan,hsb,84.114926,"Bianchi, Gerber and Hafner",CH,27.9627885
7735,Estonian,2012-10-25T12:44:20,Moldova,zh,46.851445,Bühler-Brunner,CH,26.418016
24624998,Hausa,2013-12-24T22:34:38,Luxembourg,kok,125.690110,Meister-Graf,CH,-47.3249955
2645,Ido,1995-08-03T03:10:25,Kingdom of the Netherlands,it,-78.293920,"Stucki, Stalder and Senn",CH,42.1678605
2973749,Chinese,1992-04-28T06:05:50,Barbados,en,-9.557106,Hartmann-Arnold,CH,-34.0620235
5426875,Italian,1992-02-20T21:29:54,Oman,pap,73.874684,"Wehrli, Peter and Wüthrich",CH,0.9794475
3260,Italian,1971-01-11T22:29:17,Rwanda,lzh,-8.948620,"Bianchi, Graf and Amrein",CH,-52.1729775
623,Indonesian,2004-06-15T06:10:21,Turkmenistan,bem,-176.374075,"Bernasconi, Stauffer and Steffen",CH,-9.433739
1802,Chechen,1994-01-26T15:51:44,Cambodia,uz,-7.066047,Stocker-Probst,CH,-18.824517
4290683,Thai,1984-07-24T06:26:47,Belize,sq,72.521614,Brun-Bättig,CH,-76.2532575
145,Marathi,1974-06-11T23:12:32,Hungary,sq,-63.929179,Blum-Lehmann,CH,-8.658639
500,Persian,1970-09-24T22:53:35,SÃ£o TomÃ© and PrÃ­ncipe,mg,7.144642,Graf PLC,CH,86.0767985
247,Navajo,2019-10-06T23:44:30,Finland,nl,-84.321670,Baumgartner PLC,CH,-42.320260
69520498,Romanian,2000-11-18T11:37:47,North Macedonia,lb,-122.673638,"Schuler, Egger and Brunner",CH,23.524930
8609968,Hiri Motu,2002-08-07T15:51:10,Samoa,pap,67.206939,Hug Ltd,CH,51.922978
76410,Welsh,1978-05-11T11:54:36,Samoa,fil,100.112485,Eugster-Eugster,CH,-49.6045515
918,Afrikaans,1980-05-27T12:15:55,Japan,bem,138.227636,Gasser-Schmid,CH,-67.066848
859375229,Kalaallisut,2002-06-18T22:28:19,Nauru,nds,-142.356972,"Mäder, Blum and Frick",CH,-71.2327245
6586671,Limburgan,1971-03-19T03:12:10,Republic of Ireland,hak,138.963247,Blaser-Ammann,CH,-76.235360
62,Galician,1989-02-19T06:32:22,Mongolia,zu,-13.965248,Ernst Inc,CH,15.891810
10479,Kalaallisut,1989-06-16T17:46:07,Samoa,br,29.535632,Hunziker-Michel,CH,15.480568
292504,Walloon,1986-08-14T09:31:47,Nicaragua,hne,3.250042,"Iten, Müller and Schoch",CH,44.9966035
215,Divehi,2011-07-15T19:48:08,Sri Lanka,ka,175.525199,Schäfer-Scheidegger,CH,-27.5742195
57525592,Javanese,2009-04-27T23:39:25,India,tk,-56.911216,Frick and Sons,CH,-5.9128325
8107323,Wolof,2017-04-10T23:29:41,Sudan,ckb,-87.068438,Vogel-Wettstein,CH,54.8666685
2852436,Kazakh,2012-08-09T23:55:30,Central African Republic,cs,-31.377185,Spörri-Probst,CH,4.817666
89333245,Malayalam,1979-01-04T21:54:37,Papua New Guinea,ca,126.968130,Kaufmann and Sons,CH,73.8371715
243394,Chamorro,1987-03-01T05:28:09,Cape Verde,nr,92.852958,"Braun, Ott and Hunziker",CH,79.8863155
513288,Russian,1999-03-20T19:57:58,Zambia,ln,-115.495632,Albrecht PLC,CH,84.989850
89,Telugu,2023-06-04T19:49:10,Federated States of Micronesia,the,61.959502,"Ernst, Probst and Gerber",CH,-44.9607895
905,Persian,1971-04-03T18:04:54,Thailand,wal,131.753314,Schwarz-Baumann,CH,-32.597562
452,Telugu,2008-12-16T15:50:25,United Kingdom,ti,-77.709653,Schenk-Meister,CH,25.3756615
968,Sinhala,1972-10-06T21:51:25,United Kingdom,cs,112.313868,"Kälin, Gfeller and Wüthrich",CH,-0.701906
5,Afar,2014-12-18T05:57:26,Austria,hr,-103.814638,Bieri Ltd,CH,48.327611
97,Kazakh,2009-09-09T18:02:08,Barbados,eo,-44.827831,Bättig Group,CH,-6.727672
42,Oromo,1988-11-24T05:42:23,Argentina,tig,-150.200313,"Hoffmann, Wagner and Wegmann",CH,-80.8004755
471732,Galician,1997-02-26T14:56:34,Cameroon,fy,57.859274,"Burri, Gasser and Ott",CH,-56.635028
8736106,Kongo,1990-03-01T11:25:59,Russia,nds,-107.822337,Schwab-Tanner,CH,-30.7222265
4,Telugu,1991-07-11T00:33:13,Somalia,ff,152.586379,Steiner-Hunziker,CH,-1.9009505
41737,Afrikaans,2011-06-22T15:58:16,Tajikistan,eo,-81.439310,"Winkler, Zehnder and Ernst",CH,-62.4309195
13739,Cornish,2003-05-12T18:59:35,Belize,ar,-2.592474,Eugster and Sons,CH,58.219388
5,Norwegian,1989-06-03T18:10:10,Guinea-Bissau,nb,42.048510,"Siegrist, Gross and Betschart",CH,37.659372
6671151,Corsican,2016-11-16T03:27:11,Solomon Islands,ta,162.570570,Lehmann PLC,CH,-63.347725
1,Corsican,1981-08-11T16:56:05,People's Republic of China,ta,-27.479602,Aebi and Sons,CH,-73.516576
74398,Romansh,1981-10-26T14:45:47,Zambia,lv,-144.535686,Mettler-Kessler,CH,-72.186707
6970,Luxembourgish,2002-06-07T11:18:47,Finland,hu,-122.354834,Staub PLC,CH,11.5080115
563,Yiddish,2015-02-26T07:07:48,Australia,ps,138.427025,Ferrari-Brun,CH,15.019929
1765504,Hungarian,1971-04-09T16:01:59,Yemen,uk,27.835166,Küng-Weber,CH,-11.3345235
94803802,Dzongkha,1996-01-08T08:53:46,Cambodia,gd,-19.012303,"Roth, Baur and Baumgartner",CH,-2.7626945
7022,Hebrew,2003-12-18T20:30:13,Madagascar,quz,85.525015,Lüscher Group,CH,28.522746
746487870,Ojibwa,1991-02-14T14:47:16,Saint Vincent and the Grenadines,sc,122.137075,"Mettler, Friedli and Schwab",CH,22.857407
315529,Danish,2018-10-26T19:05:11,Georgia,sa,-142.100441,Hofmann-Sigrist,CH,-55.4910495
6904,Maltese,1972-04-15T03:23:28,Belgium,zh,-111.890084,Suter-Zbinden,CH,62.680508
537444,Vietnamese,1997-04-06T06:24:55,Belarus,wa,5.257262,"Forster, Stadelmann and Hotz",CH,-65.317111
341040,Ndonga,1976-09-05T13:44:05,Namibia,nds,-174.667658,Eugster Group,CH,64.0979895
7,Yoruba,1999-04-07T11:46:12,Mauritania,ig,-19.761909,"Zehnder, Frei and Graf",CH,-63.266863
1,Azerbaijani,1987-03-11T03:24:51,Vanuatu,ht,64.666360,Schäfer-Hug,CH,11.3277995
9715527,Slovak,1989-01-20T01:53:21,Suriname,ru,-7.097071,"Egli, Scheidegger and Kuhn",CH,82.750985
18,Luba-Katanga,1992-06-11T22:58:41,Tajikistan,hi,-103.975269,Sidler Inc,CH,-8.919147
5005,Turkmen,2008-04-21T09:45:26,Romania,br,-74.820074,Scheidegger Inc,CH,-43.871621
9,Breton,1989-01-21T14:07:20,Antigua and Barbuda,yue,-103.027790,Zollinger Group,CH,31.0821435
6346,Maltese,2016-04-14T10:24:58,Benin,nn,-96.193149,Graf Group,CH,29.654009
9755,Icelandic,2019-05-26T13:42:45,North Macedonia,af,-108.957210,"Hafner, Wagner and Marti",CH,-40.702935
4,English,2011-07-29T13:24:37,Palau,shs,-147.823448,Wolf-Aebi,CH,-26.957419
429752,Tahitian,1996-07-03T19:47:49,Malawi,fa,43.261308,"Schaub, Schwarz and Schmid",CH,3.1962935
97076931,Irish,2013-04-11T13:40:13,Haiti,az,125.533718,Kägi LLC,CH,-49.296695
98,Norwegian Nynorsk,2014-06-15T19:40:19,Hungary,wal,-52.260982,Häfliger-Baumann,CH,-41.403367
908515,Albanian,2018-12-07T10:24:02,Saint Kitts and Nevis,da,-170.012396,"Iten, Wirth and Stöckli",CH,-25.672643
5653,Abkhazian,1981-12-09T13:08:21,Democratic Republic of the Congo,aa,-121.405743,Walder-Mayer,CH,52.438002
307433272,Persian,1975-07-17T09:07:21,Bangladesh,nn,60.846411,Steiger LLC,CH,23.705364
3,Igbo,2009-05-11T08:46:15,Kazakhstan,ik,115.088536,Furrer-Marti,CH,-8.799191
66497338,Tsonga,2017-04-25T20:42:42,Sudan,ff,169.129068,Bosshard-Scherrer,CH,58.365987
90956212,Tajik,1973-11-03T13:05:37,Bolivia,ks,56.795145,Zollinger Ltd,CH,11.1741215
6072111,Marathi,2009-10-01T17:32:29,Austria,dv,-163.644973,Schäfer PLC,CH,-87.0787675
8,Armenian,1997-04-10T04:07:52,Equatorial Guinea,fa,5.465634,"Hodel, Blum and Arnold",CH,37.826335
9,Tamil,1984-07-01T06:47:46,Dominica,ne,161.152527,Leunberger-Wolf,CH,-3.403495
137529760,Korean,1993-11-30T10:49:53,Russia,li,-144.223686,Schmid-Näf,CH,35.4064165
108069088,Ewe,2021-08-13T07:34:42,Namibia,tcy,15.257687,"Studer, Forster and Stutz",CH,-37.4006845
4,Javanese,2004-03-04T16:20:46,Georgia,niu,-108.251901,Schoch-Graf,CH,13.5274285
2,Uzbek,1995-04-16T02:06:54,Guinea,lg,26.657789,"Hofmann, Ernst and Wirth",CH,-70.7772845
874,Basque,1994-08-03T09:46:43,Yemen,he,89.006566,Arnold and Sons,CH,-87.913492
3,Lao,2010-09-06T16:33:18,Togo,sc,-110.630496,"Lüthi, Koch and Küng",CH,14.3005985
6494706,Latvian,1993-10-24T18:14:54,Trinidad and Tobago,tt,-6.134073,Keller Inc,CH,-63.3411105
6,Kikuyu,1972-11-25T17:12:00,Austria,ak,22.970160,"Wenger, Blaser and Lüthi",CH,-77.2073565
98,Igbo,2007-08-29T23:30:05,Sierra Leone,nhn,83.795130,Egli Group,CH,-38.7975485
7,Turkish,2012-03-26T16:20:07,Tajikistan,zh,-3.001336,Leunberger-Bühlmann,CH,18.716920
58,Komi,2012-04-05T18:27:56,Democratic Republic of the Congo,nn,-164.478156,Winkler-Probst,CH,60.1858535
2605335,Ukrainian,2000-03-28T23:21:25,Niger,yue,42.357244,Bernasconi Group,CH,-0.828118
6,Lithuanian,2012-11-08T07:53:46,Sweden,unm,-117.378974,"Stutz, Hotz and Hug",CH,47.095600
7,Maori,2017-04-10T21:03:01,Kingdom of the Netherlands,sk,166.594563,Bär-Hürlimann,CH,-7.588424
451,Uzbek,2003-02-20T01:38:00,Poland,ms,79.921296,"Häfliger, Hess and Bachmann",CH,28.974704
3,Pali,1981-07-06T20:27:32,Austria,yo,-169.506624,Benz LLC,CH,55.870203
7514477,Avaric,1992-01-03T09:31:51,New Zealand,fi,129.586229,Jäggi LLC,CH,-39.147502
94534259,Latvian,1997-08-11T14:55:17,Italy,mg,122.771473,Spörri-Meier,CH,-77.084794
5947,Cornish,2008-07-10T02:17:26,Paraguay,dz,-146.201216,Stettler Ltd,CH,73.4216515
366,Kazakh,1998-07-18T15:46:11,Botswana,nr,131.392970,Tanner Inc,CH,66.0156125
1535,Kazakh,1982-08-29T20:34:03,United Kingdom,is,15.204558,Scheidegger Ltd,CH,-10.158157
116601892,Bislama,2006-01-19T03:22:30,Oman,lo,172.222078,Kessler-Ammann,CH,-59.600119
40288889,Hungarian,1988-02-24T02:01:48,Bolivia,lo,45.468819,Huber-Herzog,CH,-80.5282935
79718,Avestan,2005-10-08T16:56:35,Mauritius,ja,99.395699,Wettstein PLC,CH,88.120357
706764,Burmese,2006-03-11T07:17:26,Antigua and Barbuda,mk,31.460242,Sutter PLC,CH,4.7107275
50104188,French,2005-12-16T09:53:45,Ghana,dv,163.275750,"Wehrli, Beck and Merz",CH,-68.1186995
1208709,Cornish,1971-03-15T08:45:08,Japan,ik,-156.300848,Widmer Ltd,CH,-25.0537925
31,Nepali,1994-08-10T09:19:10,Finland,sd,-91.437776,Isler PLC,CH,19.467393
381783,Tonga,1997-01-02T14:26:33,El Salvador,doi,-171.421227,Jäggi Ltd,CH,-63.2501855
24,Georgian,1988-11-21T07:18:43,Sierra Leone,sd,-77.187656,Meili Group,CH,74.1041685
8542744,Hindi,1985-12-22T04:51:53,Tajikistan,wae,139.193018,Brun-Wirth,CH,9.681416
7414140,Pali,1970-04-24T02:38:33,Austria,hi,-169.421716,Weibel PLC,CH,-86.5691995
76627,Interlingue,1989-08-22T04:27:20,El Salvador,mk,83.812705,Zürcher Group,CH,-58.428456
4357,Aragonese,1970-02-03T12:33:49,Swaziland,de,93.287141,"Zürcher, Ziegler and Stocker",CH,-19.0049535
90669125,Javanese,2005-05-22T22:39:26,Republic of the Congo,li,65.250402,Tanner-Bosshard,CH,-82.611909
1205464,Georgian,2004-07-22T03:00:54,Peru,kn,172.832011,Zbinden-Steffen,CH,19.586859
853,Portuguese,1972-07-23T19:46:21,Pakistan,mag,4.685705,Gross PLC,CH,-88.7639655
891,Yoruba,1974-01-06T10:10:46,Sweden,mr,-25.336485,Stauffer-Herzog,CH,9.0357745
48283162,Tsonga,1980-05-29T09:15:51,Solomon Islands,wal,-58.132642,Schnyder Inc,CH,-48.732023
453,Yoruba,1976-03-25T00:01:46,Colombia,gu,-108.264649,Braun-Mettler,CH,30.1940095
